"Player","ID","Team","Opponent","Round","Kicks","Marks","Hand Balls","Disp","Goals","Behinds","Hit Outs","Tackles","Rebounds","Inside 50","Clearances","Clangers","Frees For","Frees Against","Brownlow","Contested Possessions","Uncontested Possessions","Contested Marks","Marks Inside 50","One Percenters","Bounces","Goal Assists","% Time Played"
"Cain Ackland",854,"SK","BL","1",8,4,8,16,0,0,18,2,0,4,6,1,3,0,0,10,6,1,0,2,0,0,75
"Steven Baker",967,"SK","BL","1",7,1,6,13,0,0,0,0,2,1,1,1,0,0,0,6,6,0,0,1,1,0,90
"Luke Ball",1430,"SK","BL","1",12,0,9,21,1,0,0,7,1,5,10,2,1,1,0,14,9,0,0,1,1,0,70
"Jason Blake",974,"SK","BL","1",0,0,5,5,0,0,9,2,0,0,0,2,0,1,0,2,3,0,0,3,0,0,41
"Nick Dal Santo",1132,"SK","BL","1",18,3,11,29,0,2,0,2,3,9,6,1,0,0,0,10,18,0,0,2,0,2,93
"Aaron Fiora",911,"SK","BL","1",8,4,8,16,1,0,0,2,0,4,1,0,0,0,0,3,13,0,0,1,6,0,93
"Sam Fisher",3975,"SK","BL","1",4,1,4,8,0,0,0,2,1,0,1,1,0,0,0,2,6,0,0,4,0,0,76
"Fraser Gehrig",976,"SK","BL","1",5,4,3,8,0,3,0,0,1,1,0,3,2,2,0,2,7,0,2,0,0,0,86
"Brendon Goddard",1443,"SK","BL","1",8,4,7,15,0,0,1,0,0,3,3,0,0,0,0,7,9,0,0,4,0,1,85
"Aaron Hamill",171,"SK","BL","1",12,7,7,19,2,2,0,4,0,4,0,5,4,0,2,14,6,5,4,2,0,2,100
"Robert Harvey",930,"SK","BL","1",13,7,10,23,2,2,0,1,1,3,4,0,0,0,0,7,15,0,2,1,1,0,75
"Lenny Hayes",966,"SK","BL","1",8,2,13,21,0,2,0,7,3,3,7,2,1,1,0,13,8,0,0,1,0,0,94
"Max Hudghton",955,"SK","BL","1",3,2,6,9,0,0,0,0,2,0,0,2,1,2,0,6,4,0,0,1,0,0,100
"Austinn Jones",929,"SK","BL","1",15,3,4,19,0,0,0,3,4,4,0,3,0,0,0,4,15,0,0,0,2,0,96
"Justin Koschitzke",977,"SK","BL","1",6,4,4,10,0,1,10,1,1,2,0,2,1,1,0,2,8,0,1,5,0,0,93
"Matt Maguire",1136,"SK","BL","1",8,4,2,10,0,0,0,1,6,2,0,2,1,1,0,3,7,0,0,2,0,0,84
"Mark McGough",1128,"SK","BL","1",7,3,9,16,0,0,0,1,1,4,2,4,1,1,0,8,10,0,0,2,1,0,60
"Stephen Milne",978,"SK","BL","1",6,2,2,8,3,1,0,3,0,2,0,6,0,3,0,4,4,0,2,0,0,0,86
"Nick Riewoldt",981,"SK","BL","1",7,5,2,9,3,1,0,0,0,2,0,0,2,0,0,5,4,1,3,1,0,1,63
"Troy Schwarze",971,"SK","BL","1",7,4,2,9,0,0,0,4,4,3,0,3,1,1,0,2,7,0,0,0,0,1,74
"Andrew Thompson",957,"SK","BL","1",13,6,10,23,1,0,0,2,1,4,3,0,0,0,0,7,14,1,0,0,2,0,64
"Brett Voss",975,"SK","BL","1",3,3,5,8,0,0,0,0,3,0,0,1,1,1,0,4,5,1,0,1,0,0,100
"Jed Adcock",3976,"BL","SK","1",6,2,5,11,1,0,0,3,2,3,0,0,1,0,0,3,8,0,0,2,0,0,61
"Jason Akermanis",119,"BL","SK","1",10,5,7,17,2,1,0,7,2,8,2,2,0,1,0,2,15,1,0,3,2,0,89
"Daniel Bradshaw",134,"BL","SK","1",3,2,2,5,2,0,0,1,0,1,0,0,1,0,0,3,2,0,2,0,0,1,100
"Jared Brennan",1438,"BL","SK","1",6,5,5,11,4,1,0,2,0,2,0,2,1,0,0,7,4,2,3,6,0,1,76
"Jamie Charman",1098,"BL","SK","1",3,2,2,5,0,0,12,1,2,0,1,2,0,2,0,2,3,1,0,3,0,0,47
"Robert Copeland",1099,"BL","SK","1",7,0,10,17,1,0,0,4,1,2,4,2,0,2,0,8,9,0,0,5,0,0,93
"Anthony Corrie",3952,"BL","SK","1",4,3,3,7,0,0,0,4,1,1,0,1,0,1,0,3,3,1,0,1,1,0,90
"Chris Johnson",385,"BL","SK","1",16,6,9,25,0,0,0,4,11,4,2,0,3,0,1,11,11,0,0,2,8,1,96
"Clark Keating",132,"BL","SK","1",7,2,1,8,2,2,4,1,1,2,1,1,1,0,0,5,3,1,2,0,0,1,84
"Nigel Lappin",100,"BL","SK","1",4,1,8,12,1,0,0,1,1,0,2,0,1,0,0,4,9,0,0,1,0,0,50
"Justin Leppitsch",98,"BL","SK","1",13,6,11,24,0,0,1,3,12,2,0,4,2,1,0,8,17,0,0,5,4,0,100
"Joel Macdonald",3984,"BL","SK","1",10,3,9,19,0,0,0,2,3,3,1,5,0,1,0,3,17,0,0,0,1,2,100
"Ashley McGrath",1100,"BL","SK","1",3,0,2,5,2,0,0,1,0,0,1,0,0,0,0,4,1,0,0,1,0,0,86
"Dylan McLaren",1101,"BL","SK","1",3,2,4,7,0,0,18,0,2,1,1,2,1,2,0,6,3,0,0,5,0,0,57
"Mal Michael",255,"BL","SK","1",4,3,2,6,0,0,2,1,1,0,1,2,2,2,0,3,4,0,0,11,0,0,100
"Tim Notting",1087,"BL","SK","1",12,4,9,21,0,1,0,0,1,3,3,6,0,3,0,8,12,0,1,2,1,1,86
"Martin Pike",373,"BL","SK","1",6,5,5,11,2,1,1,7,0,2,0,0,0,0,0,4,8,2,2,4,1,0,100
"Luke Power",1084,"BL","SK","1",15,0,12,27,0,0,0,2,2,6,9,1,1,0,3,13,14,0,0,0,2,1,100
"Chris Scott",97,"BL","SK","1",6,4,2,8,0,0,0,0,2,1,0,2,0,2,0,2,6,0,0,4,0,0,89
"Troy Selwood",4063,"BL","SK","1",4,1,4,8,0,0,0,6,0,2,3,0,0,0,0,4,4,0,0,3,0,1,44
"Michael Voss",102,"BL","SK","1",16,5,12,28,1,0,0,3,2,6,6,3,1,2,0,11,17,0,1,2,0,0,80
"Darryl White",114,"BL","SK","1",10,6,12,22,0,0,2,1,4,2,2,1,0,0,0,10,12,0,0,3,0,2,70
"Glenn Archer",777,"NM","CA","1",11,6,5,16,0,0,0,0,2,2,1,2,0,0,0,7,9,1,0,9,7,1,86
"Leigh Brown",539,"NM","CA","1",6,5,8,14,0,0,0,0,2,1,1,1,0,1,0,4,9,0,0,6,1,0,100
