"Player","ID","Team","Opponent","Round","Kicks","Marks","Hand Balls","Disp","Goals","Behinds","Hit Outs","Tackles","Rebounds","Inside 50","Clearances","Clangers","Frees For","Frees Against","Brownlow","Contested Possessions","Uncontested Possessions","Contested Marks","Marks Inside 50","One Percenters","Bounces","Goal Assists","% Time Played"
"Liam Baker",12661,"RI","CA","1",10,5,5,15,0,0,0,1,2,1,0,2,2,2,0,4,10,0,0,0,1,0,84
"Noah Balta",12686,"RI","CA","1",6,3,2,8,0,0,0,1,4,1,0,2,0,0,0,5,2,2,0,2,0,0,87
"Shai Bolton",12535,"RI","CA","1",15,6,3,18,1,1,0,4,0,7,3,5,2,2,3,8,12,1,2,1,1,1,88
"Nathan Broad",12456,"RI","CA","1",11,7,2,13,0,0,0,3,2,2,1,2,0,0,0,2,11,1,0,3,0,0,90
"Trent Cotchin",11666,"RI","CA","1",9,3,9,18,0,0,0,3,3,3,4,5,0,3,0,11,7,0,0,2,0,0,67
"Jack Graham",12576,"RI","CA","1",11,1,9,20,0,2,0,9,0,5,2,6,3,2,0,9,11,0,0,1,0,0,88
"Dylan Grimes",11879,"RI","CA","1",8,5,4,12,0,0,0,2,1,0,0,0,0,0,0,4,5,1,0,4,0,0,82
"Jacob Hopper",12440,"RI","CA","1",12,3,6,18,0,0,0,3,1,6,1,3,2,0,0,7,12,0,0,1,0,1,72
"Tom Lynch",11948,"RI","CA","1",9,6,1,10,3,3,1,0,0,1,2,3,0,2,0,9,3,4,5,5,0,0,89
"Rhyan Mansell",12883,"RI","CA","1",5,4,2,7,0,0,0,1,0,2,0,2,0,1,0,3,4,0,0,1,0,0,67
"Dustin Martin",11794,"RI","CA","1",15,6,8,23,1,0,0,0,1,8,1,5,0,3,0,10,13,2,0,1,1,1,82
"Kamdyn McIntosh",12317,"RI","CA","1",11,5,6,17,0,0,0,3,2,3,1,2,0,1,0,4,15,0,0,2,0,1,82
"Ben Miller",12941,"RI","CA","1",5,4,4,9,0,0,5,1,1,1,3,1,1,0,0,5,5,0,1,4,0,0,80
"Toby Nankervis",12374,"RI","CA","1",8,1,6,14,0,0,37,11,1,1,5,5,2,2,0,11,2,0,0,5,0,0,84
"Marlion Pickett",12761,"RI","CA","1",4,2,6,10,0,0,0,2,1,2,0,4,1,3,0,6,5,1,0,2,0,0,51
"Dion Prestia",11917,"RI","CA","1",10,4,13,23,0,1,0,1,1,2,5,3,1,1,0,13,11,0,1,1,0,0,81
"Jack Riewoldt",11576,"RI","CA","1",9,6,3,12,1,0,1,5,0,4,1,3,1,1,0,10,3,4,1,2,0,0,95
"Daniel Rioli",12403,"RI","CA","1",17,7,10,27,0,0,0,4,5,5,0,2,0,0,2,6,17,1,0,1,3,1,84
"Maurice Rioli",12935,"RI","CA","1",7,2,4,11,2,0,0,3,0,2,1,3,1,1,0,4,9,0,0,1,1,0,74
"Jack Ross",12712,"RI","CA","1",4,2,0,4,0,0,0,0,1,0,0,1,1,0,0,1,2,0,1,1,0,0,25
"Jayden Short",12418,"RI","CA","1",15,6,2,17,0,0,0,3,4,4,1,0,0,0,0,3,13,0,0,0,1,1,77
"Tim Taranto",12504,"RI","CA","1",18,3,14,32,0,2,0,8,3,4,5,8,1,1,0,12,20,0,0,0,0,0,80
"Nick Vlastuin",12174,"RI","CA","1",9,4,2,11,0,1,0,2,2,2,0,0,1,0,0,2,7,0,0,4,0,0,91
