"Player","ID","Team","Opponent","Round","Kicks","Marks","Hand Balls","Disp","Goals","Behinds","Hit Outs","Tackles","Rebounds","Inside 50","Clearances","Clangers","Frees For","Frees Against","Brownlow","Contested Possessions","Uncontested Possessions","Contested Marks","Marks Inside 50","One Percenters","Bounces","Goal Assists","% Time Played"
"Clint Bartram",4150,"ME","SK","1",2,1,3,5,0,0,0,3,1,0,0,1,1,1,0,3,3,0,0,2,0,0,81
"Matthew Bate",4160,"ME","SK","1",5,3,14,19,0,0,0,5,2,2,0,2,0,2,0,3,16,0,0,2,1,1,78
"Daniel Bell",4042,"ME","SK","1",8,2,6,14,0,0,0,1,5,1,1,4,1,1,0,4,9,0,0,2,1,0,97
"Cameron Bruce",747,"ME","SK","1",6,5,12,18,1,0,0,4,3,0,2,4,1,0,0,6,12,1,2,5,2,0,100
"Nathan Carroll",1442,"ME","SK","1",7,6,7,14,0,0,0,1,4,0,0,4,0,3,0,4,9,0,0,5,3,0,100
"Aaron Davey",3943,"ME","SK","1",4,0,5,9,0,1,0,5,0,0,0,2,1,2,0,5,4,0,0,1,0,0,77
"Brad Green",748,"ME","SK","1",9,5,9,18,1,0,0,3,3,3,2,1,2,1,0,6,12,0,1,2,1,0,95
"Ben Holland",913,"ME","SK","1",7,11,14,21,0,0,0,0,2,1,1,3,1,2,0,6,15,1,0,7,1,0,78
"Mark Jamar",1425,"ME","SK","1",2,1,5,7,0,0,9,1,0,0,4,3,2,1,0,5,2,0,0,2,0,0,48
"Chris Johnson",4109,"ME","SK","1",9,5,4,13,0,0,0,3,4,2,0,4,0,2,0,0,12,0,0,7,5,0,85
"Travis Johnstone",732,"ME","SK","1",12,4,6,18,0,0,0,5,1,1,0,5,1,1,0,5,14,0,0,1,4,0,91
"Nathan Jones",2447,"ME","SK","1",8,2,10,18,0,0,0,2,0,0,2,0,0,0,0,5,13,0,0,1,1,0,81
"James McDonald",730,"ME","SK","1",13,6,8,21,0,0,0,5,4,1,0,1,1,0,0,6,15,0,0,3,2,1,87
"Brock McLean",3986,"ME","SK","1",4,2,3,7,0,0,1,3,0,0,1,3,0,2,0,4,4,0,0,2,0,0,43
"Brad Miller",1149,"ME","SK","1",5,1,5,10,0,0,0,1,0,3,0,3,2,2,0,5,5,1,0,3,0,0,100
"Brent Moloney",1465,"ME","SK","1",12,3,10,22,0,0,0,0,0,4,4,6,0,2,0,8,14,0,1,3,1,1,90
"David Neitz",689,"ME","SK","1",9,4,1,10,3,2,0,0,0,1,0,2,0,2,0,6,4,2,4,2,0,0,100
"Russell Robertson",731,"ME","SK","1",10,5,1,11,3,1,0,0,0,3,0,1,2,0,0,7,4,2,2,2,0,1,100
"Daniel Ward",740,"ME","SK","1",12,2,7,19,0,0,0,0,4,4,2,3,1,1,0,5,12,0,0,0,5,1,100
"Matthew Whelan",750,"ME","SK","1",3,3,1,4,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,1,0,0,11
"Jeff White",502,"ME","SK","1",10,7,5,15,1,0,13,1,1,5,2,3,1,2,0,5,11,2,1,5,0,2,67
"Adem Yze",714,"ME","SK","1",10,2,9,19,0,1,0,1,3,2,0,3,0,1,0,3,15,0,0,1,2,0,90
"Jayden Attard",4081,"SK","ME","1",1,1,7,8,0,0,0,2,0,0,1,0,1,0,0,6,3,0,0,2,0,0,91
"Steven Baker",967,"SK","ME","1",11,4,6,17,2,0,0,4,1,2,0,1,3,1,0,5,14,0,1,0,0,1,85
"Luke Ball",1430,"SK","ME","1",8,3,6,14,0,1,0,0,1,3,3,8,3,2,0,6,9,1,1,0,0,0,46
"Jason Blake",974,"SK","ME","1",6,5,7,13,0,0,0,1,2,3,0,2,2,1,0,6,6,1,2,2,1,2,95
"Matthew Clarke",78,"SK","ME","1",5,4,10,15,0,0,12,1,0,0,3,2,1,2,0,4,10,0,0,2,0,0,66
"Xavier Clarke",1127,"SK","ME","1",15,7,5,20,1,1,0,6,1,3,1,3,2,1,2,7,12,0,3,1,2,1,77
"Nick Dal Santo",1132,"SK","ME","1",14,6,5,19,0,0,0,6,2,2,0,1,2,0,0,6,13,0,2,2,0,1,82
"Aaron Fiora",911,"SK","ME","1",16,13,6,22,1,1,0,3,2,9,1,3,2,0,0,5,17,0,2,2,3,0,94
"Leigh Fisher",2308,"SK","ME","1",12,5,5,17,0,0,0,5,1,0,4,1,3,1,0,7,10,2,0,4,0,0,100
"Sam Fisher",3975,"SK","ME","1",10,3,4,14,0,0,0,1,2,2,0,0,2,0,0,4,10,0,0,5,3,1,100
"Fraser Gehrig",976,"SK","ME","1",16,10,3,19,4,3,0,1,0,4,0,1,2,0,1,7,10,3,5,1,0,0,98
"Brendon Goddard",1443,"SK","ME","1",15,13,7,22,1,0,0,3,0,5,1,5,1,3,0,4,19,1,1,2,0,0,100
"Jason Gram",1462,"SK","ME","1",12,4,3,15,0,0,0,0,5,2,0,4,0,2,0,1,11,0,0,3,4,0,100
"Robert Harvey",930,"SK","ME","1",14,11,6,20,1,0,0,0,2,3,1,2,0,0,0,3,17,0,1,3,0,1,80
"Lenny Hayes",966,"SK","ME","1",12,6,5,17,0,1,0,4,1,1,4,0,2,0,0,5,12,0,1,3,0,0,79
