"Player","ID","Team","Opponent","Round","Kicks","Marks","Hand Balls","Disp","Goals","Behinds","Hit Outs","Tackles","Rebounds","Inside 50","Clearances","Clangers","Frees For","Frees Against","Brownlow","Contested Possessions","Uncontested Possessions","Contested Marks","Marks Inside 50","One Percenters","Bounces","Goal Assists","% Time Played"
"Daniel Connors",11604,"RI","CA","1",14,3,10,24,0,0,0,1,6,2,2,4,2,0,0,8,15,0,0,1,0,0,69
"Trent Cotchin",11666,"RI","CA","1",11,6,8,19,0,0,0,1,2,2,3,3,0,2,0,8,10,1,0,0,1,0,77
"Ben Cousins",1051,"RI","CA","1",13,1,6,19,1,0,0,1,4,1,2,3,1,0,0,9,10,0,0,0,0,1,69
"Brett Deledio",4068,"RI","CA","1",12,5,9,21,1,0,0,6,3,4,3,4,1,2,0,7,14,0,0,0,0,0,89
"Shane Edwards",11557,"RI","CA","1",7,2,10,17,0,0,0,2,2,1,4,2,1,0,0,7,10,0,0,5,0,0,84
"Mitch Farmer",11691,"RI","CA","1",8,1,3,11,0,0,0,0,4,0,0,0,0,0,0,2,7,0,0,0,0,0,70
"Tom Hislop",11590,"RI","CA","1",4,3,7,11,1,0,0,4,0,0,1,4,1,3,0,6,6,0,0,1,0,0,85
"Daniel Jackson",4044,"RI","CA","1",11,2,12,23,0,0,0,5,1,8,5,4,2,0,0,15,6,1,0,0,0,0,80
"Dustin Martin",11794,"RI","CA","1",5,4,13,18,0,0,0,3,0,2,3,1,0,1,0,6,12,0,0,1,0,0,81
"Luke McGuane",4172,"RI","CA","1",6,4,7,13,0,0,0,4,3,0,1,2,1,0,0,7,6,1,0,5,0,0,100
"Kelvin Moore",3987,"RI","CA","1",6,3,4,10,0,0,0,2,3,1,0,2,1,1,0,2,9,0,0,6,0,0,87
"Mitch Morton",4138,"RI","CA","1",6,3,1,7,2,2,0,2,0,2,0,0,1,0,0,2,5,0,1,0,0,0,80
"Robin Nahas",11734,"RI","CA","1",7,2,6,13,0,0,0,4,1,3,1,0,1,0,0,7,5,0,0,1,0,0,88
"Ben Nason",11795,"RI","CA","1",7,4,3,10,1,0,0,1,0,3,0,2,0,0,0,3,7,1,1,1,1,0,84
"Chris Newman",1150,"RI","CA","1",7,2,4,11,0,1,0,1,2,1,0,4,0,1,0,1,7,0,0,2,0,0,90
"Jack Riewoldt",11576,"RI","CA","1",11,5,1,12,2,2,0,3,0,6,0,2,1,2,0,6,6,1,2,1,0,0,92
"Relton Roberts",11796,"RI","CA","1",7,5,0,7,0,1,0,1,1,2,0,3,0,1,0,1,6,1,0,0,1,0,71
"Troy Simmonds",743,"RI","CA","1",3,2,6,9,0,0,19,0,0,2,2,3,1,2,0,5,4,0,0,1,0,0,71
"Richard Tambling",4091,"RI","CA","1",7,3,5,12,0,1,0,9,2,0,2,1,2,1,0,8,4,1,1,0,0,0,81
"Adam Thomson",4120,"RI","CA","1",9,3,5,14,1,1,0,5,0,5,4,0,4,0,0,8,5,0,2,2,0,1,80
