"Player","ID","Team","Opponent","Round","Kicks","Marks","Hand Balls","Disp","Goals","Behinds","Hit Outs","Tackles","Rebounds","Inside 50","Clearances","Clangers","Frees For","Frees Against","Brownlow","Contested Possessions","Uncontested Possessions","Contested Marks","Marks Inside 50","One Percenters","Bounces","Goal Assists","% Time Played"
"Joel Bowden",890,"RI","CW","1",11,4,3,14,0,1,0,3,3,2,1,0,2,0,0,3,11,0,1,2,0,0,74
"Nathan Brown",452,"RI","CW","1",23,7,6,29,2,5,0,4,3,6,2,4,0,2,3,5,24,0,2,3,1,2,100
"Wayne Campbell",869,"RI","CW","1",13,5,8,21,0,0,0,5,1,2,3,1,1,1,0,7,14,0,0,0,0,1,87
"Mark Coughlan",916,"RI","CW","1",13,6,9,22,1,1,0,2,1,5,6,2,1,1,0,12,11,0,1,2,0,0,87
"Aaron Fiora",911,"RI","CW","1",14,4,1,15,0,0,0,5,3,5,1,3,0,1,0,4,10,0,0,2,0,1,100
"Tim Fleming",1437,"RI","CW","1",4,2,0,4,0,0,0,1,3,2,0,1,0,1,0,0,3,0,0,1,0,0,39
"Darren Gaspar",886,"RI","CW","1",4,2,3,7,0,0,0,0,0,0,0,3,0,2,0,2,4,0,0,3,0,0,100
"Ray Hall",904,"RI","CW","1",4,4,7,11,1,0,0,1,0,1,0,2,0,0,0,7,4,2,0,1,0,0,100
"Brent Hartigan",3947,"RI","CW","1",5,3,4,9,0,0,0,1,2,0,0,1,0,0,0,0,8,0,0,3,0,0,90
"Chris Hyde",1194,"RI","CW","1",6,7,6,12,0,0,0,3,0,2,2,1,1,0,0,4,9,0,0,2,0,0,33
"Kane Johnson",43,"RI","CW","1",24,10,7,31,0,0,0,5,2,9,4,3,0,1,1,6,25,0,0,5,1,0,99
"Andrew Kellaway",899,"RI","CW","1",9,6,5,14,1,0,0,1,2,0,0,1,1,0,0,6,9,1,2,2,0,0,100
"Andrew Krakouer",915,"RI","CW","1",9,5,10,19,1,0,0,4,0,1,5,3,0,2,0,8,9,0,0,2,1,0,100
"Shane Morrison",1144,"RI","CW","1",11,8,5,16,0,0,0,0,0,3,0,0,2,0,0,5,12,1,0,1,0,0,81
"Chris Newman",1150,"RI","CW","1",10,4,4,14,0,1,0,3,2,3,2,1,0,0,0,6,8,1,1,6,0,0,100
"Brad Ottens",897,"RI","CW","1",3,3,5,8,0,1,28,3,1,0,3,5,1,4,0,7,2,1,1,4,0,1,80
"Matthew Richardson",870,"RI","CW","1",10,13,6,16,5,0,0,0,0,1,0,5,0,0,2,8,8,6,10,0,0,1,100
"David Rodan",1104,"RI","CW","1",7,2,10,17,1,1,0,4,0,4,3,2,0,1,0,10,7,0,1,2,2,1,99
"Jay Schulz",1451,"RI","CW","1",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11
"Greg Stafford",994,"RI","CW","1",11,6,4,15,0,1,11,0,2,2,4,3,3,3,0,7,8,0,0,2,0,1,46
"Greg Tivendale",901,"RI","CW","1",15,7,4,19,1,0,0,2,4,3,1,1,0,0,0,5,14,0,1,3,2,0,92
"Ty Zantuck",909,"RI","CW","1",5,4,3,8,1,0,0,1,0,3,2,2,0,2,0,5,3,1,0,4,0,1,82
