"Player","ID","Team","Opponent","Round","Kicks","Marks","Hand Balls","Disp","Goals","Behinds","Hit Outs","Tackles","Rebounds","Inside 50","Clearances","Clangers","Frees For","Frees Against","Brownlow","Contested Possessions","Uncontested Possessions","Contested Marks","Marks Inside 50","One Percenters","Bounces","Goal Assists","% Time Played"
"Joel Bowden",890,"RI","CA","1",7,4,8,15,0,0,0,1,0,0,2,3,0,1,0,5,11,0,0,1,0,2,79
"Andrew Browne",11727,"RI","CA","1",0,0,4,4,0,0,3,1,1,0,0,2,0,1,0,1,3,0,0,1,0,0,37
"Nathan Brown",452,"RI","CA","1",12,2,6,18,0,1,0,1,1,1,1,4,1,1,0,6,13,0,0,0,2,1,91
"Ben Cousins",1051,"RI","CA","1",6,3,6,12,0,0,0,2,2,3,4,1,1,1,0,6,7,0,0,2,2,0,62
"Brett Deledio",4068,"RI","CA","1",12,7,9,21,0,1,0,2,5,1,2,3,1,0,0,7,13,1,1,2,1,0,90
"Shane Edwards",11557,"RI","CA","1",3,1,6,9,0,0,1,2,1,1,0,1,1,0,0,4,7,0,0,0,0,0,71
"Nathan Foley",4112,"RI","CA","1",10,1,21,31,0,0,0,6,3,2,4,9,1,2,0,13,19,0,0,1,3,0,83
"Daniel Jackson",4044,"RI","CA","1",5,2,5,10,0,0,0,3,0,1,1,4,1,4,0,4,6,0,0,2,0,0,76
"Luke McGuane",4172,"RI","CA","1",5,7,9,14,0,0,0,2,2,2,0,4,2,2,0,5,9,2,0,11,0,0,100
"Jordan McMahon",1114,"RI","CA","1",4,1,7,11,0,0,0,4,0,1,0,2,0,1,0,2,9,0,0,1,1,0,81
"Kelvin Moore",3987,"RI","CA","1",3,3,6,9,0,0,0,4,1,0,0,1,0,1,0,1,6,0,0,8,0,0,100
"Mitch Morton",4138,"RI","CA","1",13,8,2,15,4,1,0,1,0,3,0,2,1,0,0,6,9,3,3,0,0,0,92
"Chris Newman",1150,"RI","CA","1",18,6,5,23,0,1,0,2,8,1,0,2,0,2,0,4,15,0,0,3,3,0,93
"Andrew Raines",4057,"RI","CA","1",10,2,13,23,0,0,0,3,2,2,0,5,0,2,0,2,20,0,0,1,2,0,86
"Matthew Richardson",870,"RI","CA","1",16,13,9,25,1,2,0,1,2,2,1,3,0,1,0,5,20,1,4,0,2,0,93
"Jack Riewoldt",11576,"RI","CA","1",7,7,4,11,1,2,2,1,0,0,1,1,2,0,0,7,5,2,5,2,0,1,89
"Jay Schulz",1451,"RI","CA","1",7,5,7,14,1,1,0,3,1,2,0,0,0,0,0,4,9,0,1,1,0,2,87
"Troy Simmonds",743,"RI","CA","1",7,7,13,20,1,1,14,2,2,0,2,4,3,1,0,8,11,1,1,3,0,0,69
"Richard Tambling",4091,"RI","CA","1",9,7,6,15,1,0,0,2,0,8,1,1,0,0,0,4,11,1,0,0,0,0,87
"Will Thursfield",4124,"RI","CA","1",1,0,4,5,0,0,0,3,1,1,1,4,0,2,0,2,3,0,0,4,0,0,90
"Shane Tuck",4041,"RI","CA","1",9,4,15,24,0,1,3,3,1,1,6,3,0,1,0,13,10,0,1,2,0,0,67
"Matt White",4185,"RI","CA","1",11,3,8,19,0,1,0,5,2,4,1,0,1,0,0,6,11,0,0,5,1,1,77
"Eddie Betts",4060,"CA","RI","1",10,4,5,15,5,0,0,4,0,1,0,1,1,1,2,8,8,0,2,0,0,0,75
