"Player","ID","Team","Opponent","Round","Kicks","Marks","Hand Balls","Disp","Goals","Behinds","Hit Outs","Tackles","Rebounds","Inside 50","Clearances","Clangers","Frees For","Frees Against","Brownlow","Contested Possessions","Uncontested Possessions","Contested Marks","Marks Inside 50","One Percenters","Bounces","Goal Assists","% Time Played"
"Ben Graham",556,"GE","NM","1",13,3,2,15,1,0,1,1,4,3,3,4,2,1,0,7,6,0,1,1,0,0,0
"Garry Hocking",577,"GE","NM","1",19,8,9,28,1,0,0,2,2,9,9,3,2,0,2,10,18,2,2,3,1,0,0
"Glenn Kilpatrick",588,"GE","NM","1",17,4,7,24,1,1,0,0,0,7,6,1,0,0,3,8,12,0,0,2,0,0,0
"Steven King",587,"GE","NM","1",6,4,3,9,0,1,4,0,1,1,1,1,0,3,0,4,6,1,1,0,0,0,0
"Daniel Lowther",595,"GE","NM","1",5,2,2,7,0,1,0,0,1,3,2,0,0,1,0,3,5,1,0,0,1,0,0
"Tristan Lynch",131,"GE","NM","1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Michael Mansfield",198,"GE","NM","1",7,4,3,10,1,0,0,0,0,2,0,1,0,1,0,5,5,1,1,0,0,0,0
"Tim McGrath",558,"GE","NM","1",12,4,2,14,1,0,0,0,1,1,0,3,2,0,0,4,11,0,0,1,0,0,0
"David Mensch",566,"GE","NM","1",7,6,6,13,4,2,0,2,0,0,3,0,0,0,0,6,6,3,2,2,0,0,0
"Darren Milburn",590,"GE","NM","1",21,7,7,28,1,0,4,1,3,5,6,0,1,1,0,11,15,3,1,4,2,0,0
"Jason Mooney",606,"GE","NM","1",7,1,2,9,3,0,3,3,0,2,0,2,1,1,0,5,3,1,1,4,0,0,0
"Liam Pickering",561,"GE","NM","1",4,2,5,9,0,0,1,0,1,1,2,1,0,1,0,4,7,0,1,2,0,0,0
"Peter Riccardi",560,"GE","NM","1",9,2,7,16,0,0,0,1,0,6,3,1,1,0,0,11,6,1,0,0,0,0,0
"Brenton Sanderson",562,"GE","NM","1",16,7,12,28,0,0,0,0,5,2,4,2,0,1,0,14,15,3,0,3,0,0,0
"Brad Sholl",555,"GE","NM","1",10,5,7,17,1,0,0,1,1,5,2,0,2,0,0,7,9,1,0,1,0,0,0
"Jason Snell",586,"GE","NM","1",10,8,7,17,0,0,0,2,3,2,0,2,1,0,0,4,12,0,0,0,4,0,0
"Barry Stoneham",584,"GE","NM","1",5,2,3,8,2,1,0,2,1,0,0,0,0,0,0,6,2,1,2,1,0,0,0
"Scott Chisholm",480,"ME","RI","1",6,2,8,14,0,0,1,2,3,0,0,1,0,2,0,5,8,0,0,0,3,0,0
"Jeff Farmer",703,"ME","RI","1",11,3,3,14,6,3,0,1,0,3,0,0,1,2,3,10,4,2,2,0,0,0,0
"Matthew Febey",691,"ME","RI","1",16,3,7,23,0,2,0,0,2,9,5,2,3,0,0,12,11,0,0,0,0,0,0
"Brent Grgic",729,"ME","RI","1",5,3,0,5,3,1,0,0,0,1,0,0,1,0,0,3,2,1,2,0,0,0,0
"Anthony Ingerson",25,"ME","RI","1",5,7,6,11,0,0,0,0,2,0,1,0,1,1,0,4,8,3,0,1,0,0,0
"Travis Johnstone",732,"ME","RI","1",7,1,6,13,0,1,0,0,0,3,5,0,1,0,0,8,7,0,0,0,0,0,0
"Darren Kowal",701,"ME","RI","1",3,0,3,6,0,2,0,1,0,1,1,0,1,0,0,5,1,0,0,1,0,0,0
"Chris Lamb",741,"ME","RI","1",3,1,5,8,0,0,0,0,1,0,1,2,0,0,0,5,4,0,0,0,0,0,0
"Andrew Leoncelli",724,"ME","RI","1",14,5,5,19,0,0,0,0,3,6,5,1,0,4,0,6,14,0,0,0,1,0,0
"Troy Longmuir",543,"ME","RI","1",10,5,4,14,0,5,0,2,1,5,1,0,2,0,0,8,7,1,2,0,2,0,0
"Anthony McDonald",727,"ME","RI","1",10,2,2,12,0,0,0,2,1,5,2,0,3,0,0,6,5,0,1,0,0,0,0
"James McDonald",730,"ME","RI","1",16,4,2,18,1,2,0,2,4,3,5,1,2,0,0,8,10,0,0,0,2,0,0
"David Neitz",689,"ME","RI","1",6,3,3,9,3,2,4,1,0,2,0,0,0,1,0,5,4,1,2,1,0,0,0
"Alistair Nicholson",728,"ME","RI","1",3,2,2,5,0,0,13,1,1,0,1,0,1,0,0,1,3,1,0,1,0,0,0
"Luke Ottens",742,"ME","RI","1",1,1,2,3,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0
"Guy Rigoni",734,"ME","RI","1",13,2,6,19,0,0,0,1,2,6,5,1,1,0,0,10,9,1,0,0,2,0,0
"David Schwarz",713,"ME","RI","1",12,5,7,19,1,0,4,0,2,8,6,3,0,3,0,10,10,2,0,2,4,0,0
"Marcus Seecamp",698,"ME","RI","1",4,1,7,11,0,0,0,0,0,1,1,1,1,1,0,4,7,0,0,0,0,0,0
"Stephen Tingay",693,"ME","RI","1",17,5,6,23,0,0,0,0,2,2,1,1,1,2,2,13,13,3,0,0,1,0,0
"Todd Viney",700,"ME","RI","1",9,4,5,14,0,0,0,0,3,2,2,0,0,1,0,8,8,1,1,0,2,0,0
"Shane Woewodin",725,"ME","RI","1",9,3,10,19,0,1,0,1,1,1,4,1,3,0,1,11,9,1,0,0,0,0,0
"Adem Yze",714,"ME","RI","1",5,0,2,7,0,0,0,0,0,2,0,0,0,1,0,4,3,0,0,1,0,0,0
"Ashley Blurton",896,"RI","ME","1",9,7,8,17,1,0,0,1,1,4,1,1,0,1,0,4,14,2,0,0,0,0,0
"David Bourke",876,"RI","ME","1",2,2,1,3,0,0,1,0,1,0,0,0,0,1,0,2,1,1,0,1,0,0,0
"Joel Bowden",890,"RI","ME","1",10,6,7,17,1,1,0,2,1,0,3,1,0,1,0,8,9,1,0,1,1,0,0
"Paul Broderick",872,"RI","ME","1",7,5,6,13,0,1,0,2,0,2,4,1,0,1,0,6,7,0,1,1,0,0,0
"Wayne Campbell",869,"RI","ME","1",15,3,4,19,3,0,0,1,1,3,5,1,2,1,0,10,9,0,0,2,0,0,0
"Mark Chaffey",891,"RI","ME","1",10,3,4,14,1,1,0,1,0,4,3,2,1,3,0,6,8,0,0,0,0,0,0
"Nick Daffy",873,"RI","ME","1",18,3,6,24,1,0,0,0,5,6,6,2,0,1,0,10,13,0,0,0,1,0,0
"Ross Funcke",752,"RI","ME","1",6,1,2,8,0,0,0,0,6,0,0,1,1,1,0,4,4,0,0,1,0,0,0
"Darren Gaspar",886,"RI","ME","1",5,1,6,11,0,0,0,0,0,0,2,3,3,0,0,7,4,0,0,0,0,0,0
"Rory Hilton",902,"RI","ME","1",4,0,0,4,0,0,0,1,2,0,0,0,1,3,0,2,2,0,0,0,0,0,0
"Ben Holland",913,"RI","ME","1",7,3,1,8,4,3,0,0,0,0,0,0,1,0,0,7,0,3,3,0,0,0,0
"Aaron James",237,"RI","ME","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Andrew Kellaway",899,"RI","ME","1",3,5,5,8,0,0,0,2,1,1,0,0,0,0,0,3,5,1,0,0,0,0,0
"Duncan Kellaway",861,"RI","ME","1",8,4,5,13,2,0,0,5,0,0,0,1,3,0,0,6,8,1,0,1,0,0,0
"Matthew Knights",865,"RI","ME","1",10,5,6,16,0,0,0,2,2,4,2,3,1,3,0,10,7,2,1,0,0,0,0
"Steven McKee",289,"RI","ME","1",5,3,3,8,0,0,7,0,0,1,0,0,0,1,0,2,6,1,0,1,0,0,0
"Brad Ottens",897,"RI","ME","1",8,5,2,10,0,2,18,0,2,0,5,1,1,0,0,8,2,3,1,0,0,0,0
"Robert Powell",889,"RI","ME","1",11,4,5,16,0,1,0,2,1,3,1,1,1,3,0,5,10,0,0,0,0,0,0
"Matthew Richardson",870,"RI","ME","1",3,5,5,8,0,0,2,1,0,4,0,1,1,1,0,4,4,2,1,2,0,0,0
"Matthew Rogers",864,"RI","ME","1",22,8,1,23,0,0,0,1,4,10,2,0,1,1,0,4,19,1,0,0,0,0,0
"John Rombotis",399,"RI","ME","1",0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0
"Scott Turner",859,"RI","ME","1",11,3,4,15,0,0,1,1,7,1,0,1,1,0,0,5,10,0,0,0,2,0,0
"Brodie Atkinson",67,"AD","WB","1",3,1,3,6,1,0,0,1,1,0,3,0,1,3,0,5,3,1,1,0,0,0,0
"Nathan Bassett",56,"AD","WB","1",10,6,7,17,0,0,0,0,4,1,0,1,1,0,0,7,10,0,0,1,1,0,0
"Mark Bickley",12,"AD","WB","1",9,2,8,17,0,0,0,1,1,7,2,1,2,0,0,9,9,0,0,1,2,0,0
"Brett Burton",68,"AD","WB","1",7,4,0,7,0,0,0,0,0,4,0,1,0,1,0,4,3,2,0,0,0,0,0
"Peter Caven",38,"AD","WB","1",3,1,1,4,0,0,0,1,2,0,0,1,0,0,0,2,3,0,0,0,3,0,0
"Matthew Connell",19,"AD","WB","1",15,5,6,21,0,0,0,1,5,3,2,3,0,1,0,5,15,0,0,0,0,0,0
"Andrew Eccles",61,"AD","WB","1",5,3,5,10,1,0,0,3,1,1,1,0,0,0,0,2,8,1,1,1,1,0,0
"Tyson Edwards",34,"AD","WB","1",3,1,1,4,1,0,0,2,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0
"David Gallagher",69,"AD","WB","1",3,1,0,3,0,0,0,1,1,0,0,2,1,0,0,0,3,0,0,0,0,0,0
"Ben Hart",22,"AD","WB","1",16,4,2,18,0,0,0,0,4,1,3,2,1,0,0,9,9,0,0,0,2,0,0
"Lucas Herbert",70,"AD","WB","1",5,5,5,10,1,0,14,3,2,0,3,1,0,1,0,5,5,1,1,1,0,0,0
"Brett James",46,"AD","WB","1",16,5,11,27,0,1,0,1,2,2,7,1,2,0,0,6,21,0,1,3,0,0,0
"Darren Jarman",36,"AD","WB","1",6,3,2,8,2,1,0,1,0,2,1,0,0,3,0,2,4,1,1,2,1,0,0
"Kane Johnson",43,"AD","WB","1",8,4,14,22,1,0,0,1,2,1,1,4,1,1,0,9,13,0,2,0,1,0,0
"Ben Marsh",65,"AD","WB","1",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Andrew McLeod",30,"AD","WB","1",9,3,6,15,1,0,0,0,2,4,0,1,0,1,0,11,5,1,0,0,3,0,0
"David Pittman",20,"AD","WB","1",4,0,1,5,0,0,10,0,2,0,1,1,2,1,0,1,2,0,0,0,0,0,0
"Mark Ricciuto",4,"AD","WB","1",15,5,6,21,3,1,0,1,0,3,2,1,1,4,0,6,15,1,2,3,0,0,0
"Matthew Robran",23,"AD","WB","1",3,2,5,8,0,0,5,1,0,3,2,3,0,1,0,5,3,1,0,0,0,0,0
"Nigel Smart",5,"AD","WB","1",9,3,2,11,0,0,0,0,3,1,0,2,2,1,0,4,5,0,0,2,0,0,0
"Mark Stevens",59,"AD","WB","1",8,7,5,13,0,0,0,2,2,2,1,1,2,2,0,6,6,2,0,0,1,0,0
"James Thiessen",60,"AD","WB","1",17,5,7,24,1,1,0,1,1,7,0,6,2,1,0,8,15,1,0,0,2,0,0
"Nathan Brown",452,"WB","AD","1",13,4,4,17,2,2,0,0,0,7,2,2,1,0,2,11,6,2,0,0,1,0,0
"Leon Cameron",425,"WB","AD","1",11,2,3,14,1,1,0,0,0,6,2,1,0,0,0,5,6,0,0,2,4,0,0
"James Cook",156,"WB","AD","1",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Simon Cox",441,"WB","AD","1",2,1,1,3,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"Matthew Croft",414,"WB","AD","1",4,1,1,5,0,0,0,0,3,0,0,0,0,0,0,2,3,0,0,0,2,0,0
"Todd Curley",447,"WB","AD","1",7,4,3,10,0,0,0,0,6,0,0,1,0,0,0,0,10,0,0,2,1,0,0
"Luke Darcy",436,"WB","AD","1",14,5,5,19,0,0,9,1,2,3,6,1,1,1,0,10,7,0,0,0,0,0,0
"Matthew Dent",389,"WB","AD","1",6,1,8,14,0,0,1,1,2,1,1,1,2,3,0,7,8,0,0,0,0,0,0
"Paul Dimattina",443,"WB","AD","1",13,1,8,21,0,0,0,2,0,4,10,5,5,1,0,12,11,0,0,2,1,0,0
"Simon Garlick",459,"WB","AD","1",22,5,6,28,0,1,0,2,1,5,8,3,0,2,0,9,18,0,1,2,0,0,0
"Chris Grant",422,"WB","AD","1",7,4,6,13,1,2,1,1,0,1,2,2,1,1,0,12,2,2,2,0,0,0,0
"Paul Hudson",451,"WB","AD","1",7,5,11,18,4,0,0,1,0,3,0,5,0,1,0,2,15,1,2,1,5,0,0
"Brad Johnson",421,"WB","AD","1",11,4,10,21,1,0,0,0,1,4,2,1,0,0,0,7,15,0,0,0,3,0,0
"Tony Liberatore",426,"WB","AD","1",12,0,10,22,0,0,0,1,1,2,9,0,2,3,0,13,9,0,0,0,0,0,0
"Josh Mahoney",256,"WB","AD","1",9,6,9,18,0,0,0,1,1,1,3,2,3,0,0,11,9,2,0,0,0,0,0
"Michael Martin",438,"WB","AD","1",14,6,8,22,2,1,0,0,1,4,1,5,0,1,1,7,17,0,0,0,5,0,0
"Brett Montgomery",454,"WB","AD","1",8,5,4,12,0,2,0,0,1,2,0,2,0,2,0,2,10,0,1,1,1,0,0
"Rohan Smith",429,"WB","AD","1",16,7,7,23,1,3,0,1,1,7,0,3,0,3,3,7,16,0,2,1,3,0,0
"Daniel Southern",431,"WB","AD","1",4,2,6,10,0,0,1,0,1,1,0,1,1,0,0,8,2,2,0,0,0,0,0
"Scott West",418,"WB","AD","1",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Nicky Winmar",461,"WB","AD","1",11,0,11,22,1,0,0,2,3,5,2,1,4,0,0,8,13,0,0,3,1,0,0
"Scott Wynd",424,"WB","AD","1",2,1,3,5,0,0,10,0,1,0,1,1,1,0,0,2,2,0,0,1,0,0,0
"Tony Brown",941,"SK","BL","1",8,1,4,12,0,0,0,0,1,1,4,1,0,0,0,9,2,0,0,1,0,0,0
"Nathan Burke",919,"SK","BL","1",11,4,12,23,0,0,0,0,2,1,4,3,1,0,0,7,15,0,1,1,0,0,0
"Brett Cook",383,"SK","BL","1",2,2,4,6,1,0,3,0,0,1,3,1,1,0,0,4,3,0,0,0,0,0,0
"Tim Elliott",962,"SK","BL","1",14,7,4,18,0,0,1,1,2,3,1,1,4,0,0,10,9,2,0,0,0,0,0
"Peter Everitt",922,"SK","BL","1",8,4,3,11,0,1,3,0,0,4,1,0,2,3,0,5,7,1,0,1,0,0,0
"Tony Francis",238,"SK","BL","1",12,9,9,21,0,0,0,0,3,3,3,2,0,3,0,6,16,0,0,0,0,0,0
"Robert Harvey",930,"SK","BL","1",11,0,10,21,0,0,0,0,3,3,8,3,4,0,0,15,7,0,0,0,0,0,0
"Daniel Healy",954,"SK","BL","1",6,3,3,9,2,0,0,0,1,1,0,3,0,2,0,4,6,1,3,1,0,0,0
"Jason Heatley",958,"SK","BL","1",7,3,1,8,2,1,0,0,0,0,0,1,2,2,0,5,3,0,1,0,0,0,0
"Max Hudghton",955,"SK","BL","1",8,2,4,12,0,0,0,0,3,2,0,2,0,1,0,5,7,0,0,0,0,0,0
"Austinn Jones",929,"SK","BL","1",3,1,1,4,0,0,0,0,1,2,1,0,0,1,0,1,3,0,0,1,0,0,0
"Brett Knowles",960,"SK","BL","1",4,0,2,6,0,0,0,0,0,1,5,0,0,0,0,5,2,0,0,0,0,0,0
"Stewart Loewe",927,"SK","BL","1",13,10,6,19,1,1,3,0,0,3,0,2,3,1,0,8,11,2,2,2,0,0,0
"Joe McLaren",809,"SK","BL","1",9,3,3,12,0,0,0,0,2,1,0,2,1,0,0,8,4,1,0,3,0,0,0
"Justin Peckett",921,"SK","BL","1",7,2,1,8,0,0,0,0,3,3,0,1,1,2,0,3,4,0,0,0,1,0,0
"Damien Ryan",887,"SK","BL","1",5,0,2,7,0,0,0,0,0,2,0,1,1,0,0,4,3,0,0,0,0,0,0
"Steven Sziller",914,"SK","BL","1",5,4,3,8,1,0,0,0,1,1,0,0,1,1,0,2,6,0,0,0,0,0,0
"Andrew Thompson",957,"SK","BL","1",8,4,9,17,0,0,0,1,0,2,3,3,2,0,0,8,10,0,0,1,1,0,0
"Jason Traianidis",949,"SK","BL","1",18,7,6,24,3,0,0,1,1,4,3,0,0,0,0,8,15,0,1,0,1,0,0
"Darryl Wakelin",855,"SK","BL","1",6,6,2,8,0,0,0,0,1,1,0,0,0,1,0,1,8,1,0,0,0,0,0
"Shane Wakelin",297,"SK","BL","1",5,5,6,11,0,0,0,1,2,0,0,1,1,0,0,5,6,0,0,1,0,0,0
"Ben Walton",964,"SK","BL","1",7,3,1,8,0,0,0,2,0,5,0,0,1,2,0,5,3,1,0,0,0,0,0
"Jason Akermanis",119,"BL","SK","1",10,2,6,16,1,1,0,0,1,4,0,1,0,1,0,7,10,0,0,1,5,0,0
"Marcus Ashcroft",110,"BL","SK","1",10,5,13,23,1,0,0,2,2,2,2,2,1,0,0,10,14,0,0,0,0,0,0
"Trent Bartlett",127,"BL","SK","1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Simon Black",1083,"BL","SK","1",6,4,2,8,1,0,0,0,1,2,3,0,0,1,0,3,5,1,1,1,0,0,0
"Brad Boyd",374,"BL","SK","1",20,9,9,29,4,2,0,0,2,4,3,2,5,1,3,10,19,1,6,3,1,0,0
"Richard Champion",95,"BL","SK","1",7,6,6,13,0,1,0,1,0,3,0,2,0,2,0,4,10,0,1,0,1,0,0
"Matthew Clarke",78,"BL","SK","1",2,1,7,9,0,0,25,0,0,1,3,1,1,2,0,7,3,1,0,0,0,0,0
"Shaun Hart",111,"BL","SK","1",10,2,2,12,3,0,0,0,0,3,4,0,0,1,0,9,4,0,1,2,0,0,0
"Adam Heuskes",829,"BL","SK","1",13,9,6,19,0,0,0,0,4,2,0,0,1,1,0,7,13,1,0,0,0,0,0
