"Player","ID","Team","Opponent","Round","Kicks","Marks","Hand Balls","Disp","Goals","Behinds","Hit Outs","Tackles","Rebounds","Inside 50","Clearances","Clangers","Frees For","Frees Against","Brownlow","Contested Possessions","Uncontested Possessions","Contested Marks","Marks Inside 50","One Percenters","Bounces","Goal Assists","% Time Played"
"David Astbury",11828,"RI","CA","1",9,3,5,14,0,0,0,2,6,0,0,3,1,2,0,5,8,0,0,5,0,0,98
"Liam Baker",12661,"RI","CA","1",6,2,10,16,0,0,0,1,4,0,1,2,1,1,0,10,6,0,0,4,0,0,82
"Shai Bolton",12535,"RI","CA","1",11,6,2,13,3,1,0,2,1,3,1,2,1,0,0,3,10,0,2,1,2,1,85
"Nathan Broad",12456,"RI","CA","1",8,4,1,9,0,0,0,1,4,0,0,2,0,2,0,1,7,0,0,6,0,0,94
"Josh Caddy",12010,"RI","CA","1",10,5,5,15,0,0,0,3,1,5,2,3,0,0,0,2,11,1,0,1,0,2,94
"Jason Castagna",12431,"RI","CA","1",5,1,3,8,3,0,0,3,1,3,0,0,0,0,0,0,8,0,0,2,0,0,90
"Trent Cotchin",11666,"RI","CA","1",11,3,8,19,0,2,0,2,4,5,3,6,1,2,0,9,11,1,0,1,0,0,80
"Shane Edwards",11557,"RI","CA","1",7,1,8,15,1,0,0,2,0,6,5,2,1,1,0,6,10,0,0,2,0,2,90
"Jack Graham",12576,"RI","CA","1",2,0,6,8,0,0,0,1,0,0,1,0,1,0,0,4,4,0,0,0,0,0,87
"Dylan Grimes",11879,"RI","CA","1",5,5,2,7,0,0,0,2,4,0,0,4,0,2,0,2,4,1,0,3,0,0,97
"Kane Lambert",12333,"RI","CA","1",6,3,8,14,1,1,0,2,2,0,4,1,1,0,0,6,10,0,1,2,0,1,82
"Tom Lynch",11948,"RI","CA","1",4,0,5,9,0,1,0,1,0,1,0,2,1,2,0,6,3,0,0,1,0,0,91
"Dustin Martin",11794,"RI","CA","1",12,3,12,24,1,1,0,4,0,4,3,3,1,1,2,8,12,1,1,3,1,2,93
"Toby Nankervis",12374,"RI","CA","1",1,1,6,7,0,0,16,1,0,1,1,4,1,3,0,4,3,0,0,1,0,0,46
"Marlion Pickett",12761,"RI","CA","1",8,1,6,14,0,0,0,5,1,5,2,1,1,0,0,6,8,0,1,3,0,1,73
"Dion Prestia",11917,"RI","CA","1",11,2,14,25,1,0,0,5,2,9,3,4,2,2,3,7,19,0,0,1,0,2,79
"Jack Riewoldt",11576,"RI","CA","1",5,5,1,6,3,1,0,2,0,1,0,6,0,3,0,3,3,3,5,2,0,1,97
"Daniel Rioli",12403,"RI","CA","1",8,3,4,12,3,0,0,3,0,1,0,1,1,1,0,5,6,0,1,1,2,0,81
"Jayden Short",12418,"RI","CA","1",13,5,2,15,0,0,0,2,4,1,0,0,0,0,0,3,11,1,0,1,0,0,79
"Ivan Soldo",12529,"RI","CA","1",4,2,6,10,0,1,25,3,2,1,5,0,3,0,0,9,3,0,1,3,0,0,58
"Sydney Stack",12708,"RI","CA","1",3,0,7,10,0,0,0,2,0,2,0,4,1,2,0,6,5,0,0,1,0,0,73
