"Player","ID","Team","Opponent","Round","Kicks","Marks","Hand Balls","Disp","Goals","Behinds","Hit Outs","Tackles","Rebounds","Inside 50","Clearances","Clangers","Frees For","Frees Against","Brownlow","Contested Possessions","Uncontested Possessions","Contested Marks","Marks Inside 50","One Percenters","Bounces","Goal Assists","% Time Played"
"Phillip Matera",1052,"WC","NM","1",8,4,2,10,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Ashley McIntosh",1034,"WC","NM","1",9,7,2,11,0,0,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Guy McKenna",1032,"WC","NM","1",5,3,7,12,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0
"Chad Morrison",1050,"WC","NM","1",15,1,2,17,1,0,0,2,3,2,0,2,1,0,0,0,0,0,0,0,0,0,0
"Phillip Read",1060,"WC","NM","1",2,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jarrad Schofield",846,"WC","NM","1",8,3,4,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nicholas Stone",1057,"WC","NM","1",7,4,5,12,0,0,0,1,2,3,1,0,1,1,0,0,0,0,0,0,0,0,0
"Ryan Turnbull",1043,"WC","NM","1",3,2,3,6,1,1,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Josh Wooden",1055,"WC","NM","1",6,2,0,6,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"John Worsfold",1037,"WC","NM","1",9,4,4,13,0,0,0,3,1,1,2,0,1,2,0,0,0,0,0,0,0,0,0
"Nathan Bassett",56,"AD","CA","1",5,1,4,9,0,0,0,1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Mark Bickley",12,"AD","CA","1",12,3,6,18,1,0,0,5,3,2,2,0,1,1,0,0,0,0,0,0,0,0,0
"Peter Caven",38,"AD","CA","1",9,6,4,13,1,0,0,0,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0
"Matthew Connell",19,"AD","CA","1",2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyson Edwards",34,"AD","CA","1",4,0,1,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Shane Ellen",35,"AD","CA","1",10,4,6,16,0,0,0,1,5,1,1,2,1,1,1,0,0,0,0,0,0,0,0
"Simon Goodwin",51,"AD","CA","1",1,0,2,3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ben Hart",22,"AD","CA","1",5,4,0,5,1,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0
"Darren Jarman",36,"AD","CA","1",7,2,5,12,0,1,0,2,0,2,2,1,1,5,0,0,0,0,0,0,0,0,0
"Kym Koster",39,"AD","CA","1",15,7,5,20,1,1,0,2,1,6,1,1,0,2,3,0,0,0,0,0,0,0,0
"Andrew McLeod",30,"AD","CA","1",7,4,4,11,1,0,0,4,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"Trent Ormond-Allen",57,"AD","CA","1",7,2,0,7,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Lance Picioane",58,"AD","CA","1",6,1,0,6,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
"David Pittman",20,"AD","CA","1",2,2,2,4,0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Shaun Rehn",16,"AD","CA","1",10,6,5,15,0,0,13,2,2,4,2,0,2,1,0,0,0,0,0,0,0,0,0
"Mark Ricciuto",4,"AD","CA","1",12,5,7,19,1,0,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"Chad Rintoul",48,"AD","CA","1",8,2,1,9,0,2,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
"Clay Sampson",55,"AD","CA","1",6,2,6,12,1,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0
"Nigel Smart",5,"AD","CA","1",8,2,5,13,0,1,0,2,0,3,1,1,1,2,0,0,0,0,0,0,0,0,0
"Mark Stevens",59,"AD","CA","1",7,2,2,9,1,1,0,3,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0
"James Thiessen",60,"AD","CA","1",3,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Simon Tregenza",9,"AD","CA","1",17,2,6,23,0,0,1,2,1,6,2,0,3,0,0,0,0,0,0,0,0,0,0
"Matthew Allan",153,"CA","AD","1",6,5,5,11,0,0,10,0,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0
"Craig Bradley",151,"CA","AD","1",12,3,12,24,1,1,0,1,1,7,4,1,2,0,0,0,0,0,0,0,0,0,0
"Scott Camporeale",143,"CA","AD","1",13,3,6,19,0,0,0,1,2,5,4,0,3,1,0,0,0,0,0,0,0,0,0
"Sean Charles",183,"CA","AD","1",4,0,0,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Matt Clape",154,"CA","AD","1",3,1,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ron De Iulio",162,"CA","AD","1",4,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peter Dean",139,"CA","AD","1",7,0,3,10,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Aaron Hamill",171,"CA","AD","1",3,4,8,11,0,0,0,2,0,2,4,1,0,1,0,0,0,0,0,0,0,0,0
"Matthew Hogg",165,"CA","AD","1",7,0,0,7,0,1,0,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Darren Hulme",179,"CA","AD","1",13,2,4,17,0,1,0,2,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0
"Anthony Koutoufides",144,"CA","AD","1",15,9,12,27,3,1,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"Damien Lock",184,"CA","AD","1",11,2,4,15,0,0,0,2,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0
"Glenn Manton",161,"CA","AD","1",8,6,4,12,1,0,0,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0
"Andrew McKay",140,"CA","AD","1",7,2,6,13,0,0,0,3,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0
"Justin Murphy",167,"CA","AD","1",9,5,15,24,0,1,1,3,2,4,3,2,0,1,0,0,0,0,0,0,0,0,0
"Brad Pearce",141,"CA","AD","1",5,0,1,6,1,0,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0
"Mark Porter",180,"CA","AD","1",4,2,2,6,0,0,14,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"Brett Ratten",135,"CA","AD","1",17,3,12,29,1,1,0,2,1,5,9,0,2,0,2,0,0,0,0,0,0,0,0
"Dean Rice",158,"CA","AD","1",10,2,1,11,0,0,0,4,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"Michael Sexton",137,"CA","AD","1",15,4,1,16,0,0,3,2,6,1,1,0,3,1,0,0,0,0,0,0,0,0,0
"Stephen Silvagni",136,"CA","AD","1",9,6,2,11,0,3,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
"Lance Whitnall",173,"CA","AD","1",8,5,12,20,1,1,0,2,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0
"Luke Beveridge",427,"SK","GE","1",6,3,3,9,2,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tony Brown",941,"SK","GE","1",10,4,7,17,0,1,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0
"Nathan Burke",919,"SK","GE","1",17,0,3,20,0,0,0,2,3,3,6,1,0,0,0,0,0,0,0,0,0,0,0
"Jason Cripps",951,"SK","GE","1",17,10,5,22,0,0,0,1,4,3,4,2,1,2,0,0,0,0,0,0,0,0,0
"Peter Everitt",922,"SK","GE","1",10,4,3,13,0,0,9,0,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0
"Barry Hall",953,"SK","GE","1",1,0,1,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Robert Harvey",930,"SK","GE","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Daniel Healy",954,"SK","GE","1",2,1,3,5,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
"Jason Heatley",958,"SK","GE","1",7,5,2,9,3,0,3,2,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0
"Max Hudghton",955,"SK","GE","1",6,3,1,7,0,1,0,2,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"Austinn Jones",929,"SK","GE","1",10,0,4,14,2,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0
"Rod Keogh",926,"SK","GE","1",2,0,2,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Matthew Lappin",191,"SK","GE","1",6,4,7,13,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0
"Stewart Loewe",927,"SK","GE","1",11,3,2,13,4,1,14,1,1,2,0,0,4,4,0,0,0,0,0,0,0,0,0
"Gavin Mitchell",513,"SK","GE","1",11,4,4,15,2,1,0,2,1,5,4,1,0,2,0,0,0,0,0,0,0,0,0
"Justin Peckett",921,"SK","GE","1",12,5,5,17,0,0,0,2,2,3,0,0,0,0,3,0,0,0,0,0,0,0,0
"David Sierakowski",924,"SK","GE","1",7,3,5,12,0,0,9,1,1,2,1,2,2,1,0,0,0,0,0,0,0,0,0
"Steven Sziller",914,"SK","GE","1",6,3,5,11,1,0,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"Andrew Thompson",957,"SK","GE","1",9,2,8,17,3,0,0,3,1,1,5,1,0,0,2,0,0,0,0,0,0,0,0
"Darryl Wakelin",855,"SK","GE","1",10,7,5,15,0,1,0,3,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"Shane Wakelin",297,"SK","GE","1",7,1,2,9,0,0,0,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Nicky Winmar",461,"SK","GE","1",13,10,11,24,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0
"John Barnes",360,"GE","SK","1",6,2,3,9,0,0,3,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0
"Clint Bizzell",589,"GE","SK","1",5,3,2,7,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ronnie Burns",585,"GE","SK","1",8,2,7,15,2,3,0,3,0,4,3,1,0,1,0,0,0,0,0,0,0,0,0
"Paul Corrigan",591,"GE","SK","1",14,3,9,23,0,1,2,0,0,7,6,4,0,1,0,0,0,0,0,0,0,0,0
"Ben Graham",556,"GE","SK","1",8,2,7,15,0,0,0,1,5,1,2,0,3,0,0,0,0,0,0,0,0,0,0
"Derek Hall",576,"GE","SK","1",4,2,3,7,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
"Tim Hargreaves",592,"GE","SK","1",5,2,4,9,0,0,0,0,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0
"Garry Hocking",577,"GE","SK","1",16,4,3,19,2,0,0,2,1,4,4,0,0,1,0,0,0,0,0,0,0,0,0
"Adam Houlihan",593,"GE","SK","1",2,0,3,5,0,0,0,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0
"Glenn Kilpatrick",588,"GE","SK","1",11,6,9,20,0,1,1,3,0,2,5,1,0,1,0,0,0,0,0,0,0,0,0
"Steven King",587,"GE","SK","1",10,7,8,18,0,0,17,1,0,4,3,1,0,2,0,0,0,0,0,0,0,0,0
"Daniel Lowther",595,"GE","SK","1",6,2,1,7,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0
"Michael Mansfield",198,"GE","SK","1",13,6,7,20,0,1,0,1,3,4,0,1,2,0,0,0,0,0,0,0,0,0,0
"Tim McGrath",558,"GE","SK","1",12,4,7,19,0,0,1,5,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"Martin McKinnon",6,"GE","SK","1",8,2,4,12,1,0,0,1,0,4,3,3,0,1,0,0,0,0,0,0,0,0,0
"Darren Milburn",590,"GE","SK","1",4,2,10,14,1,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0
"Peter Riccardi",560,"GE","SK","1",12,2,14,26,0,2,0,4,2,3,6,0,1,0,0,0,0,0,0,0,0,0,0
"Brenton Sanderson",562,"GE","SK","1",15,7,8,23,1,1,0,2,1,6,3,2,0,1,0,0,0,0,0,0,0,0,0
"Sean Simpson",563,"GE","SK","1",10,3,6,16,0,0,0,3,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0
"Jason Snell",586,"GE","SK","1",3,3,5,8,1,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"Brett Spinks",596,"GE","SK","1",7,4,1,8,4,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Barry Stoneham",584,"GE","SK","1",11,1,3,14,0,0,2,1,1,0,1,2,4,2,0,0,0,0,0,0,0,0,0
"John Barker",387,"HW","CW","1",6,3,3,9,1,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Nathan Chapman",121,"HW","CW","1",10,1,6,16,0,0,0,0,8,1,2,2,2,3,0,0,0,0,0,0,0,0,0
"Daniel Chick",649,"HW","CW","1",8,2,7,15,0,1,0,3,3,4,0,1,1,1,0,0,0,0,0,0,0,0,0
"Justin Crawford",656,"HW","CW","1",8,2,4,12,0,1,0,2,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0
"Shane Crawford",633,"HW","CW","1",10,3,11,21,2,0,0,1,0,5,5,1,1,0,1,0,0,0,0,0,0,0,0
"Trent Croad",660,"HW","CW","1",9,4,0,9,0,1,0,1,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0
"Jason Dunstall",632,"HW","CW","1",6,4,0,6,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Mark Graham",628,"HW","CW","1",10,3,2,12,0,0,1,3,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0
"Jon Hassall",209,"HW","CW","1",6,1,2,8,0,1,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"Jonathan Hay",659,"HW","CW","1",5,3,3,8,0,0,0,1,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0
"Nick Holland",637,"HW","CW","1",7,3,6,13,2,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Darren Kappler",650,"HW","CW","1",6,0,1,7,0,0,0,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0
"Brendan Krummel",488,"HW","CW","1",4,2,11,15,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"Stephen Lawrence",634,"HW","CW","1",2,0,3,5,0,0,13,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"Angelo Lekkas",655,"HW","CW","1",13,3,5,18,0,1,0,4,3,2,3,1,1,0,0,0,0,0,0,0,0,0,0
"Aaron Lord",574,"HW","CW","1",16,4,7,23,0,1,0,1,2,7,2,0,1,0,0,0,0,0,0,0,0,0,0
"Luke McCabe",638,"HW","CW","1",10,3,4,14,0,0,0,2,4,1,3,0,2,1,0,0,0,0,0,0,0,0,0
"Paul Salmon",314,"HW","CW","1",12,5,5,17,0,0,25,0,2,0,7,1,3,2,0,0,0,0,0,0,0,0,0
"Rayden Tallis",631,"HW","CW","1",8,2,1,9,0,0,0,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Richard Taylor",645,"HW","CW","1",16,5,6,22,2,0,0,7,4,3,2,1,2,3,0,0,0,0,0,0,0,0,0
"Craig Treleven",651,"HW","CW","1",4,2,4,8,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"Tony Woods",644,"HW","CW","1",5,0,3,8,0,0,0,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"Gavin Brown",216,"CW","HW","1",3,1,1,4,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Nathan Buckley",217,"CW","HW","1",24,10,6,30,3,1,0,3,1,13,5,0,0,1,3,0,0,0,0,0,0,0,0
"Scott Burns",211,"CW","HW","1",6,2,6,12,1,0,0,1,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0
"Gavin Crosisca",212,"CW","HW","1",12,5,2,14,0,0,0,1,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0
"Scott Crow",245,"CW","HW","1",10,5,9,19,2,1,0,1,1,3,3,3,0,2,0,0,0,0,0,0,0,0,0
"Brad Fuller",257,"CW","HW","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shannon Gibson",261,"CW","HW","1",5,3,1,6,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Josh Mahoney",256,"CW","HW","1",4,0,5,9,1,0,0,2,0,2,0,2,2,3,0,0,0,0,0,0,0,0,0
"Alex McDonald",243,"CW","HW","1",10,3,5,15,2,1,0,2,1,3,4,0,1,2,0,0,0,0,0,0,0,0,0
"Damian Monkhorst",223,"CW","HW","1",4,2,3,7,0,0,8,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"Richard Osborne",253,"CW","HW","1",14,2,5,19,0,0,0,1,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0
"Stephen Patterson",224,"CW","HW","1",13,4,6,19,1,0,0,2,1,8,2,1,0,0,0,0,0,0,0,0,0,0,0
"Simon Prestigiacomo",249,"CW","HW","1",4,1,4,8,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Frankie Raso",262,"CW","HW","1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Mark Richardson",221,"CW","HW","1",3,2,2,5,0,0,2,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0
"Anthony Rocca",251,"CW","HW","1",9,4,3,12,2,0,8,1,0,7,1,2,2,2,0,0,0,0,0,0,0,0,0
"Saverio Rocca",228,"CW","HW","1",12,8,4,16,4,5,1,1,0,1,1,0,1,3,2,0,0,0,0,0,0,0,0
"Scott Russell",218,"CW","HW","1",9,3,3,12,0,1,0,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0
"Andrew Schauble",241,"CW","HW","1",11,4,2,13,0,0,0,0,4,1,2,0,1,1,0,0,0,0,0,0,0,0,0
"Shane Watson",214,"CW","HW","1",6,1,5,11,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
"Paul Williams",215,"CW","HW","1",9,1,3,12,2,1,0,2,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0
"Graham Wright",235,"CW","HW","1",11,5,10,21,0,0,0,3,3,5,3,2,2,1,0,0,0,0,0,0,0,0,0
"Jason Akermanis",119,"BL","WB","1",12,1,1,13,0,1,0,3,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0
"Marcus Ashcroft",110,"BL","WB","1",13,3,7,20,0,1,0,2,3,4,2,1,3,1,0,0,0,0,0,0,0,0,0
"Scott Bamford",405,"BL","WB","1",7,0,3,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Trent Bartlett",127,"BL","WB","1",3,1,2,5,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0
"Andrew Bews",94,"BL","WB","1",9,1,3,12,0,0,0,0,4,1,0,2,2,0,0,0,0,0,0,0,0,0,0
"Simon Black",1083,"BL","WB","1",7,3,1,8,0,0,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"Daniel Bradshaw",134,"BL","WB","1",6,5,2,8,1,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
"Matthew Clarke",78,"BL","WB","1",5,3,6,11,0,0,43,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0
"Danny Dickfos",129,"BL","WB","1",2,1,3,5,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Shaun Hart",111,"BL","WB","1",10,2,2,12,0,0,0,2,2,5,4,1,0,1,0,0,0,0,0,0,0,0,0
"Chris Johnson",385,"BL","WB","1",5,1,5,10,1,0,0,2,2,1,1,2,0,5,0,0,0,0,0,0,0,0,0
"Matthew Kennedy",117,"BL","WB","1",6,0,2,8,0,0,1,1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0
"Nigel Lappin",100,"BL","WB","1",13,6,7,20,0,2,0,2,1,4,4,2,3,2,0,0,0,0,0,0,0,0,0
"Steven Lawrence",118,"BL","WB","1",3,1,1,4,1,1,0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"Justin Leppitsch",98,"BL","WB","1",5,3,4,9,3,0,0,0,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0
"Alastair Lynch",104,"BL","WB","1",8,4,6,14,2,1,2,1,2,3,2,1,1,2,0,0,0,0,0,0,0,0,0
"Tristan Lynch",131,"BL","WB","1",11,4,4,15,0,0,0,0,2,3,2,2,1,1,0,0,0,0,0,0,0,0,0
"Craig McRae",106,"BL","WB","1",2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brad Scott",657,"BL","WB","1",5,2,3,8,0,0,0,0,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0
"Nick Trask",1082,"BL","WB","1",5,0,4,9,0,1,0,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
"Michael Voss",102,"BL","WB","1",12,1,11,23,1,2,0,0,0,7,8,1,1,1,0,0,0,0,0,0,0,0,0
"Darryl White",114,"BL","WB","1",11,6,5,16,0,0,0,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0
"Leon Cameron",425,"WB","BL","1",13,1,3,16,1,0,0,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"Matthew Croft",414,"WB","BL","1",8,2,2,10,0,0,0,0,7,2,0,0,1,3,0,0,0,0,0,0,0,0,0
"Todd Curley",447,"WB","BL","1",7,2,5,12,0,0,0,0,2,4,2,2,1,0,0,0,0,0,0,0,0,0,0
"Luke Darcy",436,"WB","BL","1",12,4,1,13,0,1,14,1,2,1,6,1,1,2,0,0,0,0,0,0,0,0,0
"Matthew Dent",389,"WB","BL","1",9,2,5,14,1,1,0,3,1,2,3,0,1,2,0,0,0,0,0,0,0,0,0
"Paul Dimattina",443,"WB","BL","1",11,3,0,11,0,1,0,2,1,6,0,0,1,1,0,0,0,0,0,0,0,0,0
"Paul Dooley",458,"WB","BL","1",1,2,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Simon Garlick",459,"WB","BL","1",4,0,4,8,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
