"Player","ID","Team","Opponent","Round","Kicks","Marks","Hand Balls","Disp","Goals","Behinds","Hit Outs","Tackles","Rebounds","Inside 50","Clearances","Clangers","Frees For","Frees Against","Brownlow","Contested Possessions","Uncontested Possessions","Contested Marks","Marks Inside 50","One Percenters","Bounces","Goal Assists","% Time Played"
"Luke Brown",12106,"AD","ES","1",3,2,4,7,0,0,0,3,2,1,0,0,0,0,0,3,4,0,0,0,0,1,45
"Patrick Dangerfield",11700,"AD","ES","1",10,1,7,17,0,1,0,2,1,4,4,4,1,2,0,12,5,0,0,1,0,0,87
"Richard Douglas",2381,"AD","ES","1",13,5,6,19,2,1,0,2,3,5,3,3,0,1,0,6,13,2,2,0,1,1,82
"Ricky Henderson",11832,"AD","ES","1",11,7,3,14,0,2,0,1,0,3,1,2,1,0,0,6,8,2,1,0,0,0,85
"Sam Jacobs",11708,"AD","ES","1",9,2,1,10,0,1,37,1,4,4,3,1,1,0,0,8,2,1,0,3,0,0,91
"Matthew Jaensch",11838,"AD","ES","1",7,2,6,13,0,0,0,1,5,0,0,0,0,0,0,4,8,1,0,5,0,0,83
"Josh Jenkins",12074,"AD","ES","1",9,3,2,11,1,0,7,1,0,2,1,1,3,1,0,6,4,2,0,1,0,0,80
"Graham Johncock",1115,"AD","ES","1",7,4,6,13,1,1,0,2,0,2,0,0,2,0,0,10,4,2,0,1,0,1,81
"David Mackay",11634,"AD","ES","1",8,3,8,16,1,0,0,4,1,3,1,5,1,2,0,7,9,1,0,0,1,0,82
"Brodie Martin",11781,"AD","ES","1",6,2,3,9,0,0,0,1,3,0,0,0,2,0,0,3,6,0,0,0,0,1,36
"Andy Otten",11678,"AD","ES","1",6,3,9,15,0,0,0,0,2,1,0,2,1,0,0,8,7,0,0,15,0,0,83
"Jared Petrenko",11714,"AD","ES","1",4,0,1,5,1,1,0,6,0,0,0,0,1,0,0,1,0,0,0,0,1,0,79
"Jason Porplyzia",4158,"AD","ES","1",8,3,8,16,1,2,0,1,0,0,0,3,0,1,0,8,7,1,1,1,0,0,85
"Brent Reilly",1204,"AD","ES","1",13,3,6,19,0,0,0,4,7,3,2,7,1,5,0,6,11,0,0,1,1,0,90
"Ben Rutten",2305,"AD","ES","1",2,1,5,7,0,0,0,1,0,0,0,3,0,1,0,6,0,1,0,3,0,0,90
"Rory Sloane",11792,"AD","ES","1",12,1,11,23,0,1,0,6,6,2,4,0,2,0,0,11,11,0,1,1,0,0,90
"Daniel Talia",11989,"AD","ES","1",3,1,2,5,0,0,0,0,1,0,0,3,0,3,0,2,4,0,0,9,0,0,94
"Scott Thompson",755,"AD","ES","1",11,4,12,23,0,0,0,3,3,1,6,3,0,2,0,15,9,1,0,0,0,1,84
"Nathan van Berlo",4075,"AD","ES","1",12,3,2,14,1,0,0,1,2,3,1,1,2,1,0,7,8,0,0,1,0,1,94
"Bernie Vince",4151,"AD","ES","1",10,2,6,16,0,0,0,1,1,5,1,5,2,4,0,6,10,0,0,2,0,0,78
