"Player","ID","Team","Opponent","Round","Kicks","Marks","Hand Balls","Disp","Goals","Behinds","Hit Outs","Tackles","Rebounds","Inside 50","Clearances","Clangers","Frees For","Frees Against","Brownlow","Contested Possessions","Uncontested Possessions","Contested Marks","Marks Inside 50","One Percenters","Bounces","Goal Assists","% Time Played"
"Travis Boak",11583,"PA","GE","1",10,3,7,17,1,0,0,0,1,3,4,4,1,0,0,11,7,0,0,0,0,0,57
"Dean Brogan",856,"PA","GE","1",4,0,4,8,0,1,14,5,1,0,3,3,3,2,0,7,2,0,0,2,0,0,66
"Peter Burgoyne",824,"PA","GE","1",16,4,6,22,0,0,0,1,3,2,0,2,1,0,0,1,18,0,0,1,7,1,92
"Shaun Burgoyne",1126,"PA","GE","1",10,4,5,15,1,1,0,2,0,6,4,3,0,2,0,6,9,0,2,0,3,0,82
"Alipate Carlile",4200,"PA","GE","1",7,4,2,9,0,0,0,3,3,0,0,1,1,0,0,3,5,1,0,2,3,0,84
"Domenic Cassisi",1193,"PA","GE","1",10,5,10,20,0,0,0,8,1,3,4,4,2,3,0,12,7,0,0,0,0,1,85
"Chad Cornes",847,"PA","GE","1",15,11,13,28,1,1,0,1,1,4,1,0,1,0,0,9,19,1,5,4,0,3,96
"Kane Cornes",857,"PA","GE","1",10,9,21,31,0,0,0,2,2,4,0,3,1,0,1,7,25,1,1,1,2,3,95
"Brett Ebert",3955,"PA","GE","1",6,3,3,9,3,1,0,0,1,1,0,2,1,0,0,3,6,1,3,0,0,0,87
"Brendon Lade",822,"PA","GE","1",11,6,5,16,2,2,29,1,2,4,3,2,1,1,0,5,11,0,1,1,0,0,90
"Tom Logan",4071,"PA","GE","1",3,3,7,10,1,0,0,1,1,0,0,2,0,1,0,4,6,0,0,2,0,0,66
"Daniel Motlop",814,"PA","GE","1",8,2,0,8,2,1,1,3,0,0,0,3,1,1,0,2,6,1,2,1,0,0,77
"Danyle Pearce",4137,"PA","GE","1",15,6,4,19,0,0,0,3,1,1,2,6,0,1,0,6,15,0,0,1,1,0,80
"Michael Pettigrew",3945,"PA","GE","1",6,3,6,12,0,0,0,0,3,1,1,2,0,2,0,4,6,0,0,5,1,0,89
"David Rodan",1104,"PA","GE","1",4,2,8,12,0,0,0,4,0,2,5,1,1,1,0,6,7,0,0,2,1,0,63
"Steven Salopek",1428,"PA","GE","1",16,6,5,21,0,0,0,1,1,4,0,3,3,2,0,5,17,0,0,1,1,0,74
"Paul Stewart",11626,"PA","GE","1",7,5,11,18,0,0,0,1,2,3,0,0,0,0,0,2,15,0,0,0,3,0,84
"Jacob Surjan",3946,"PA","GE","1",5,6,7,12,0,0,0,1,3,3,0,2,1,2,0,3,10,0,0,2,1,0,83
"Matt Thomas",4193,"PA","GE","1",6,5,11,17,0,0,0,7,2,1,3,2,3,2,0,8,10,0,0,3,0,0,84
"Toby Thurstans",1429,"PA","GE","1",6,4,10,16,0,0,0,0,4,0,0,4,1,3,0,6,9,1,0,4,2,0,96
"Warren Tredrea",831,"PA","GE","1",10,7,4,14,2,0,1,4,0,5,1,2,1,2,0,7,8,2,3,2,0,2,81
"Justin Westhoff",11579,"PA","GE","1",6,6,4,10,1,0,1,1,0,2,0,0,0,0,0,1,9,0,0,2,0,0,88
"Gary Ablett",1105,"GE","PA","1",15,4,9,24,1,2,0,4,3,10,3,2,1,1,0,9,16,0,0,0,7,0,80
"Jimmy Bartel",1106,"GE","PA","1",8,2,7,15,0,0,0,9,2,2,6,5,1,2,0,8,7,0,0,4,0,0,91
"Mark Blake",4128,"GE","PA","1",2,1,4,6,0,0,8,1,0,0,0,2,1,2,0,3,5,0,0,1,0,0,74
"Shannon Byrnes",4045,"GE","PA","1",8,5,5,13,0,1,0,2,0,3,2,2,0,1,0,4,9,0,1,0,0,1,72
"Paul Chapman",614,"GE","PA","1",16,5,5,21,3,0,0,4,1,4,1,5,3,3,0,10,11,1,0,4,1,1,87
"Joel Corey",616,"GE","PA","1",12,8,18,30,1,0,2,11,0,7,5,3,1,0,3,11,19,0,0,3,1,0,84
"Corey Enright",621,"GE","PA","1",15,4,11,26,0,1,0,6,6,4,3,1,0,1,0,8,18,0,0,2,0,1,94
"Ryan Gamble",2125,"GE","PA","1",5,3,7,12,1,1,0,2,0,2,0,2,1,2,0,3,9,1,1,2,1,1,87
"Tom Harley",608,"GE","PA","1",7,5,7,14,0,0,0,2,3,0,0,2,2,2,0,5,10,1,0,3,0,0,92
"Tom Hawkins",11548,"GE","PA","1",9,6,2,11,1,0,0,0,0,1,0,0,0,0,0,2,8,1,5,1,0,1,79
"Josh Hunt",624,"GE","PA","1",9,5,10,19,0,0,0,1,2,3,0,1,1,0,0,5,14,1,0,4,0,0,83
"Steve Johnson",1140,"GE","PA","1",12,5,3,15,1,2,0,2,2,4,2,2,1,1,0,4,10,0,3,0,1,1,82
"James Kelly",1141,"GE","PA","1",12,11,19,31,0,0,0,3,2,2,5,2,0,0,0,7,22,0,0,3,2,0,84
"Cameron Ling",617,"GE","PA","1",9,4,15,24,1,0,0,3,2,1,2,2,2,1,0,7,17,2,1,1,1,0,85
"Andrew Mackie",3958,"GE","PA","1",8,4,7,15,1,0,0,3,1,2,0,4,1,3,0,4,11,1,0,2,0,0,94
"Darren Milburn",590,"GE","PA","1",12,8,11,23,0,0,0,4,5,1,1,0,1,0,0,3,17,0,0,5,1,1,95
"Cameron Mooney",615,"GE","PA","1",7,5,4,11,2,2,0,1,0,0,0,2,2,2,0,7,4,3,4,0,0,1,82
"Matthew Scarlett",604,"GE","PA","1",11,2,11,22,0,0,0,1,3,0,1,1,0,0,0,1,20,0,0,3,1,0,95
"Joel Selwood",11538,"GE","PA","1",8,2,16,24,0,1,0,3,2,2,2,3,6,2,2,11,14,0,0,1,0,0,78
"Mathew Stokes",4181,"GE","PA","1",7,6,5,12,3,0,0,0,0,0,2,4,1,0,0,4,8,0,3,1,0,0,86
"Kane Tenace",3954,"GE","PA","1",5,2,11,16,0,0,0,2,0,2,0,2,0,0,0,1,15,0,0,2,0,0,55
"Trent West",11625,"GE","PA","1",1,2,6,7,0,0,4,3,0,0,1,0,0,0,0,2,5,0,0,1,0,0,42
"Nathan Brown",11627,"CW","FR","1",3,1,5,8,0,0,0,4,4,0,1,1,0,1,0,4,4,0,0,10,0,0,96
"Martin Clarke",11585,"CW","FR","1",4,2,4,8,0,0,0,2,0,0,0,2,0,2,0,2,5,0,0,1,0,0,73
"Travis Cloke",4086,"CW","FR","1",12,6,3,15,1,0,0,2,0,6,1,3,1,0,0,7,7,1,1,2,0,1,98
"Leon Davis",284,"CW","FR","1",13,5,4,17,2,0,0,1,0,2,3,3,1,1,0,7,12,0,0,0,1,0,65
"Alan Didak",301,"CW","FR","1",11,5,1,12,3,1,0,2,0,4,1,4,0,1,0,1,8,0,1,1,1,1,87
"Chris Egan",4107,"CW","FR","1",15,9,6,21,0,0,0,1,4,3,2,5,0,1,0,3,18,0,0,2,0,0,81
"Josh Fraser",285,"CW","FR","1",8,8,3,11,0,1,11,2,0,2,0,1,0,1,0,5,6,3,1,3,0,1,72
"Tyson Goldsack",11568,"CW","FR","1",4,0,3,7,0,0,0,1,3,0,0,0,0,0,0,1,6,0,0,8,0,0,87
"Tarkyn Lockyer",279,"CW","FR","1",12,4,7,19,1,1,0,1,3,1,1,0,1,0,0,4,15,0,1,2,5,0,83
"Heritier Lumumba",4134,"CW","FR","1",8,4,5,13,0,0,0,2,2,0,0,2,1,2,0,6,6,0,0,3,0,0,100
"Nick Maxwell",3980,"CW","FR","1",10,2,2,12,0,0,0,4,2,0,1,0,2,0,0,5,6,0,0,5,0,0,96
"Paul Medhurst",1109,"CW","FR","1",14,5,2,16,1,1,0,6,0,6,0,3,2,1,0,8,8,0,1,2,0,0,77
"Shane OBree",287,"CW","FR","1",8,1,5,13,0,0,0,3,0,5,4,1,0,0,0,5,8,0,0,1,1,3,74
"Scott Pendlebury",4182,"CW","FR","1",9,1,6,15,0,0,0,2,1,3,3,3,2,1,0,8,7,0,0,4,0,1,76
"Anthony Rocca",251,"CW","FR","1",10,7,4,14,6,1,2,4,0,6,2,2,3,0,3,9,5,3,4,1,0,0,93
"Sean Rusling",4113,"CW","FR","1",2,1,2,4,0,0,0,1,0,0,0,0,1,0,0,3,1,0,0,0,0,0,42
"Heath Shaw",4132,"CW","FR","1",19,9,7,26,0,0,0,0,8,1,1,3,0,1,0,10,14,1,0,1,4,0,100
"Rhyce Shaw",291,"CW","FR","1",16,7,6,22,0,0,0,2,3,4,5,2,0,0,0,8,14,0,0,1,1,0,82
"Dane Swan",1460,"CW","FR","1",21,8,6,27,0,3,0,7,2,3,3,5,1,3,1,10,17,1,1,0,2,0,76
"Dale Thomas",4152,"CW","FR","1",11,6,4,15,2,0,0,2,1,2,3,1,2,0,0,10,5,2,1,2,1,1,77
"Shane Wakelin",297,"CW","FR","1",9,3,1,10,0,0,0,3,3,0,0,0,1,0,0,3,7,0,0,1,1,0,100
"Cameron Wood",4085,"CW","FR","1",3,2,8,11,0,1,10,3,1,1,3,0,2,0,0,5,5,0,0,2,0,0,64
"Peter Bell",486,"FR","CW","1",9,3,9,18,1,1,0,3,2,1,1,1,1,1,0,6,12,1,2,0,1,0,87
"Heath Black",520,"FR","CW","1",1,1,1,2,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,1,0,17
"Josh Carr",851,"FR","CW","1",8,3,8,16,0,0,0,4,1,2,3,1,2,0,0,7,9,0,0,3,0,0,79
"Matthew Carr",548,"FR","CW","1",3,1,6,9,1,0,0,4,0,1,2,3,1,0,0,7,3,0,0,1,0,0,50
"Ryan Crowley",4115,"FR","CW","1",8,6,5,13,1,1,0,5,1,4,1,4,1,1,0,4,10,0,2,3,0,0,72
"Steven Dodd",4055,"FR","CW","1",10,6,12,22,0,0,0,2,2,1,0,0,1,0,0,10,11,1,0,2,0,0,100
"Jeff Farmer",703,"FR","CW","1",8,6,5,13,1,0,0,3,0,1,0,3,1,3,0,3,11,0,1,1,5,1,91
"Daniel Gilmore",3942,"FR","CW","1",12,8,9,21,0,0,0,2,1,3,0,4,0,2,0,4,18,0,0,4,6,1,93
"Antoni Grover",534,"FR","CW","1",14,11,6,20,0,0,0,2,6,3,0,2,0,2,0,7,13,0,0,5,1,1,100
"Roger Hayden",1205,"FR","CW","1",12,4,4,16,0,0,0,1,2,2,0,4,1,0,0,6,10,1,0,8,0,0,97
"Des Headland",1089,"FR","CW","1",16,7,5,21,1,2,0,5,1,5,4,3,2,0,2,8,13,1,5,3,2,0,99
"Mark Johnson",354,"FR","CW","1",8,3,2,10,1,0,0,0,1,1,1,5,0,2,0,3,7,0,0,0,0,0,88
"Michael Johnson",4083,"FR","CW","1",12,6,7,19,0,0,3,1,0,5,1,4,1,1,0,5,14,1,0,1,1,0,78
"Shaun McManus",504,"FR","CW","1",4,1,5,9,2,0,0,2,0,0,2,2,2,1,0,5,4,0,0,2,1,0,66
"Luke McPharlin",677,"FR","CW","1",14,10,5,19,3,1,0,2,2,2,0,2,1,2,0,6,12,3,3,2,0,1,100
"David Mundy",4088,"FR","CW","1",12,8,14,26,1,0,0,2,8,1,3,1,1,1,0,7,20,0,0,1,2,0,97
"Matthew Pavlich",544,"FR","CW","1",13,10,8,21,1,1,0,0,0,7,2,2,0,0,0,8,13,0,1,1,0,1,98
"Brett Peake",4122,"FR","CW","1",4,3,11,15,0,0,0,1,0,3,1,0,0,0,0,5,10,0,0,0,4,1,70
"Aaron Sandilands",1421,"FR","CW","1",5,5,11,16,0,0,33,0,1,1,2,1,0,1,0,7,10,2,1,2,0,0,87
"Byron Schammer",1422,"FR","CW","1",10,3,7,17,0,0,0,2,0,4,1,3,0,1,0,3,15,0,0,0,3,1,64
"Dean Solomon",352,"FR","CW","1",9,4,4,13,0,0,0,4,1,2,1,4,0,2,0,4,9,0,0,0,0,0,76
"Chris Tarrant",264,"FR","CW","1",3,3,3,6,0,1,1,3,0,2,0,0,0,0,0,1,6,0,1,2,0,0,90
"Michael Braun",1058,"WC","BL","1",11,1,16,27,1,0,0,7,0,5,2,3,1,0,0,11,15,0,0,2,0,0,90
"Dean Cox",1079,"WC","BL","1",11,6,18,29,1,0,22,1,2,2,4,1,2,0,0,13,14,1,1,0,1,1,89
"Andrew Embley",1065,"WC","BL","1",9,2,4,13,0,1,0,2,2,2,1,1,1,0,0,4,9,0,0,3,0,0,84
"Chad Fletcher",1067,"WC","BL","1",15,5,12,27,1,0,0,2,2,3,4,4,0,1,0,5,23,0,1,0,2,0,64
"Darren Glass",1068,"WC","BL","1",3,5,14,17,0,0,0,1,2,0,0,0,0,0,0,5,11,1,0,4,1,0,90
"Jaymie Graham",4074,"WC","BL","1",7,2,10,17,0,1,0,2,3,0,0,0,1,0,0,6,11,1,0,3,0,1,80
"Ashley Hansen",3985,"WC","BL","1",6,7,4,10,0,0,0,1,0,3,0,3,0,1,0,3,7,2,0,0,0,0,83
"Adam Hunter",1072,"WC","BL","1",5,4,10,15,1,0,0,0,4,0,0,0,2,0,0,4,12,0,0,1,0,0,71
"Shannon Hurn",4162,"WC","BL","1",12,4,5,17,0,0,0,1,2,6,1,4,0,3,0,5,11,0,0,2,3,1,80
"Brett Jones",3977,"WC","BL","1",16,13,11,27,0,0,0,3,4,0,0,5,1,3,0,9,19,2,0,2,2,0,89
"Daniel Kerr",1077,"WC","BL","1",7,4,20,27,0,0,0,3,1,1,5,3,3,1,3,13,16,0,0,3,1,1,78
"Mark LeCras",4114,"WC","BL","1",5,0,0,5,2,1,0,0,0,2,0,2,0,1,0,2,2,0,0,0,0,0,66
"Quinten Lynch",1160,"WC","BL","1",8,4,10,18,1,0,0,3,0,5,0,5,2,2,0,7,11,0,0,1,2,0,90
"Mark Nicoski",3970,"WC","BL","1",15,7,11,26,0,0,0,2,2,3,2,1,1,0,0,4,20,0,0,1,1,0,94
"Matt Priddis",4186,"WC","BL","1",15,3,14,29,0,0,0,10,2,5,6,1,1,2,0,10,19,0,0,5,4,0,72
"Matt Rosa",4133,"WC","BL","1",10,2,9,19,0,0,0,3,0,3,1,2,3,0,0,5,14,0,0,1,0,1,73
"Mark Seaby",3963,"WC","BL","1",6,4,7,13,2,0,13,2,0,2,2,1,3,1,0,8,5,2,2,1,0,0,81
"Adam Selwood",2310,"WC","BL","1",11,7,11,22,0,0,0,1,2,2,3,3,2,0,0,7,15,0,0,1,1,0,85
"Brent Staker",2304,"WC","BL","1",3,1,4,7,1,0,0,3,0,3,0,2,1,1,0,4,3,0,0,3,0,0,75
"Tyson Stenglein",75,"WC","BL","1",7,1,11,18,0,0,0,6,0,2,3,1,2,0,0,6,12,0,0,0,0,0,90
"Beau Waters",3960,"WC","BL","1",13,7,7,20,2,1,0,3,1,3,1,4,2,0,0,7,13,2,0,3,0,0,80
"David Wirrpanda",1053,"WC","BL","1",17,7,6,23,2,1,0,1,4,2,1,3,1,1,0,7,15,1,2,1,1,0,97
"Jed Adcock",3976,"BL","WC","1",0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,19
"Colm Begley",3390,"BL","WC","1",11,2,10,21,0,0,0,0,3,0,0,0,1,0,0,5,17,0,0,2,2,0,90
"Simon Black",1083,"BL","WC","1",17,3,13,30,0,0,0,3,4,6,6,6,1,1,2,12,19,0,0,0,3,0,88
"Daniel Bradshaw",134,"BL","WC","1",7,2,3,10,3,0,0,1,0,3,0,3,1,0,0,4,6,1,2,1,0,0,89
"Jared Brennan",1438,"BL","WC","1",12,4,4,16,0,2,0,6,2,3,1,4,1,0,0,7,9,0,1,2,4,0,81
"Jonathan Brown",1092,"BL","WC","1",9,5,6,15,6,0,1,1,0,1,1,1,1,1,1,9,6,2,4,2,4,0,96
"Jamie Charman",1098,"BL","WC","1",6,6,6,12,1,1,17,2,2,1,2,6,1,4,0,4,7,1,2,1,0,0,87
"Robert Copeland",1099,"BL","WC","1",6,4,3,9,0,0,0,1,0,3,0,7,2,2,0,3,5,0,1,1,0,0,80
"Anthony Corrie",3952,"BL","WC","1",6,0,5,11,0,2,0,1,1,3,3,5,1,2,0,3,8,0,0,2,9,0,70
"Josh Drummond",4106,"BL","WC","1",12,6,5,17,1,0,0,1,5,6,0,2,1,1,0,5,12,0,0,7,7,0,87
"Rhan Hooper",4154,"BL","WC","1",3,1,2,5,0,0,0,6,0,2,0,1,0,1,0,1,4,0,0,1,1,0,93
"Travis Johnstone",732,"BL","WC","1",18,4,2,20,0,0,0,5,4,3,0,3,0,1,0,4,16,0,0,0,1,2,67
"Nigel Lappin",100,"BL","WC","1",8,3,15,23,0,1,0,8,5,1,2,1,1,2,0,8,15,1,0,1,2,0,92
"Matthew Leuenberger",11593,"BL","WC","1",4,3,3,7,0,1,10,2,1,1,0,4,0,2,0,0,7,0,1,1,2,0,67
"Joel Macdonald",3984,"BL","WC","1",9,5,10,19,0,0,0,1,4,2,0,6,1,3,0,7,12,0,0,3,0,2,96
"Daniel Merrett",4072,"BL","WC","1",7,5,5,12,0,0,0,2,4,0,0,0,2,0,0,5,8,0,0,5,1,0,100
"Tim Notting",1087,"BL","WC","1",3,2,8,11,0,0,0,3,0,1,1,5,0,3,0,5,6,0,0,3,1,1,84
"Joel Patfull",4179,"BL","WC","1",6,2,3,9,0,0,0,3,4,0,0,2,1,2,0,4,5,0,0,5,1,1,100
"Luke Power",1084,"BL","WC","1",6,1,18,24,0,1,0,9,1,3,2,3,1,2,0,10,13,0,0,3,2,1,89
"Michael Rischitelli",4047,"BL","WC","1",5,1,3,8,0,0,0,3,1,1,0,3,0,1,0,3,4,0,0,1,0,0,76
"Troy Selwood",4063,"BL","WC","1",5,7,11,16,0,0,0,4,1,0,0,0,0,0,0,3,13,0,0,3,0,0,79
"Cheynee Stiller",4156,"BL","WC","1",3,3,11,14,0,0,0,4,3,3,1,3,1,1,0,9,6,0,0,2,2,0,70
"Luke Ball",1430,"SK","SY","1",6,1,7,13,0,0,0,4,1,2,7,2,5,1,0,9,4,0,0,2,0,0,63
"Raphael Clarke",4046,"SK","SY","1",8,6,6,14,0,0,0,1,1,2,0,2,1,1,0,3,13,0,0,0,2,0,96
"Xavier Clarke",1127,"SK","SY","1",8,3,9,17,0,0,0,2,3,2,2,4,2,1,0,4,14,0,0,2,6,0,73
"Nick Dal Santo",1132,"SK","SY","1",15,5,4,19,0,1,0,1,2,4,3,0,2,0,0,8,11,2,0,1,0,1,80
"Aaron Fiora",911,"SK","SY","1",5,4,4,9,0,1,0,2,1,0,1,2,2,2,0,5,5,0,2,1,1,0,86
"Leigh Fisher",2308,"SK","SY","1",6,3,2,8,0,1,0,0,0,2,0,0,0,0,0,3,5,0,0,0,0,1,92
"Sam Fisher",3975,"SK","SY","1",18,9,6,24,0,0,0,0,4,2,1,1,2,1,3,4,18,0,0,1,0,0,100
"Charlie Gardiner",1155,"SK","SY","1",9,8,5,14,0,0,0,3,0,1,1,2,2,1,0,4,10,0,0,0,0,0,74
"Michael Gardiner",1056,"SK","SY","1",6,2,4,10,0,1,13,0,1,1,2,1,3,1,0,4,6,0,1,2,0,0,57
"Jarryn Geary",11630,"SK","SY","1",13,9,8,21,0,0,0,0,4,1,0,3,1,2,0,3,18,0,0,0,6,0,97
"Sam Gilbert",4178,"SK","SY","1",6,5,5,11,0,0,0,2,2,2,1,3,2,1,0,5,7,0,0,5,0,0,100
"Jason Gram",1462,"SK","SY","1",6,0,3,9,0,0,0,1,2,3,1,1,1,1,0,2,6,0,0,3,1,0,98
"Robert Harvey",930,"SK","SY","1",14,8,5,19,0,1,0,2,0,2,0,4,1,2,0,4,16,0,1,2,0,0,65
"Lenny Hayes",966,"SK","SY","1",7,2,10,17,0,0,0,8,1,3,4,3,0,0,0,8,7,0,0,3,2,0,81
"Max Hudghton",955,"SK","SY","1",6,8,7,13,0,0,0,2,1,1,0,3,0,2,0,3,10,0,0,3,0,0,90
"Clinton Jones",11554,"SK","SY","1",5,4,4,9,0,0,0,1,1,1,0,0,1,0,0,2,7,0,0,0,2,1,66
"Steven King",587,"SK","SY","1",7,5,2,9,0,0,16,3,2,0,2,0,4,0,0,5,6,1,1,3,0,0,57
"Justin Koschitzke",977,"SK","SY","1",8,7,1,9,2,3,1,2,1,1,0,6,1,3,0,4,5,2,4,0,0,0,88
"Stephen Milne",978,"SK","SY","1",9,4,1,10,1,3,0,4,0,2,0,2,0,0,0,2,7,0,3,0,2,0,87
"Leigh Montagna",1137,"SK","SY","1",15,5,3,18,0,2,0,3,3,5,3,3,2,1,0,4,13,0,1,6,1,0,78
"Nick Riewoldt",981,"SK","SY","1",15,11,4,19,2,1,0,0,0,6,0,2,1,0,2,7,12,1,2,1,0,0,98
"Adam Schneider",1432,"SK","SY","1",10,6,3,13,1,1,0,2,1,2,1,6,0,4,0,3,11,0,1,2,1,0,73
"Luke Ablett",1175,"SY","SK","1",8,3,3,11,0,1,0,1,1,1,3,1,1,1,0,2,10,0,0,3,0,0,57
"Leo Barry",1003,"SY","SK","1",10,11,9,19,0,0,0,2,6,1,0,1,2,1,0,4,16,0,0,2,2,0,96
"Paul Bevan",3949,"SY","SK","1",2,1,3,5,0,0,0,1,0,1,0,0,0,0,0,1,4,0,0,1,0,0,88
"Craig Bird",11635,"SY","SK","1",5,1,3,8,0,0,0,0,1,1,1,3,1,3,0,5,4,0,1,0,0,0,61
"Craig Bolton",1090,"SY","SK","1",12,8,8,20,0,0,0,2,5,1,0,2,0,1,0,4,16,0,0,4,2,0,96
"Jude Bolton",1013,"SY","SK","1",3,3,7,10,1,0,0,7,2,0,2,4,1,3,0,5,7,0,1,1,0,0,82
