"Player","ID","Team","Opponent","Round","Kicks","Marks","Hand Balls","Disp","Goals","Behinds","Hit Outs","Tackles","Rebounds","Inside 50","Clearances","Clangers","Frees For","Frees Against","Brownlow","Contested Possessions","Uncontested Possessions","Contested Marks","Marks Inside 50","One Percenters","Bounces","Goal Assists","% Time Played"
"David Astbury",11828,"RI","CA","1",6,1,6,12,0,0,2,1,2,0,1,2,1,1,0,5,7,0,0,3,0,0,85
"Jake Batchelor",11889,"RI","CA","1",7,3,6,13,0,0,0,0,4,0,0,3,0,1,0,7,6,0,0,6,0,0,83
"Reece Conca",11888,"RI","CA","1",11,6,4,15,0,0,0,1,4,0,1,2,1,1,0,5,10,0,0,1,1,0,82
"Daniel Connors",11604,"RI","CA","1",4,1,2,6,0,1,0,0,0,0,0,0,1,0,0,3,4,0,0,2,0,0,33
"Trent Cotchin",11666,"RI","CA","1",17,4,5,22,0,2,0,3,4,5,5,1,4,0,0,12,9,0,0,4,1,1,82
"Brett Deledio",4068,"RI","CA","1",11,4,8,19,0,0,0,3,4,1,1,1,1,0,0,4,13,1,0,5,0,0,93
"Shane Edwards",11557,"RI","CA","1",8,1,7,15,0,0,0,5,0,2,0,2,1,0,0,6,9,0,0,0,0,0,82
"Nathan Foley",4112,"RI","CA","1",3,1,5,8,0,0,0,1,2,1,0,1,1,1,0,3,5,0,0,1,1,0,46
"Angus Graham",11612,"RI","CA","1",7,4,6,13,1,0,16,8,1,3,2,3,2,2,0,7,5,1,1,2,0,1,82
"Shaun Grigg",11594,"RI","CA","1",13,4,10,23,0,0,0,0,2,3,1,3,0,1,0,6,16,0,0,0,0,1,81
"Brad Helbig",11890,"RI","CA","1",5,1,5,10,0,0,0,1,0,4,1,4,2,1,0,3,6,0,0,0,0,0,81
"Bachar Houli",11566,"RI","CA","1",9,10,9,18,0,0,0,0,2,4,0,1,1,0,0,3,16,1,0,1,0,0,76
"Daniel Jackson",4044,"RI","CA","1",14,1,8,22,2,0,0,7,2,3,5,7,3,3,0,12,10,0,1,2,0,1,75
"Dustin Martin",11794,"RI","CA","1",13,1,5,18,0,0,0,3,2,4,4,3,1,2,0,6,12,0,0,0,0,2,77
"Luke McGuane",4172,"RI","CA","1",4,2,5,9,0,0,0,3,5,0,0,2,2,2,0,4,4,0,0,8,0,0,94
"Mitch Morton",4138,"RI","CA","1",6,3,2,8,2,0,0,3,0,3,0,3,0,2,0,5,4,2,1,2,0,1,100
"Robin Nahas",11734,"RI","CA","1",3,2,10,13,0,0,0,4,0,1,1,1,0,0,0,3,10,0,0,2,5,0,80
"Chris Newman",1150,"RI","CA","1",18,5,5,23,0,0,0,2,12,1,0,1,1,0,0,6,11,2,0,6,2,0,92
