is_grand_final,hteamid,updated,timestr,complete,tz,unixtime,hgoals,winner,ascore,abehinds,ateam,is_final,date,winnerteamid,hbehinds,hteam,venue,hscore,agoals,round,ateamid,id,roundname,localtime,year
0,14,2022-11-10 21:19:16,,100,+11:00,840251400,19,Richmond,67,13,Geelong,0,1996-08-17 14:10:00,14.0,18,Richmond,M.C.G.,132,9,20,7,22209,Round 20,1996-08-17 13:10:00,1996
0,17,2022-11-10 21:19:16,,100,+11:00,840337800,19,West Coast,68,8,Carlton,0,1996-08-18 14:10:00,17.0,13,West Coast,Subiaco,127,10,20,3,22214,Round 20,1996-08-18 11:10:00,1996
0,18,2022-11-10 21:19:16,,100,+11:00,840337800,14,Western Bulldogs,57,9,St Kilda,0,1996-08-18 14:10:00,18.0,11,Western Bulldogs,Princes Park,95,8,20,15,22213,Round 20,1996-08-18 13:10:00,1996
0,19,2022-11-10 21:19:16,,100,+11:00,840251400,14,Brisbane Lions,187,13,Brisbane Lions,0,1996-08-17 14:10:00,2.0,16,Fitzroy,Princes Park,100,29,20,2,22208,Round 20,1996-08-17 13:10:00,1996
0,1,2022-11-10 21:19:17,,100,+11:00,840955200,14,Collingwood,153,9,Collingwood,0,1996-08-25 17:40:00,4.0,12,Adelaide,Football Park,96,24,21,4,22310,Round 21,1996-08-25 16:10:00,1996
0,2,2022-11-10 21:19:17,,100,+11:00,840876000,10,Brisbane Lions,70,10,Fremantle,0,1996-08-24 19:40:00,2.0,11,Brisbane Lions,Gabba,71,10,21,6,22307,Round 21,1996-08-24 18:40:00,1996
0,3,2022-11-10 21:19:17,,100,+11:00,840856200,13,Carlton,66,12,Western Bulldogs,0,1996-08-24 14:10:00,3.0,18,Carlton,Princes Park,96,9,21,18,22304,Round 21,1996-08-24 13:10:00,1996
0,5,2022-11-10 21:19:17,,100,+11:00,840856200,14,Essendon,82,10,Sydney,0,1996-08-24 14:10:00,5.0,16,Essendon,M.C.G.,100,12,21,16,22305,Round 21,1996-08-24 13:10:00,1996
0,12,2022-11-10 21:19:17,,100,+11:00,840791400,14,Geelong,109,13,Geelong,0,1996-08-23 20:10:00,7.0,12,North Melbourne,M.C.G.,96,16,21,7,22303,Round 21,1996-08-23 19:10:00,1996
0,14,2022-11-10 21:19:17,,100,+11:00,840942600,28,Richmond,36,6,Fitzroy,0,1996-08-25 14:10:00,14.0,19,Richmond,M.C.G.,187,5,21,19,22308,Round 21,1996-08-25 13:10:00,1996
0,15,2022-11-10 21:19:17,,100,+11:00,840856200,9,Hawthorn,80,8,Hawthorn,0,1996-08-24 14:10:00,10.0,9,St Kilda,Waverley Park,63,12,21,10,22306,Round 21,1996-08-24 13:10:00,1996
0,17,2022-11-10 21:19:17,,100,+11:00,840942600,24,West Coast,78,12,Melbourne,0,1996-08-25 14:10:00,17.0,7,West Coast,Subiaco,151,11,21,11,22309,Round 21,1996-08-25 11:10:00,1996
0,4,2022-11-10 21:19:17,,100,+11:00,841461000,15,Collingwood,51,15,Brisbane Lions,0,1996-08-31 14:10:00,4.0,10,Collingwood,Victoria Park,100,6,22,2,22225,Round 22,1996-08-31 13:10:00,1996
0,5,2022-11-10 21:19:17,,100,+11:00,841396200,11,Essendon,76,10,Western Bulldogs,0,1996-08-30 20:10:00,5.0,13,Essendon,M.C.G.,79,11,22,18,22223,Round 22,1996-08-30 19:10:00,1996
0,6,2022-11-10 21:19:17,,100,+11:00,841554600,24,Fremantle,71,11,Fitzroy,0,1996-09-01 16:10:00,6.0,13,Fremantle,Subiaco,157,10,22,19,22230,Round 22,1996-09-01 13:10:00,1996
0,7,2022-11-10 21:19:17,,100,+11:00,841461000,9,Carlton,107,11,Carlton,0,1996-08-31 14:10:00,3.0,11,Geelong,Kardinia Park,65,16,22,3,22226,Round 22,1996-08-31 13:10:00,1996
0,11,2022-11-10 21:19:17,,100,+11:00,841480800,15,Hawthorn,102,12,Hawthorn,0,1996-08-31 19:40:00,10.0,11,Melbourne,M.C.G.,101,15,22,10,22227,Round 22,1996-08-31 18:40:00,1996
0,14,2022-11-10 21:19:17,,100,+11:00,841547400,16,North Melbourne,141,15,North Melbourne,0,1996-09-01 14:10:00,12.0,13,Richmond,M.C.G.,109,21,22,12,22229,Round 22,1996-09-01 13:10:00,1996
0,15,2022-11-10 21:19:17,,100,+11:00,841461000,20,St Kilda,75,9,Adelaide,0,1996-08-31 14:10:00,15.0,24,St Kilda,Waverley Park,144,11,22,1,22224,Round 22,1996-08-31 13:10:00,1996
0,16,2022-11-10 21:19:17,,100,+11:00,841480800,12,Sydney,50,14,West Coast,0,1996-08-31 19:40:00,16.0,13,Sydney,S.C.G.,85,6,22,17,22228,Round 22,1996-08-31 18:40:00,1996
0,2,2022-11-10 21:19:16,,100,+11:00,841999500,15,Brisbane Lions,100,10,Essendon,1,1996-09-06 19:45:00,2.0,11,Brisbane Lions,Gabba,101,15,23,5,22160,Finals Week 1,1996-09-06 18:45:00,1996
0,12,2022-11-10 21:19:16,,100,+11:00,842153400,19,North Melbourne,71,17,Geelong,1,1996-09-08 14:30:00,12.0,17,North Melbourne,M.C.G.,131,9,23,7,22163,Finals Week 1,1996-09-08 13:30:00,1996
0,16,2022-11-10 21:19:16,,100,+11:00,842085900,13,Sydney,84,12,Hawthorn,1,1996-09-07 19:45:00,16.0,12,Sydney,S.C.G.,90,12,23,10,22162,Finals Week 1,1996-09-07 18:45:00,1996
0,17,2022-11-10 21:19:16,,100,+11:00,842069400,18,West Coast,70,10,Carlton,1,1996-09-07 15:10:00,17.0,17,West Coast,Subiaco,125,10,23,3,22161,Finals Week 1,1996-09-07 12:10:00,1996
0,2,2022-11-10 21:19:16,,100,+11:00,842690700,26,Brisbane Lions,73,13,Carlton,1,1996-09-14 19:45:00,2.0,14,Brisbane Lions,Gabba,170,10,24,3,22189,Semi-Finals,1996-09-14 18:45:00,1996
0,17,2022-11-10 21:19:16,,100,+11:00,842671800,8,Essendon,144,12,Essendon,1,1996-09-14 14:30:00,5.0,19,West Coast,M.C.G.,67,22,24,5,22188,Semi-Finals,1996-09-14 13:30:00,1996
0,12,2022-11-10 21:19:16,,100,+11:00,843276600,17,North Melbourne,76,10,Brisbane Lions,1,1996-09-21 14:30:00,12.0,12,North Melbourne,M.C.G.,114,11,25,2,22150,Preliminary Finals,1996-09-21 13:30:00,1996
0,16,2022-11-10 21:19:16,,100,+11:00,843295500,10,Sydney,69,9,Essendon,1,1996-09-21 19:45:00,16.0,10,Sydney,S.C.G.,70,10,25,5,22151,Preliminary Finals,1996-09-21 18:45:00,1996
1,16,2022-11-10 21:19:16,,100,+11:00,843882300,13,North Melbourne,131,17,North Melbourne,1,1996-09-28 14:45:00,12.0,10,Sydney,M.C.G.,88,19,26,12,22206,Grand Final,1996-09-28 13:45:00,1996
