is_grand_final,updated,hteamid,timestr,complete,tz,unixtime,winner,ascore,hgoals,ateam,abehinds,is_final,date,hbehinds,hteam,venue,winnerteamid,round,hscore,agoals,id,ateamid,localtime,year,roundname
0,2022-01-25 11:07:11,5,Full Time,100,+10:00,1184404200,Western Bulldogs,131,14,Western Bulldogs,11,0,2007-07-14 19:10:00,14,Essendon,Docklands,18.0,15,98,20,9531,18,2007-07-14 19:10:00,2007,Round 15
0,2022-01-25 11:07:11,6,Full Time,100,+10:00,1184474400,North Melbourne,82,11,North Melbourne,10,0,2007-07-15 14:40:00,12,Fremantle,Subiaco,12.0,15,78,12,9535,12,2007-07-15 12:40:00,2007,Round 15
0,2022-01-25 11:07:11,7,Full Time,100,+10:00,1184386200,Geelong,64,11,Collingwood,10,0,2007-07-14 14:10:00,14,Geelong,M.C.G.,7.0,15,80,9,9529,4,2007-07-14 14:10:00,2007,Round 15
0,2022-01-25 11:07:11,10,Full Time,100,+10:00,1184472600,Hawthorn,76,19,Richmond,10,0,2007-07-15 14:10:00,15,Hawthorn,M.C.G.,10.0,15,129,11,9534,14,2007-07-15 14:10:00,2007,Round 15
0,2022-01-25 11:07:11,11,Full Time,100,+10:00,1184404200,Brisbane Lions,126,12,Brisbane Lions,18,0,2007-07-14 19:10:00,10,Melbourne,Gabba,2.0,15,82,18,9532,2,2007-07-14 19:10:00,2007,Round 15
0,2022-01-25 11:07:11,13,Full Time,100,+10:00,1184388000,Port Adelaide,62,22,West Coast,8,0,2007-07-14 14:40:00,21,Port Adelaide,Football Park,13.0,15,153,9,9530,17,2007-07-14 14:10:00,2007,Round 15
0,2022-01-25 11:07:11,15,Full Time,100,+10:00,1184319600,St Kilda,80,11,Adelaide,8,0,2007-07-13 19:40:00,16,St Kilda,Docklands,15.0,15,82,12,9528,1,2007-07-13 19:40:00,2007,Round 15
0,2022-01-25 11:07:11,16,Full Time,100,+10:00,1184469000,Sydney,100,25,Carlton,10,0,2007-07-15 13:10:00,12,Sydney,S.C.G.,16.0,15,162,15,9533,3,2007-07-15 13:10:00,2007,Round 15
0,2022-01-25 11:07:11,1,Full Time,100,+10:00,1184992800,Fremantle,126,15,Fremantle,6,0,2007-07-21 14:40:00,11,Adelaide,Football Park,6.0,16,101,20,9538,6,2007-07-21 14:10:00,2007,Round 16
0,2022-01-25 11:07:11,2,Full Time,100,+10:00,1185073800,Brisbane Lions,46,25,Carlton,10,0,2007-07-22 13:10:00,13,Brisbane Lions,Gabba,2.0,16,163,6,9541,3,2007-07-22 13:10:00,2007,Round 16
0,2022-01-25 11:07:11,4,Full Time,100,+10:00,1184991000,Collingwood,93,18,Essendon,9,0,2007-07-21 14:10:00,14,Collingwood,M.C.G.,4.0,16,122,14,9537,5,2007-07-21 14:10:00,2007,Round 16
0,2022-01-25 11:07:11,7,Full Time,100,+10:00,1184924400,Geelong,63,20,Western Bulldogs,9,0,2007-07-20 19:40:00,18,Geelong,Docklands,7.0,16,138,9,9536,18,2007-07-20 19:40:00,2007,Round 16
0,2022-01-25 11:07:11,12,Full Time,100,+10:00,1185088200,North Melbourne,62,19,Melbourne,8,0,2007-07-22 17:10:00,12,North Melbourne,Docklands,12.0,16,126,9,9543,11,2007-07-22 17:10:00,2007,Round 16
0,2022-01-25 11:07:11,14,Full Time,100,+10:00,1185077400,Port Adelaide,155,15,Port Adelaide,11,0,2007-07-22 14:10:00,10,Richmond,M.C.G.,13.0,16,100,24,9542,13,2007-07-22 14:10:00,2007,Round 16
0,2022-01-25 11:07:11,15,Full Time,100,+10:00,1185009000,St Kilda,78,14,Hawthorn,12,0,2007-07-21 19:10:00,11,St Kilda,Docklands,15.0,16,95,11,9539,10,2007-07-21 19:10:00,2007,Round 16
0,2022-01-25 11:07:11,17,Full Time,100,+10:00,1185003600,West Coast,100,16,Sydney,10,0,2007-07-21 17:40:00,16,West Coast,Subiaco,17.0,16,112,15,9540,16,2007-07-21 15:40:00,2007,Round 16
0,2022-01-25 11:07:11,3,Full Time,100,+10:00,1185595800,St Kilda,111,15,St Kilda,15,0,2007-07-28 14:10:00,11,Carlton,Docklands,15.0,17,101,16,9545,15,2007-07-28 14:10:00,2007,Round 17
0,2022-01-25 11:07:11,4,Full Time,100,+10:00,1185613800,Brisbane Lions,149,7,Brisbane Lions,17,0,2007-07-28 19:10:00,14,Collingwood,M.C.G.,2.0,17,56,22,9547,2,2007-07-28 19:10:00,2007,Round 17
0,2022-01-25 11:07:11,5,Full Time,100,+10:00,1185682200,Essendon,105,18,Adelaide,9,0,2007-07-29 14:10:00,9,Essendon,Docklands,5.0,17,117,16,9550,1,2007-07-29 14:10:00,2007,Round 17
0,2022-01-25 11:07:11,6,Full Time,100,+10:00,1185595800,Geelong,140,10,Geelong,20,0,2007-07-28 14:10:00,12,Fremantle,Subiaco,7.0,17,72,20,9546,7,2007-07-28 12:10:00,2007,Round 17
0,2022-01-25 11:07:11,10,Full Time,100,+10:00,1185678600,North Melbourne,108,10,North Melbourne,12,0,2007-07-29 13:10:00,11,Hawthorn,York Park,12.0,17,71,16,9549,12,2007-07-29 13:10:00,2007,Round 17
0,2022-01-25 11:07:11,13,Full Time,100,+10:00,1185689400,Port Adelaide,74,25,Melbourne,8,0,2007-07-29 16:10:00,13,Port Adelaide,Football Park,13.0,17,163,11,9551,11,2007-07-29 15:40:00,2007,Round 17
0,2022-01-25 11:07:11,16,Full Time,100,+10:00,1185613800,Sydney,72,21,Richmond,12,0,2007-07-28 19:10:00,12,Sydney,S.C.G.,16.0,17,138,10,9548,14,2007-07-28 19:10:00,2007,Round 17
0,2022-01-25 11:07:11,18,Full Time,100,+10:00,1185529200,West Coast,158,9,West Coast,14,0,2007-07-27 19:40:00,17,Western Bulldogs,Docklands,17.0,17,71,24,9544,17,2007-07-27 19:40:00,2007,Round 17
0,2022-01-25 11:07:11,1,Full Time,100,+10:00,1186218600,Adelaide,65,9,Port Adelaide,5,0,2007-08-04 19:10:00,19,Adelaide,Football Park,1.0,18,73,10,9556,13,2007-08-04 18:40:00,2007,Round 18
0,2022-01-25 11:07:11,2,Full Time,100,+10:00,1186218600,Brisbane Lions,40,10,North Melbourne,10,0,2007-08-04 19:10:00,17,Brisbane Lions,Gabba,2.0,18,77,5,9555,12,2007-08-04 19:10:00,2007,Round 18
0,2022-01-25 11:07:11,3,Full Time,100,+10:00,1186200600,Collingwood,120,14,Collingwood,12,0,2007-08-04 14:10:00,12,Carlton,M.C.G.,4.0,18,96,18,9553,4,2007-08-04 14:10:00,2007,Round 18
0,2022-01-25 11:07:11,7,Full Time,100,+10:00,1186200600,Geelong,69,21,Richmond,3,0,2007-08-04 14:10:00,13,Geelong,Kardinia Park,7.0,18,139,11,9554,14,2007-08-04 14:10:00,2007,Round 18
0,2022-01-25 11:07:11,10,Full Time,100,+10:00,1186287000,Hawthorn,56,17,Essendon,14,0,2007-08-05 14:10:00,17,Hawthorn,M.C.G.,10.0,18,119,7,9558,5,2007-08-05 14:10:00,2007,Round 18
0,2022-01-25 11:07:11,11,Full Time,100,+10:00,1186283400,Sydney,112,9,Sydney,10,0,2007-08-05 13:10:00,10,Melbourne,Manuka Oval,16.0,18,64,17,9557,16,2007-08-05 13:10:00,2007,Round 18
0,2022-01-25 11:07:11,17,Full Time,100,+10:00,1186288800,Fremantle,124,14,Fremantle,10,0,2007-08-05 14:40:00,13,West Coast,Subiaco,6.0,18,97,19,9559,6,2007-08-05 12:40:00,2007,Round 18
0,2022-01-25 11:07:11,18,Full Time,100,+10:00,1186134000,,85,12,St Kilda,13,0,2007-08-03 19:40:00,13,Western Bulldogs,Docklands,,18,85,12,9552,15,2007-08-03 19:40:00,2007,Round 18
0,2022-01-25 11:07:11,6,Full Time,100,+10:00,1186893600,Fremantle,77,21,Essendon,11,0,2007-08-12 14:40:00,14,Fremantle,Subiaco,6.0,19,140,11,9567,5,2007-08-12 12:40:00,2007,Round 19
0,2022-01-25 11:07:11,7,Full Time,100,+10:00,1186891800,Geelong,70,15,Adelaide,10,0,2007-08-12 14:10:00,13,Geelong,Kardinia Park,7.0,19,103,10,9566,1,2007-08-12 14:10:00,2007,Round 19
0,2022-01-25 11:07:11,10,Full Time,100,+10:00,1186805400,Hawthorn,91,17,Brisbane Lions,13,0,2007-08-11 14:10:00,13,Hawthorn,M.C.G.,10.0,19,115,13,9561,2,2007-08-11 14:10:00,2007,Round 19
0,2022-01-25 11:07:11,11,Full Time,100,+10:00,1186823400,Melbourne,87,19,Western Bulldogs,15,0,2007-08-11 19:10:00,15,Melbourne,Docklands,11.0,19,129,12,9563,18,2007-08-11 19:10:00,2007,Round 19
0,2022-01-25 11:07:11,12,Full Time,100,+10:00,1186888200,West Coast,119,15,West Coast,17,0,2007-08-12 13:10:00,12,North Melbourne,Docklands,17.0,19,102,17,9565,17,2007-08-12 13:10:00,2007,Round 19
0,2022-01-25 11:07:11,13,Full Time,100,+10:00,1186807200,Port Adelaide,93,17,Carlton,9,0,2007-08-11 14:40:00,14,Port Adelaide,Football Park,13.0,19,116,14,9562,3,2007-08-11 14:10:00,2007,Round 19
0,2022-01-25 11:07:11,14,Full Time,100,+10:00,1186738800,Richmond,96,18,Collingwood,12,0,2007-08-10 19:40:00,8,Richmond,M.C.G.,14.0,19,116,14,9560,4,2007-08-10 19:40:00,2007,Round 19
0,2022-01-25 11:07:11,16,Full Time,100,+10:00,1186823400,Sydney,65,12,St Kilda,11,0,2007-08-11 19:10:00,10,Sydney,Stadium Australia,16.0,19,82,9,9564,15,2007-08-11 19:10:00,2007,Round 19
0,2022-01-25 11:07:11,1,Full Time,100,+10:00,1187503800,Adelaide,73,15,Western Bulldogs,7,0,2007-08-19 16:10:00,17,Adelaide,Football Park,1.0,20,107,11,9575,18,2007-08-19 15:40:00,2007,Round 20
0,2022-01-25 11:07:11,2,Full Time,100,+10:00,1187428200,,63,9,Sydney,15,0,2007-08-18 19:10:00,9,Brisbane Lions,Gabba,,20,63,8,9571,16,2007-08-18 19:10:00,2007,Round 20
0,2022-01-25 11:07:11,4,Full Time,100,+10:00,1187343600,Collingwood,70,11,Melbourne,16,0,2007-08-17 19:40:00,15,Collingwood,M.C.G.,4.0,20,81,9,9568,11,2007-08-17 19:40:00,2007,Round 20
0,2022-01-25 11:07:11,5,Full Time,100,+10:00,1187410200,Essendon,108,18,Carlton,12,0,2007-08-18 14:10:00,10,Essendon,M.C.G.,5.0,20,118,16,9569,3,2007-08-18 14:10:00,2007,Round 20
0,2022-01-25 11:07:11,10,Full Time,100,+10:00,1187493000,Port Adelaide,87,12,Port Adelaide,15,0,2007-08-19 13:10:00,10,Hawthorn,York Park,13.0,20,82,12,9573,13,2007-08-19 13:10:00,2007,Round 20
0,2022-01-25 11:07:11,12,Full Time,100,+10:00,1187496600,Geelong,118,13,Geelong,16,0,2007-08-19 14:10:00,13,North Melbourne,Docklands,7.0,20,91,17,9574,7,2007-08-19 14:10:00,2007,Round 20
0,2022-01-25 11:07:11,15,Full Time,100,+10:00,1187410200,St Kilda,96,19,Fremantle,12,0,2007-08-18 14:10:00,12,St Kilda,Docklands,15.0,20,126,14,9570,6,2007-08-18 14:10:00,2007,Round 20
0,2022-01-25 11:07:11,17,Full Time,100,+10:00,1187422800,West Coast,86,18,Richmond,14,0,2007-08-18 17:40:00,9,West Coast,Subiaco,17.0,20,117,12,9572,14,2007-08-18 15:40:00,2007,Round 20
0,2022-01-25 11:07:11,1,Full Time,100,+10:00,1188033000,Adelaide,60,12,Brisbane Lions,12,0,2007-08-25 19:10:00,14,Adelaide,Football Park,1.0,21,86,8,9580,2,2007-08-25 18:40:00,2007,Round 21
0,2022-01-25 11:07:11,3,Full Time,100,+10:00,1188015000,North Melbourne,161,11,North Melbourne,17,0,2007-08-25 14:10:00,13,Carlton,Docklands,12.0,21,79,24,9577,12,2007-08-25 14:10:00,2007,Round 21
0,2022-01-25 11:07:11,4,Full Time,100,+10:00,1188033000,Collingwood,76,15,Sydney,10,0,2007-08-25 19:10:00,11,Collingwood,M.C.G.,4.0,21,101,11,9579,16,2007-08-25 19:10:00,2007,Round 21
0,2022-01-25 11:07:11,5,Full Time,100,+10:00,1188112200,Richmond,119,13,Richmond,17,0,2007-08-26 17:10:00,14,Essendon,M.C.G.,14.0,21,92,17,9583,14,2007-08-26 17:10:00,2007,Round 21
0,2022-01-25 11:07:11,6,Full Time,100,+10:00,1188015000,Fremantle,85,22,Melbourne,13,0,2007-08-25 14:10:00,12,Fremantle,Subiaco,6.0,21,144,12,9578,11,2007-08-25 12:10:00,2007,Round 21
0,2022-01-25 11:07:11,7,Full Time,100,+10:00,1188101400,Port Adelaide,106,15,Port Adelaide,10,0,2007-08-26 14:10:00,11,Geelong,Kardinia Park,13.0,21,101,16,9582,13,2007-08-26 14:10:00,2007,Round 21
0,2022-01-25 11:07:11,15,Full Time,100,+10:00,1187948400,West Coast,106,14,West Coast,10,0,2007-08-24 19:40:00,14,St Kilda,Docklands,17.0,21,98,16,9576,17,2007-08-24 19:40:00,2007,Round 21
0,2022-01-25 11:07:11,18,Full Time,100,+10:00,1188097800,Hawthorn,151,10,Hawthorn,19,0,2007-08-26 13:10:00,7,Western Bulldogs,Docklands,10.0,21,67,22,9581,10,2007-08-26 13:10:00,2007,Round 21
0,2022-01-25 11:07:11,2,Full Time,100,+10:00,1188637800,Geelong,145,15,Geelong,13,0,2007-09-01 19:10:00,13,Brisbane Lions,Gabba,7.0,22,103,22,9587,7,2007-09-01 19:10:00,2007,Round 22
0,2022-01-25 11:07:11,4,Full Time,100,+10:00,1188553200,Adelaide,94,11,Adelaide,10,0,2007-08-31 19:40:00,9,Collingwood,Docklands,1.0,22,75,14,9584,1,2007-08-31 19:40:00,2007,Round 22
0,2022-01-25 11:07:11,11,Full Time,100,+10:00,1188717000,Melbourne,108,21,Carlton,18,0,2007-09-02 17:10:00,13,Melbourne,M.C.G.,11.0,22,139,15,9591,3,2007-09-02 17:10:00,2007,Round 22
0,2022-01-25 11:07:11,13,Full Time,100,+10:00,1188637800,Port Adelaide,85,17,Fremantle,13,0,2007-09-01 19:10:00,15,Port Adelaide,Football Park,13.0,22,117,12,9588,6,2007-09-01 18:40:00,2007,Round 22
0,2022-01-25 11:07:11,14,Full Time,100,+10:00,1188619800,St Kilda,102,13,St Kilda,18,0,2007-09-01 14:10:00,14,Richmond,M.C.G.,15.0,22,92,14,9585,15,2007-09-01 14:10:00,2007,Round 22
0,2022-01-25 11:07:11,16,Full Time,100,+10:00,1188702600,Sydney,69,22,Hawthorn,9,0,2007-09-02 13:10:00,9,Sydney,S.C.G.,16.0,22,141,10,9589,10,2007-09-02 13:10:00,2007,Round 22
0,2022-01-25 11:07:11,17,Full Time,100,+10:00,1188619800,West Coast,124,21,Essendon,10,0,2007-09-01 14:10:00,6,West Coast,Subiaco,17.0,22,132,19,9586,5,2007-09-01 12:10:00,2007,Round 22
0,2022-01-25 11:07:11,18,Full Time,100,+10:00,1188706200,North Melbourne,157,14,North Melbourne,19,0,2007-09-02 14:10:00,9,Western Bulldogs,Docklands,12.0,22,93,23,9590,12,2007-09-02 14:10:00,2007,Round 22
0,2022-01-25 11:07:11,4,Full Time,100,+10:00,1189243800,Collingwood,87,18,Sydney,9,2,2007-09-08 19:30:00,17,Collingwood,M.C.G.,4.0,23,125,13,9594,16,2007-09-08 19:30:00,2007,Finals Week 1
0,2022-01-25 11:07:11,7,Full Time,100,+10:00,1189313100,Geelong,50,23,North Melbourne,2,3,2007-09-09 14:45:00,18,Geelong,M.C.G.,7.0,23,156,8,9595,12,2007-09-09 14:45:00,2007,Finals Week 1
0,2022-01-25 11:07:11,10,Full Time,100,+10:00,1189225800,Hawthorn,102,15,Adelaide,12,2,2007-09-08 14:30:00,15,Hawthorn,Docklands,10.0,23,105,15,9593,1,2007-09-08 14:30:00,2007,Finals Week 1
0,2022-01-25 11:07:11,13,Full Time,100,+10:00,1189158600,Port Adelaide,65,9,West Coast,11,3,2007-09-07 19:50:00,14,Port Adelaide,Football Park,13.0,23,68,9,9592,17,2007-09-07 19:20:00,2007,Finals Week 1
0,2022-01-25 11:07:11,12,Full Time,100,+10:00,1189848600,North Melbourne,60,14,Hawthorn,12,4,2007-09-15 19:30:00,9,North Melbourne,M.C.G.,12.0,24,93,8,9597,10,2007-09-15 19:30:00,2007,Semi-Finals
0,2022-01-25 11:07:11,17,Full Time,100,+10:00,1189759500,Collingwood,93,10,Collingwood,15,4,2007-09-14 18:45:00,14,West Coast,Subiaco,4.0,24,74,13,9596,4,2007-09-14 16:45:00,2007,Semi-Finals
0,2022-01-25 11:07:11,7,Full Time,100,+10:00,1190368200,Geelong,87,13,Collingwood,9,5,2007-09-21 19:50:00,14,Geelong,M.C.G.,7.0,25,92,13,9598,4,2007-09-21 19:50:00,2007,Preliminary Finals
0,2022-01-25 11:07:11,13,Full Time,100,+10:00,1190440800,Port Adelaide,46,20,North Melbourne,16,5,2007-09-22 16:00:00,13,Port Adelaide,Football Park,13.0,25,133,5,9599,12,2007-09-22 15:30:00,2007,Preliminary Finals
1,2022-01-25 11:07:11,7,Full Time,100,+10:00,1191040200,Geelong,44,24,Port Adelaide,8,6,2007-09-29 14:30:00,19,Geelong,M.C.G.,7.0,26,163,6,9600,13,2007-09-29 14:30:00,2007,Grand Final
