unixtime,winner,ascore,hgoals,ateam,abehinds,is_grand_final,hteamid,updated,timestr,complete,tz,ateamid,id,roundname,localtime,year,is_final,date,winnerteamid,hteam,venue,hbehinds,agoals,hscore,round
995083800,Sydney,98,11,Sydney,14,0,10,2022-01-25 11:07:28,Full Time,100,+10:00,16,10641,Round 15,2001-07-14 14:10:00,2001,0,2001-07-14 14:10:00,16,Hawthorn,M.C.G.,11,14,77,15
995101800,Port Adelaide,52,14,Richmond,10,0,13,2022-01-25 11:07:28,Full Time,100,+10:00,14,10642,Round 15,2001-07-14 18:40:00,2001,0,2001-07-14 19:10:00,13,Port Adelaide,Football Park,12,7,96,15
995017200,Adelaide,156,9,Adelaide,18,0,15,2022-01-25 11:07:28,Full Time,100,+10:00,1,10638,Round 15,2001-07-13 19:40:00,2001,0,2001-07-13 19:40:00,1,St Kilda,Docklands,5,23,59,15
995163000,North Melbourne,154,17,North Melbourne,10,0,17,2022-01-25 11:07:28,Full Time,100,+10:00,12,10643,Round 15,2001-07-15 10:10:00,2001,0,2001-07-15 12:10:00,12,West Coast,Subiaco,8,24,110,15
995083800,Western Bulldogs,85,16,Fremantle,19,0,18,2022-01-25 11:07:28,Full Time,100,+10:00,6,10640,Round 15,2001-07-14 14:10:00,2001,0,2001-07-14 14:10:00,18,Western Bulldogs,Docklands,23,11,119,15
995773200,Sydney,105,7,Sydney,9,0,1,2022-01-25 11:07:28,Full Time,100,+10:00,16,10651,Round 16,2001-07-22 13:10:00,2001,0,2001-07-22 13:40:00,16,Adelaide,Football Park,14,16,56,16
995708400,Brisbane Lions,60,13,Port Adelaide,12,0,2,2022-01-25 11:07:28,Full Time,100,+10:00,13,10650,Round 16,2001-07-21 19:40:00,2001,0,2001-07-21 19:40:00,2,Brisbane Lions,Gabba,16,8,94,16
995688600,Carlton,56,19,Fremantle,8,0,3,2022-01-25 11:07:28,Full Time,100,+10:00,6,10647,Round 16,2001-07-21 14:10:00,2001,0,2001-07-21 14:10:00,3,Carlton,Princes Park,17,8,131,16
995688600,Hawthorn,144,14,Hawthorn,18,0,4,2022-01-25 11:07:28,Full Time,100,+10:00,10,10648,Round 16,2001-07-21 14:10:00,2001,0,2001-07-21 14:10:00,10,Collingwood,M.C.G.,5,21,89,16
995775000,Essendon,159,27,North Melbourne,9,0,5,2022-01-25 11:07:28,Full Time,100,+10:00,12,10652,Round 16,2001-07-22 14:10:00,2001,0,2001-07-22 14:10:00,5,Essendon,M.C.G.,9,25,171,16
995622000,Richmond,86,19,Melbourne,14,0,14,2022-01-25 11:07:28,Full Time,100,+10:00,11,10646,Round 16,2001-07-20 19:40:00,2001,0,2001-07-20 19:40:00,14,Richmond,M.C.G.,13,12,127,16
995706000,Western Bulldogs,112,12,Western Bulldogs,16,0,15,2022-01-25 11:07:28,Full Time,100,+10:00,18,10649,Round 16,2001-07-21 19:00:00,2001,0,2001-07-21 19:00:00,18,St Kilda,Docklands,6,16,78,16
995775000,Geelong,150,12,Geelong,18,0,17,2022-01-25 11:07:28,Full Time,100,+10:00,7,10653,Round 16,2001-07-22 12:10:00,2001,0,2001-07-22 14:10:00,7,West Coast,Subiaco,8,22,80,16
996306000,Collingwood,119,13,Collingwood,5,0,6,2022-01-25 11:07:28,Full Time,100,+10:00,4,10658,Round 17,2001-07-28 15:40:00,2001,0,2001-07-28 17:40:00,4,Fremantle,Subiaco,12,19,90,17
996293400,Geelong,66,12,St Kilda,6,0,7,2022-01-25 11:07:28,Full Time,100,+10:00,15,10656,Round 17,2001-07-28 14:10:00,2001,0,2001-07-28 14:10:00,7,Geelong,Kardinia Park,6,10,78,17
996379800,Hawthorn,93,15,Carlton,15,0,10,2022-01-25 11:07:28,Full Time,100,+10:00,3,10660,Round 17,2001-07-29 14:10:00,2001,0,2001-07-29 14:10:00,10,Hawthorn,M.C.G.,6,13,96,17
996293400,Adelaide,100,12,Adelaide,10,0,11,2022-01-25 11:07:28,Full Time,100,+10:00,1,10655,Round 17,2001-07-28 14:10:00,2001,0,2001-07-28 14:10:00,1,Melbourne,M.C.G.,12,15,84,17
996310800,Brisbane Lions,136,18,Brisbane Lions,10,0,12,2022-01-25 11:07:28,Full Time,100,+10:00,2,10657,Round 17,2001-07-28 19:00:00,2001,0,2001-07-28 19:00:00,2,North Melbourne,Docklands,7,21,115,17
996378000,Port Adelaide,97,15,Essendon,13,0,13,2022-01-25 11:07:28,Full Time,100,+10:00,5,10659,Round 17,2001-07-29 13:10:00,2001,0,2001-07-29 13:40:00,13,Port Adelaide,Football Park,14,14,104,17
996379800,Sydney,48,11,West Coast,12,0,16,2022-01-25 11:07:28,Full Time,100,+10:00,17,10661,Round 17,2001-07-29 14:10:00,2001,0,2001-07-29 14:10:00,16,Sydney,S.C.G.,17,6,83,17
996226800,Richmond,102,15,Richmond,12,0,18,2022-01-25 11:07:28,Full Time,100,+10:00,14,10654,Round 17,2001-07-27 19:40:00,2001,0,2001-07-27 19:40:00,14,Western Bulldogs,Docklands,10,15,100,17
996984600,Brisbane Lions,103,19,Western Bulldogs,13,0,2,2022-01-25 11:07:28,Full Time,100,+10:00,18,10668,Round 18,2001-08-05 14:10:00,2001,0,2001-08-05 14:10:00,2,Brisbane Lions,Gabba,22,15,136,18
996984600,Carlton,102,14,Carlton,6,0,5,2022-01-25 11:07:28,Full Time,100,+10:00,3,10667,Round 18,2001-08-05 14:10:00,2001,0,2001-08-05 14:10:00,3,Essendon,M.C.G.,11,16,95,18
996898200,Melbourne,103,15,Melbourne,7,0,7,2022-01-25 11:07:28,Full Time,100,+10:00,11,10664,Round 18,2001-08-04 14:10:00,2001,0,2001-08-04 14:10:00,11,Geelong,M.C.G.,10,16,100,18
996898200,Fremantle,106,13,Fremantle,10,0,10,2022-01-25 11:07:28,Full Time,100,+10:00,6,10663,Round 18,2001-08-04 14:10:00,2001,0,2001-08-04 14:10:00,6,Hawthorn,Docklands,12,16,90,18
996982800,Port Adelaide,99,16,Adelaide,9,0,13,2022-01-25 11:07:28,Full Time,100,+10:00,1,10666,Round 18,2001-08-05 13:10:00,2001,0,2001-08-05 13:40:00,13,Port Adelaide,Football Park,11,15,107,18
996831600,Richmond,51,10,Collingwood,15,0,14,2022-01-25 11:07:28,Full Time,100,+10:00,4,10662,Round 18,2001-08-03 19:40:00,2001,0,2001-08-03 19:40:00,14,Richmond,M.C.G.,11,6,71,18
996918000,Sydney,36,22,North Melbourne,18,0,16,2022-01-25 11:07:28,Full Time,100,+10:00,12,10665,Round 18,2001-08-04 19:40:00,2001,0,2001-08-04 19:40:00,16,Sydney,S.C.G.,11,3,143,18
996984600,West Coast,79,26,St Kilda,7,0,17,2022-01-25 11:07:28,Full Time,100,+10:00,15,10669,Round 18,2001-08-05 12:10:00,2001,0,2001-08-05 14:10:00,17,West Coast,Subiaco,15,12,171,18
997521000,Adelaide,53,16,Carlton,5,0,1,2022-01-25 11:07:28,Full Time,100,+10:00,3,10673,Round 19,2001-08-11 18:40:00,2001,0,2001-08-11 19:10:00,1,Adelaide,Football Park,10,8,106,19
997589400,Brisbane Lions,97,19,Richmond,7,0,2,2022-01-25 11:07:28,Full Time,100,+10:00,14,10676,Round 19,2001-08-12 14:10:00,2001,0,2001-08-12 14:10:00,2,Brisbane Lions,Gabba,14,15,128,19
997589400,Collingwood,77,17,Western Bulldogs,11,0,4,2022-01-25 11:07:28,Full Time,100,+10:00,18,10674,Round 19,2001-08-12 14:10:00,2001,0,2001-08-12 14:10:00,4,Collingwood,M.C.G.,17,11,119,19
997589400,Essendon,77,11,Sydney,11,0,5,2022-01-25 11:07:28,Full Time,100,+10:00,16,10675,Round 19,2001-08-12 14:10:00,2001,0,2001-08-12 14:10:00,5,Essendon,Docklands,13,11,79,19
997520400,Hawthorn,156,10,Hawthorn,12,0,11,2022-01-25 11:07:28,Full Time,100,+10:00,10,10672,Round 19,2001-08-11 19:00:00,2001,0,2001-08-11 19:00:00,10,Melbourne,M.C.G.,11,24,71,19
997436400,North Melbourne,82,21,Geelong,10,0,12,2022-01-25 11:07:28,Full Time,100,+10:00,7,10670,Round 19,2001-08-10 19:40:00,2001,0,2001-08-10 19:40:00,12,North Melbourne,Docklands,5,12,131,19
997503000,Port Adelaide,125,16,Port Adelaide,11,0,15,2022-01-25 11:07:28,Full Time,100,+10:00,13,10671,Round 19,2001-08-11 14:10:00,2001,0,2001-08-11 14:10:00,13,St Kilda,Docklands,18,19,114,19
997589400,West Coast,64,14,Fremantle,10,0,17,2022-01-25 11:07:28,Full Time,100,+10:00,6,10677,Round 19,2001-08-12 12:10:00,2001,0,2001-08-12 14:10:00,17,West Coast,Subiaco,14,9,98,19
998127600,Essendon,107,13,Essendon,17,0,4,2022-01-25 11:07:28,Full Time,100,+10:00,5,10681,Round 20,2001-08-18 19:40:00,2001,0,2001-08-18 19:40:00,5,Collingwood,M.C.G.,9,15,87,20
998194200,Brisbane Lions,138,12,Brisbane Lions,12,0,6,2022-01-25 11:07:28,Full Time,100,+10:00,2,10685,Round 20,2001-08-19 12:10:00,2001,0,2001-08-19 14:10:00,2,Fremantle,Subiaco,15,21,87,20
998194200,Western Bulldogs,125,12,Western Bulldogs,23,0,10,2022-01-25 11:07:28,Full Time,100,+10:00,18,10683,Round 20,2001-08-19 14:10:00,2001,0,2001-08-19 14:10:00,18,Hawthorn,M.C.G.,7,17,79,20
998041200,Adelaide,162,15,Adelaide,12,0,12,2022-01-25 11:07:28,Full Time,100,+10:00,1,10678,Round 20,2001-08-17 19:40:00,2001,0,2001-08-17 19:40:00,1,North Melbourne,Docklands,10,25,100,20
998125800,Port Adelaide,69,14,Geelong,9,0,13,2022-01-25 11:07:28,Full Time,100,+10:00,7,10680,Round 20,2001-08-18 18:40:00,2001,0,2001-08-18 19:10:00,13,Port Adelaide,Football Park,15,10,99,20
998107800,Richmond,73,20,West Coast,13,0,14,2022-01-25 11:07:28,Full Time,100,+10:00,17,10679,Round 20,2001-08-18 14:10:00,2001,0,2001-08-18 14:10:00,14,Richmond,Docklands,18,10,138,20
998194200,Carlton,148,16,Carlton,16,0,15,2022-01-25 11:07:28,Full Time,100,+10:00,3,10682,Round 20,2001-08-19 14:10:00,2001,0,2001-08-19 14:10:00,3,St Kilda,Docklands,8,22,104,20
998194200,Melbourne,131,14,Melbourne,17,0,16,2022-01-25 11:07:28,Full Time,100,+10:00,11,10684,Round 20,2001-08-19 14:10:00,2001,0,2001-08-19 14:10:00,11,Sydney,S.C.G.,14,19,98,20
998797200,Adelaide,53,13,Hawthorn,5,0,1,2022-01-25 11:07:28,Full Time,100,+10:00,10,10690,Round 21,2001-08-26 13:10:00,2001,0,2001-08-26 13:40:00,1,Adelaide,Football Park,13,8,91,21
998712600,Carlton,62,20,Collingwood,8,0,3,2022-01-25 11:07:28,Full Time,100,+10:00,4,10687,Round 21,2001-08-25 14:10:00,2001,0,2001-08-25 14:10:00,3,Carlton,M.C.G.,10,9,130,21
998799000,Brisbane Lions,110,9,Brisbane Lions,14,0,7,2022-01-25 11:07:28,Full Time,100,+10:00,2,10692,Round 21,2001-08-26 14:10:00,2001,0,2001-08-26 14:10:00,2,Geelong,Kardinia Park,13,16,67,21
998799000,Melbourne,79,16,Fremantle,7,0,11,2022-01-25 11:07:28,Full Time,100,+10:00,6,10691,Round 21,2001-08-26 14:10:00,2001,0,2001-08-26 14:10:00,11,Melbourne,Docklands,18,12,114,21
998646000,Richmond,88,13,North Melbourne,10,0,14,2022-01-25 11:07:28,Full Time,100,+10:00,12,10686,Round 21,2001-08-24 19:40:00,2001,0,2001-08-24 19:40:00,14,Richmond,M.C.G.,14,13,92,21
998799000,Sydney,55,21,St Kilda,7,0,16,2022-01-25 11:07:28,Full Time,100,+10:00,15,10693,Round 21,2001-08-26 14:10:00,2001,0,2001-08-26 14:10:00,16,Sydney,S.C.G.,16,8,142,21
998725200,Essendon,136,6,Essendon,10,0,17,2022-01-25 11:07:28,Full Time,100,+10:00,5,10689,Round 21,2001-08-25 15:40:00,2001,0,2001-08-25 17:40:00,5,West Coast,Subiaco,11,21,47,21
998712600,Port Adelaide,150,10,Port Adelaide,18,0,18,2022-01-25 11:07:28,Full Time,100,+10:00,13,10688,Round 21,2001-08-25 14:10:00,2001,0,2001-08-25 14:10:00,13,Western Bulldogs,Docklands,13,22,73,21
999337200,Brisbane Lions,62,13,Sydney,8,0,2,2022-01-25 11:07:28,Full Time,100,+10:00,16,10697,Round 22,2001-09-01 19:40:00,2001,0,2001-09-01 19:40:00,2,Brisbane Lions,Gabba,15,9,93,22
999317400,Carlton,27,13,Geelong,9,0,3,2022-01-25 11:07:28,Full Time,100,+10:00,7,10695,Round 22,2001-09-01 14:10:00,2001,0,2001-09-01 14:10:00,3,Carlton,Princes Park,19,3,97,22
999250800,Richmond,107,12,Richmond,5,0,5,2022-01-25 11:07:28,Full Time,100,+10:00,14,10694,Round 22,2001-08-31 19:40:00,2001,0,2001-08-31 19:40:00,14,Essendon,M.C.G.,11,17,83,22
999333600,Fremantle,83,17,Adelaide,17,0,6,2022-01-25 11:07:28,Full Time,100,+10:00,1,10698,Round 22,2001-09-01 16:40:00,2001,0,2001-09-01 18:40:00,6,Fremantle,Subiaco,18,11,120,22
999334800,St Kilda,89,13,St Kilda,11,0,10,2022-01-25 11:07:28,Full Time,100,+10:00,15,10696,Round 22,2001-09-01 19:00:00,2001,0,2001-09-01 19:00:00,15,Hawthorn,M.C.G.,9,13,87,22
999402000,Collingwood,126,11,Collingwood,12,0,12,2022-01-25 11:07:28,Full Time,100,+10:00,4,10699,Round 22,2001-09-02 13:40:00,2001,0,2001-09-02 13:40:00,4,North Melbourne,Manuka Oval,17,19,83,22
999402000,Port Adelaide,51,24,West Coast,9,0,13,2022-01-25 11:07:28,Full Time,100,+10:00,17,10700,Round 22,2001-09-02 13:10:00,2001,0,2001-09-02 13:40:00,13,Port Adelaide,Football Park,19,7,163,22
999403800,Melbourne,133,19,Melbourne,7,0,18,2022-01-25 11:07:28,Full Time,100,+10:00,11,10701,Round 22,2001-09-02 14:10:00,2001,0,2001-09-02 14:10:00,11,Western Bulldogs,Docklands,9,21,123,22
999942300,Brisbane Lions,56,12,Port Adelaide,8,0,2,2022-01-25 11:07:28,Full Time,100,+10:00,13,10704,Finals Week 1,2001-09-08 19:45:00,2001,3,2001-09-08 19:45:00,2,Brisbane Lions,Gabba,16,8,88,23
999923400,Carlton,50,17,Adelaide,14,0,3,2022-01-25 11:07:28,Full Time,100,+10:00,1,10703,Finals Week 1,2001-09-08 14:30:00,2001,2,2001-09-08 14:30:00,3,Carlton,M.C.G.,16,6,118,23
999855900,Essendon,43,17,Richmond,13,0,5,2022-01-25 11:07:28,Full Time,100,+10:00,14,10702,Finals Week 1,2001-09-07 19:45:00,2001,3,2001-09-07 19:45:00,5,Essendon,M.C.G.,11,5,113,23
1000009800,Hawthorn,74,19,Sydney,8,0,10,2022-01-25 11:07:28,Full Time,100,+10:00,16,10705,Finals Week 1,2001-09-09 14:30:00,2001,2,2001-09-09 14:30:00,10,Hawthorn,Docklands,15,11,129,23
1000545300,Hawthorn,72,10,Hawthorn,12,0,13,2022-01-25 11:07:28,Full Time,100,+10:00,10,10707,Semi-Finals,2001-09-15 18:45:00,2001,4,2001-09-15 19:15:00,10,Port Adelaide,Football Park,9,10,69,24
1000528200,Richmond,56,10,Carlton,14,0,14,2022-01-25 11:07:28,Full Time,100,+10:00,3,10706,Semi-Finals,2001-09-15 14:30:00,2001,4,2001-09-15 14:30:00,14,Richmond,M.C.G.,7,7,67,24
1001151900,Brisbane Lions,68,20,Richmond,8,0,2,2022-01-25 11:07:28,Full Time,100,+10:00,14,10709,Preliminary Finals,2001-09-22 19:45:00,2001,5,2001-09-22 19:45:00,2,Brisbane Lions,Gabba,16,10,136,25
1001133000,Essendon,67,11,Hawthorn,13,0,5,2022-01-25 11:07:28,Full Time,100,+10:00,10,10708,Preliminary Finals,2001-09-22 14:30:00,2001,5,2001-09-22 14:30:00,5,Essendon,M.C.G.,10,9,76,25
1001737800,Brisbane Lions,108,12,Brisbane Lions,18,1,5,2022-01-25 11:07:28,Full Time,100,+10:00,2,10710,Grand Final,2001-09-29 14:30:00,2001,6,2001-09-29 14:30:00,2,Essendon,M.C.G.,10,15,82,26
