unixtime,ascore,hgoals,winner,abehinds,ateam,is_grand_final,hteamid,updated,complete,timestr,tz,ateamid,id,roundname,localtime,year,is_final,date,winnerteamid,venue,hteam,hbehinds,agoals,hscore,round
1220155800,121,6,Richmond,13,Richmond,0,11,2022-01-25 11:07:08,100,Full Time,+10:00,14,9405,Round 22,2008-08-31 14:10:00,2008,0,2008-08-31 14:10:00,14.0,M.C.G.,Melbourne,5,18,41,22
1220065800,148,10,Port Adelaide,10,Port Adelaide,0,12,2022-01-25 11:07:08,100,Full Time,+10:00,13,9400,Round 22,2008-08-30 13:10:00,2008,0,2008-08-30 13:10:00,13.0,M.C.G.,North Melbourne,12,23,72,22
1220087400,53,17,Sydney,17,Brisbane Lions,0,16,2022-01-25 11:07:08,100,Full Time,+10:00,2,9404,Round 22,2008-08-30 19:10:00,2008,0,2008-08-30 19:10:00,16.0,S.C.G.,Sydney,12,6,114,22
1220673600,125,14,Collingwood,11,Collingwood,0,1,2022-01-25 11:07:08,100,Full Time,+10:00,4,9408,Finals Week 1,2008-09-06 13:30:00,2008,2,2008-09-06 14:00:00,4.0,Football Park,Adelaide,10,19,94,23
1220762400,61,17,Geelong,13,St Kilda,0,7,2022-01-25 11:07:08,100,Full Time,+10:00,15,9410,Finals Week 1,2008-09-07 14:40:00,2008,3,2008-09-07 14:40:00,7.0,M.C.G.,Geelong,17,8,119,23
1220608200,76,18,Hawthorn,10,Western Bulldogs,0,10,2022-01-25 11:07:08,100,Full Time,+10:00,18,9407,Finals Week 1,2008-09-05 19:50:00,2008,3,2008-09-05 19:50:00,10.0,M.C.G.,Hawthorn,19,11,127,23
1220693400,75,17,Sydney,9,North Melbourne,0,16,2022-01-25 11:07:08,100,Full Time,+10:00,12,9409,Finals Week 1,2008-09-06 19:30:00,2008,2,2008-09-06 19:30:00,16.0,Stadium Australia,Sydney,8,11,110,23
1221298200,72,17,St Kilda,18,Collingwood,0,15,2022-01-25 11:07:08,100,Full Time,+10:00,4,9412,Semi-Finals,2008-09-13 19:30:00,2008,4,2008-09-13 19:30:00,15.0,M.C.G.,St Kilda,4,9,106,24
1221213000,69,16,Western Bulldogs,15,Sydney,0,18,2022-01-25 11:07:08,100,Full Time,+10:00,16,9411,Semi-Finals,2008-09-12 19:50:00,2008,4,2008-09-12 19:50:00,18.0,M.C.G.,Western Bulldogs,10,9,106,24
1221817200,54,12,Geelong,12,Western Bulldogs,0,7,2022-01-25 11:07:09,100,Full Time,+10:00,18,9413,Preliminary Finals,2008-09-19 19:40:00,2008,5,2008-09-19 19:40:00,7.0,M.C.G.,Geelong,11,7,83,25
1221901200,64,18,Hawthorn,10,St Kilda,0,10,2022-01-25 11:07:09,100,Full Time,+10:00,15,9414,Preliminary Finals,2008-09-20 19:00:00,2008,5,2008-09-20 19:00:00,10.0,M.C.G.,Hawthorn,10,9,118,25
1222489800,115,11,Hawthorn,7,Hawthorn,1,7,2022-01-25 11:07:09,100,Full Time,+10:00,10,9415,Grand Final,2008-09-27 14:30:00,2008,6,2008-09-27 14:30:00,10.0,M.C.G.,Geelong,23,18,89,26
