id,ateamid,year,localtime,roundname,is_final,date,hbehinds,venue,hteam,winnerteamid,round,hscore,agoals,unixtime,hgoals,winner,ascore,abehinds,ateam,is_grand_final,updated,hteamid,timestr,complete,tz
10507,6,2002,2002-08-25 14:10:00,Round 21,0,2002-08-25 14:10:00,15,Docklands,Essendon,5.0,21,93,10,1030248600,13,Essendon,72,12,Fremantle,0,2022-01-25 11:07:25,5,Full Time,100,+10:00
10502,2,2002,2002-08-24 14:10:00,Round 21,0,2002-08-24 14:10:00,13,Kardinia Park,Geelong,2.0,21,55,16,1030162200,7,Brisbane Lions,110,14,Brisbane Lions,0,2022-01-25 11:07:25,7,Full Time,100,+10:00
10501,12,2002,2002-08-23 19:45:00,Round 21,0,2002-08-23 19:45:00,8,M.C.G.,Hawthorn,12.0,21,104,17,1030095900,16,North Melbourne,119,17,North Melbourne,0,2022-01-25 11:07:25,10,Full Time,100,+10:00
10503,16,2002,2002-08-24 14:10:00,Round 21,0,2002-08-24 14:10:00,11,M.C.G.,Melbourne,16.0,21,77,23,1030162200,11,Sydney,145,7,Sydney,0,2022-01-25 11:07:25,11,Full Time,100,+10:00
10505,13,2002,2002-08-24 15:40:00,Round 21,0,2002-08-24 17:40:00,5,Subiaco,West Coast,13.0,21,65,14,1030174800,10,Port Adelaide,103,19,Port Adelaide,0,2022-01-25 11:07:25,17,Full Time,100,+10:00
10504,3,2002,2002-08-24 19:10:00,Round 21,0,2002-08-24 19:10:00,13,Docklands,Western Bulldogs,3.0,21,97,15,1030180200,14,Carlton,99,9,Carlton,0,2022-01-25 11:07:25,18,Full Time,100,+10:00
10515,5,2002,2002-09-01 14:10:00,Round 22,0,2002-09-01 14:10:00,7,M.C.G.,Carlton,5.0,22,37,12,1030853400,5,Essendon,92,20,Essendon,0,2022-01-25 11:07:25,3,Full Time,100,+10:00
10510,18,2002,2002-08-31 14:10:00,Round 22,0,2002-08-31 14:10:00,13,M.C.G.,Collingwood,18.0,22,73,17,1030767000,10,Western Bulldogs,114,12,Western Bulldogs,0,2022-01-25 11:07:25,4,Full Time,100,+10:00
10516,1,2002,2002-09-01 11:40:00,Round 22,0,2002-09-01 13:40:00,8,Subiaco,Fremantle,1.0,22,80,17,1030851600,12,Adelaide,120,18,Adelaide,0,2022-01-25 11:07:25,6,Full Time,100,+10:00
10509,10,2002,2002-08-30 19:45:00,Round 22,0,2002-08-30 19:45:00,9,Docklands,Geelong,10.0,22,57,11,1030700700,8,Hawthorn,75,9,Hawthorn,0,2022-01-25 11:07:25,7,Full Time,100,+10:00
10514,17,2002,2002-09-01 13:10:00,Round 22,0,2002-09-01 13:10:00,18,Manuka Oval,North Melbourne,17.0,22,126,22,1030849800,18,West Coast,143,11,West Coast,0,2022-01-25 11:07:25,12,Full Time,100,+10:00
10511,2,2002,2002-08-31 13:40:00,Round 22,0,2002-08-31 14:10:00,12,Football Park,Port Adelaide,13.0,22,90,13,1030767000,13,Port Adelaide,84,6,Brisbane Lions,0,2022-01-25 11:07:25,13,Full Time,100,+10:00
10512,11,2002,2002-08-31 19:10:00,Round 22,0,2002-08-31 19:10:00,9,Docklands,St Kilda,11.0,22,117,20,1030785000,18,Melbourne,135,15,Melbourne,0,2022-01-25 11:07:25,15,Full Time,100,+10:00
10513,14,2002,2002-08-31 19:30:00,Round 22,0,2002-08-31 19:30:00,14,Stadium Australia,Sydney,16.0,22,116,11,1030786200,17,Sydney,76,10,Richmond,0,2022-01-25 11:07:25,16,Full Time,100,+10:00
10519,1,2002,2002-09-07 19:30:00,Finals Week 1,3,2002-09-07 19:30:00,13,Gabba,Brisbane Lions,2.0,23,115,5,1031391000,17,Brisbane Lions,44,14,Adelaide,0,2022-01-25 11:07:25,2,Full Time,100,+10:00
10518,17,2002,2002-09-07 14:30:00,Finals Week 1,2,2002-09-07 14:30:00,9,Docklands,Essendon,5.0,23,111,11,1031373000,17,Essendon,78,12,West Coast,0,2022-01-25 11:07:25,5,Full Time,100,+10:00
10520,12,2002,2002-09-08 14:30:00,Finals Week 1,2,2002-09-08 14:30:00,14,M.C.G.,Melbourne,11.0,23,122,11,1031459400,18,Melbourne,84,18,North Melbourne,0,2022-01-25 11:07:25,11,Full Time,100,+10:00
10517,4,2002,2002-09-06 19:00:00,Finals Week 1,3,2002-09-06 19:30:00,11,Football Park,Port Adelaide,4.0,23,95,16,1031304600,14,Collingwood,108,12,Collingwood,0,2022-01-25 11:07:25,13,Full Time,100,+10:00
10522,1,2002,2002-09-14 19:30:00,Semi-Finals,4,2002-09-14 19:30:00,16,M.C.G.,Melbourne,1.0,24,118,20,1031995800,17,Adelaide,130,10,Adelaide,0,2022-01-25 11:07:25,11,Full Time,100,+10:00
10521,5,2002,2002-09-13 19:00:00,Semi-Finals,4,2002-09-13 19:30:00,17,Football Park,Port Adelaide,13.0,24,83,8,1031909400,11,Port Adelaide,59,11,Essendon,0,2022-01-25 11:07:25,13,Full Time,100,+10:00
10523,4,2002,2002-09-21 14:30:00,Preliminary Finals,5,2002-09-21 14:30:00,9,M.C.G.,Adelaide,4.0,25,63,13,1032582600,9,Collingwood,91,13,Collingwood,0,2022-01-25 11:07:25,1,Full Time,100,+10:00
10524,13,2002,2002-09-21 19:30:00,Preliminary Finals,5,2002-09-21 19:30:00,12,Gabba,Brisbane Lions,2.0,25,138,12,1032600600,21,Brisbane Lions,82,10,Port Adelaide,0,2022-01-25 11:07:25,2,Full Time,100,+10:00
10525,2,2002,2002-09-28 14:30:00,Grand Final,6,2002-09-28 14:30:00,12,M.C.G.,Collingwood,2.0,26,66,10,1033187400,9,Brisbane Lions,75,15,Brisbane Lions,1,2022-01-25 11:07:25,4,Full Time,100,+10:00
