date,is_final,hscore,agoals,round,winnerteamid,hteam,hbehinds,venue,ateamid,id,roundname,localtime,year,hteamid,updated,is_grand_final,tz,timestr,complete,unixtime,abehinds,ateam,ascore,hgoals,winner
2003-08-09 13:40:00,0,67,13,19,1.0,West Coast,7,Subiaco,1,10302,Round 19,2003-08-09 11:40:00,2003,17,2022-01-25 11:07:23,0,+10:00,Full Time,100,1060400400,13,Adelaide,91,10,Adelaide
2003-08-17 13:10:00,0,76,14,20,16.0,Brisbane Lions,16,Gabba,16,10313,Round 20,2003-08-17 13:10:00,2003,2,2022-01-25 11:07:23,0,+10:00,Full Time,100,1061089800,6,Sydney,90,10,Sydney
2003-08-16 14:10:00,0,75,26,20,15.0,Carlton,9,Princes Park,15,10309,Round 20,2003-08-16 14:10:00,2003,3,2022-01-25 11:07:23,0,+10:00,Full Time,100,1061007000,10,St Kilda,166,11,St Kilda
2003-08-15 19:40:00,0,108,11,20,4.0,Collingwood,18,Docklands,1,10308,Round 20,2003-08-15 19:40:00,2003,4,2022-01-25 11:07:23,0,+10:00,Full Time,100,1060940400,5,Adelaide,71,15,Collingwood
2003-08-17 14:10:00,0,92,7,20,5.0,Essendon,14,M.C.G.,14,10314,Round 20,2003-08-17 14:10:00,2003,5,2022-01-25 11:07:23,0,+10:00,Full Time,100,1061093400,11,Richmond,53,13,Essendon
2003-08-17 13:40:00,0,133,12,20,6.0,Fremantle,25,Subiaco,18,10315,Round 20,2003-08-17 11:40:00,2003,6,2022-01-25 11:07:23,0,+10:00,Full Time,100,1061091600,5,Western Bulldogs,77,18,Fremantle
2003-08-16 14:10:00,0,63,9,20,,Geelong,9,Kardinia Park,17,10310,Round 20,2003-08-16 14:10:00,2003,7,2022-01-25 11:07:23,0,+10:00,Full Time,100,1061007000,9,West Coast,63,9,
2003-08-16 19:10:00,0,96,16,20,10.0,North Melbourne,12,Docklands,10,10311,Round 20,2003-08-16 19:10:00,2003,12,2022-01-25 11:07:23,0,+10:00,Full Time,100,1061025000,14,Hawthorn,110,14,Hawthorn
2003-08-16 19:10:00,0,112,15,20,13.0,Port Adelaide,10,Football Park,11,10312,Round 20,2003-08-16 18:40:00,2003,13,2022-01-25 11:07:23,0,+10:00,Full Time,100,1061025000,8,Melbourne,98,17,Port Adelaide
2003-08-23 14:10:00,0,64,9,21,12.0,Adelaide,4,Football Park,12,10318,Round 21,2003-08-23 13:40:00,2003,1,2022-01-25 11:07:23,0,+10:00,Full Time,100,1061611800,20,North Melbourne,74,10,North Melbourne
2003-08-23 19:10:00,0,123,13,21,2.0,Brisbane Lions,9,Gabba,7,10319,Round 21,2003-08-23 19:10:00,2003,2,2022-01-25 11:07:23,0,+10:00,Full Time,100,1061629800,8,Geelong,86,19,Brisbane Lions
2003-08-23 14:10:00,0,133,11,21,5.0,Essendon,13,Docklands,6,10317,Round 21,2003-08-23 14:10:00,2003,5,2022-01-25 11:07:23,0,+10:00,Full Time,100,1061611800,7,Fremantle,73,20,Essendon
2003-08-22 19:40:00,0,138,10,21,10.0,Hawthorn,18,M.C.G.,3,10316,Round 21,2003-08-22 19:40:00,2003,10,2022-01-25 11:07:23,0,+10:00,Full Time,100,1061545200,4,Carlton,64,20,Hawthorn
2003-08-24 14:10:00,0,104,18,21,13.0,Richmond,8,Docklands,13,10322,Round 21,2003-08-24 14:10:00,2003,14,2022-01-25 11:07:23,0,+10:00,Full Time,100,1061698200,16,Port Adelaide,124,16,Port Adelaide
2003-08-24 13:10:00,0,95,3,21,15.0,St Kilda,17,York Park,18,10321,Round 21,2003-08-24 13:10:00,2003,15,2022-01-25 11:07:23,0,+10:00,Full Time,100,1061694600,12,Western Bulldogs,30,13,St Kilda
2003-08-23 19:20:00,0,81,14,21,4.0,Sydney,9,Stadium Australia,4,10320,Round 21,2003-08-23 19:20:00,2003,16,2022-01-25 11:07:23,0,+10:00,Full Time,100,1061630400,15,Collingwood,99,12,Collingwood
2003-08-24 13:40:00,0,143,14,21,17.0,West Coast,17,Subiaco,11,10323,Round 21,2003-08-24 11:40:00,2003,17,2022-01-25 11:07:23,0,+10:00,Full Time,100,1061696400,7,Melbourne,91,21,West Coast
2003-08-31 14:10:00,0,63,28,22,12.0,Carlton,9,Docklands,12,10330,Round 22,2003-08-31 14:10:00,2003,3,2022-01-25 11:07:23,0,+10:00,Full Time,100,1062303000,19,North Melbourne,187,9,North Melbourne
2003-08-29 19:40:00,0,83,9,22,4.0,Collingwood,11,M.C.G.,5,10324,Round 22,2003-08-29 19:40:00,2003,4,2022-01-25 11:07:23,0,+10:00,Full Time,100,1062150000,13,Essendon,67,12,Collingwood
2003-08-30 14:10:00,0,84,9,22,7.0,Geelong,12,Kardinia Park,15,10325,Round 22,2003-08-30 14:10:00,2003,7,2022-01-25 11:07:23,0,+10:00,Full Time,100,1062216600,11,St Kilda,65,12,Geelong
2003-08-30 14:10:00,0,60,14,22,16.0,Melbourne,6,M.C.G.,16,10326,Round 22,2003-08-30 14:10:00,2003,11,2022-01-25 11:07:23,0,+10:00,Full Time,100,1062216600,10,Sydney,94,9,Sydney
2003-08-31 13:10:00,0,94,12,22,13.0,Port Adelaide,10,Football Park,1,10329,Round 22,2003-08-31 12:40:00,2003,13,2022-01-25 11:07:23,0,+10:00,Full Time,100,1062299400,6,Adelaide,78,14,Port Adelaide
2003-08-31 14:10:00,0,74,11,22,10.0,Richmond,8,M.C.G.,10,10331,Round 22,2003-08-31 14:10:00,2003,14,2022-01-25 11:07:23,0,+10:00,Full Time,100,1062303000,12,Hawthorn,78,11,Hawthorn
2003-08-30 19:40:00,0,82,14,22,6.0,West Coast,16,Subiaco,6,10328,Round 22,2003-08-30 17:40:00,2003,17,2022-01-25 11:07:23,0,+10:00,Full Time,100,1062236400,12,Fremantle,96,11,Fremantle
2003-08-30 19:10:00,0,86,26,22,2.0,Western Bulldogs,8,Docklands,2,10327,Round 22,2003-08-30 19:10:00,2003,18,2022-01-25 11:07:23,0,+10:00,Full Time,100,1062234600,14,Brisbane Lions,170,13,Brisbane Lions
2003-09-06 14:30:00,2,113,8,23,1.0,Adelaide,17,Football Park,17,10333,Finals Week 1,2003-09-06 14:00:00,2003,1,2022-01-25 11:07:23,0,+10:00,Full Time,100,1062822600,9,West Coast,57,16,Adelaide
2003-09-06 19:30:00,3,66,7,23,4.0,Collingwood,12,M.C.G.,2,10334,Finals Week 1,2003-09-06 19:30:00,2003,4,2022-01-25 11:07:23,0,+10:00,Full Time,100,1062840600,9,Brisbane Lions,51,9,Collingwood
2003-09-05 18:40:00,2,57,15,23,5.0,Fremantle,9,Subiaco,5,10332,Finals Week 1,2003-09-05 16:40:00,2003,6,2022-01-25 11:07:23,0,+10:00,Full Time,100,1062751200,11,Essendon,101,8,Essendon
2003-09-07 14:30:00,3,88,15,23,16.0,Port Adelaide,10,Football Park,16,10335,Finals Week 1,2003-09-07 14:00:00,2003,13,2022-01-25 11:07:23,0,+10:00,Full Time,100,1062909000,10,Sydney,100,13,Sydney
2003-09-12 19:30:00,4,124,12,24,2.0,Brisbane Lions,16,Gabba,1,10336,Semi-Finals,2003-09-12 19:30:00,2003,2,2022-01-25 11:07:23,0,+10:00,Full Time,100,1063359000,10,Adelaide,82,18,Brisbane Lions
2003-09-13 19:30:00,4,83,6,24,13.0,Port Adelaide,11,Football Park,5,10337,Semi-Finals,2003-09-13 19:00:00,2003,13,2022-01-25 11:07:23,0,+10:00,Full Time,100,1063445400,8,Essendon,44,12,Port Adelaide
2003-09-20 14:30:00,5,112,9,25,4.0,Collingwood,10,M.C.G.,13,10338,Preliminary Finals,2003-09-20 14:30:00,2003,4,2022-01-25 11:07:23,0,+10:00,Full Time,100,1064032200,14,Port Adelaide,68,17,Collingwood
2003-09-20 19:30:00,5,56,14,25,2.0,Sydney,8,Stadium Australia,2,10339,Preliminary Finals,2003-09-20 19:30:00,2003,16,2022-01-25 11:07:23,0,+10:00,Full Time,100,1064050200,16,Brisbane Lions,100,8,Brisbane Lions
2003-09-27 14:30:00,6,84,20,26,2.0,Collingwood,12,M.C.G.,2,10340,Grand Final,2003-09-27 14:30:00,2003,4,2022-01-25 11:07:23,1,+10:00,Full Time,100,1064637000,14,Brisbane Lions,134,12,Brisbane Lions
