roundname,localtime,year,ateamid,id,winnerteamid,venue,hbehinds,hteam,agoals,hscore,round,is_final,date,winner,ascore,hgoals,abehinds,ateam,unixtime,complete,timestr,tz,is_grand_final,hteamid,updated
Round 24,2011-09-04 16:40:00,2011,12,1433,12.0,Docklands,13,Richmond,15,91,24,0,2011-09-04 16:40:00,North Melbourne,104,13,14,North Melbourne,1315118400,100,Full Time,+10:00,0,14,2018-06-26 12:16:50
Round 24,2011-09-03 16:10:00,2011,2,1425,16.0,S.C.G.,11,Sydney,9,119,24,0,2011-09-03 16:10:00,Sydney,67,18,13,Brisbane Lions,1315030200,100,Full Time,+10:00,0,16,2018-06-26 12:16:50
Round 24,2011-09-03 17:10:00,2011,1,1431,17.0,Subiaco,13,West Coast,7,145,24,0,2011-09-03 19:10:00,West Coast,50,22,8,Adelaide,1315041000,100,Full Time,+10:00,0,17,2018-06-26 12:16:50
Round 24,2011-09-03 14:10:00,2011,6,1424,18.0,Docklands,17,Western Bulldogs,8,107,24,0,2011-09-03 14:10:00,Western Bulldogs,61,15,13,Fremantle,1315023000,100,Full Time,+10:00,0,18,2018-06-26 12:16:50
Finals Week 1,2011-09-11 14:40:00,2011,5,1437,3.0,M.C.G.,23,Carlton,13,149,25,2,2011-09-11 14:40:00,Carlton,87,21,9,Essendon,1315716000,100,Full Time,+10:00,0,3,2018-06-26 12:16:50
Finals Week 1,2011-09-10 14:20:00,2011,17,1435,4.0,M.C.G.,10,Collingwood,9,82,25,3,2011-09-10 14:20:00,Collingwood,62,12,8,West Coast,1315628400,100,Full Time,+10:00,0,4,2018-06-26 12:16:50
Finals Week 1,2011-09-09 19:45:00,2011,10,1434,7.0,M.C.G.,14,Geelong,9,98,25,3,2011-09-09 19:45:00,Geelong,67,14,13,Hawthorn,1315561500,100,Full Time,+10:00,0,7,2018-06-26 12:16:50
Finals Week 1,2011-09-10 19:20:00,2011,16,1436,16.0,Docklands,9,St Kilda,12,57,25,2,2011-09-10 19:20:00,Sydney,82,8,10,Sydney,1315646400,100,Full Time,+10:00,0,15,2018-06-26 12:16:50
Semi-Finals,2011-09-16 19:45:00,2011,16,1438,10.0,M.C.G.,8,Hawthorn,13,122,26,4,2011-09-16 19:45:00,Hawthorn,86,19,8,Sydney,1316166300,100,Full Time,+10:00,0,10,2018-06-26 12:16:50
Semi-Finals,2011-09-17 17:50:00,2011,3,1439,17.0,Subiaco,11,West Coast,15,101,26,4,2011-09-17 19:50:00,West Coast,98,15,8,Carlton,1316253000,100,Full Time,+10:00,0,17,2018-06-26 12:16:50
Preliminary Finals,2011-09-23 19:45:00,2011,10,1440,4.0,M.C.G.,8,Collingwood,9,68,27,5,2011-09-23 19:45:00,Collingwood,65,10,11,Hawthorn,1316771100,100,Full Time,+10:00,0,4,2018-06-26 12:16:50
Preliminary Finals,2011-09-24 14:20:00,2011,17,1441,7.0,M.C.G.,15,Geelong,10,117,27,5,2011-09-24 14:20:00,Geelong,69,17,9,West Coast,1316838000,100,Full Time,+10:00,0,7,2018-06-26 12:16:50
Grand Final,2011-10-01 14:30:00,2011,7,1442,7.0,M.C.G.,9,Collingwood,18,81,28,6,2011-10-01 14:30:00,Geelong,119,12,11,Geelong,1317443400,100,Full Time,+10:00,1,4,2018-06-26 12:16:50
