unixtime,winner,ascore,hgoals,abehinds,ateam,is_grand_final,updated,hteamid,timestr,complete,tz,id,ateamid,year,localtime,roundname,is_final,date,venue,hbehinds,hteam,winnerteamid,round,agoals,hscore
899608200,Collingwood,61,10,7,Geelong,0,2022-11-10 21:14:18,4,,100,+11:00,21771,7,1998,1998-07-05 13:10:00,Round 15,0,1998-07-05 14:10:00,M.C.G.,11,Collingwood,4.0,15,9,71
899521800,Essendon,81,16,9,Port Adelaide,0,2022-11-10 21:14:18,5,,100,+11:00,21767,13,1998,1998-07-04 13:10:00,Round 15,0,1998-07-04 14:10:00,M.C.G.,12,Essendon,5.0,15,12,108
899612400,Sydney,82,10,4,Sydney,0,2022-11-10 21:14:18,6,,100,+11:00,21773,16,1998,1998-07-05 12:20:00,Round 15,0,1998-07-05 15:20:00,Subiaco,9,Fremantle,16.0,15,13,69
899455200,Richmond,70,20,4,Carlton,0,2022-11-10 21:14:18,14,,100,+11:00,21766,3,1998,1998-07-03 18:40:00,Round 15,0,1998-07-03 19:40:00,M.C.G.,12,Richmond,14.0,15,11,132
899521800,North Melbourne,145,12,13,North Melbourne,0,2022-11-10 21:14:18,15,,100,+11:00,21769,12,1998,1998-07-04 13:10:00,Round 15,0,1998-07-04 14:10:00,Waverley Park,7,St Kilda,12.0,15,22,79
899521800,Western Bulldogs,65,12,11,Melbourne,0,2022-11-10 21:14:18,18,,100,+11:00,21768,11,1998,1998-07-04 13:10:00,Round 15,0,1998-07-04 14:10:00,Princes Park,11,Western Bulldogs,18.0,15,9,83
900668400,Carlton,105,16,9,Carlton,0,2022-11-10 21:14:18,1,,100,+11:00,21756,3,1998,1998-07-17 19:10:00,Round 16,0,1998-07-17 20:40:00,Football Park,5,Adelaide,3.0,16,16,101
900817800,Essendon,75,14,15,Richmond,0,2022-11-10 21:14:18,5,,100,+11:00,21761,14,1998,1998-07-19 13:10:00,Round 16,0,1998-07-19 14:10:00,M.C.G.,10,Essendon,5.0,16,10,94
900731400,St Kilda,100,10,10,St Kilda,0,2022-11-10 21:14:18,7,,100,+11:00,21759,15,1998,1998-07-18 13:10:00,Round 16,0,1998-07-18 14:10:00,Kardinia Park,16,Geelong,15.0,16,15,76
900751200,Collingwood,124,4,10,Collingwood,0,2022-11-10 21:14:18,10,,100,+11:00,21760,4,1998,1998-07-18 18:40:00,Round 16,0,1998-07-18 19:40:00,Waverley Park,14,Hawthorn,4.0,16,19,38
900731400,Melbourne,83,16,5,Fremantle,0,2022-11-10 21:14:18,11,,100,+11:00,21758,6,1998,1998-07-18 13:10:00,Round 16,0,1998-07-18 14:10:00,M.C.G.,10,Melbourne,11.0,16,13,106
900819600,Sydney,84,18,12,Port Adelaide,0,2022-11-10 21:14:18,16,,100,+11:00,21762,13,1998,1998-07-19 13:40:00,Round 16,0,1998-07-19 14:40:00,S.C.G.,10,Sydney,16.0,16,12,118
900822000,North Melbourne,94,11,16,North Melbourne,0,2022-11-10 21:14:18,17,,100,+11:00,21763,12,1998,1998-07-19 12:20:00,Round 16,0,1998-07-19 15:20:00,Subiaco,14,West Coast,12.0,16,13,80
900731400,Western Bulldogs,86,27,8,Brisbane Lions,0,2022-11-10 21:14:18,18,,100,+11:00,21757,2,1998,1998-07-18 13:10:00,Round 16,0,1998-07-18 14:10:00,Princes Park,15,Western Bulldogs,18.0,16,13,177
901422600,Sydney,149,14,17,Sydney,0,2022-11-10 21:14:18,2,,100,+11:00,21813,16,1998,1998-07-26 13:10:00,Round 17,0,1998-07-26 14:10:00,Gabba,5,Brisbane Lions,16.0,17,22,89
901336200,Carlton,105,29,15,Western Bulldogs,0,2022-11-10 21:14:18,3,,100,+11:00,21807,18,1998,1998-07-25 13:10:00,Round 17,0,1998-07-25 14:10:00,Princes Park,11,Carlton,3.0,17,15,185
901336200,West Coast,86,9,8,West Coast,0,2022-11-10 21:14:18,4,,100,+11:00,21808,17,1998,1998-07-25 13:10:00,Round 17,0,1998-07-25 14:10:00,Victoria Park,11,Collingwood,17.0,17,13,65
901273200,Fremantle,97,14,7,Adelaide,0,2022-11-10 21:14:18,6,,100,+11:00,21806,1,1998,1998-07-24 17:40:00,Round 17,0,1998-07-24 20:40:00,Subiaco,14,Fremantle,6.0,17,15,98
901336200,North Melbourne,87,22,9,Melbourne,0,2022-11-10 21:14:18,12,,100,+11:00,21809,11,1998,1998-07-25 13:10:00,Round 17,0,1998-07-25 14:10:00,M.C.G.,20,North Melbourne,12.0,17,13,152
901359600,Port Adelaide,98,18,8,Hawthorn,0,2022-11-10 21:14:18,13,,100,+11:00,21810,10,1998,1998-07-25 19:10:00,Round 17,0,1998-07-25 20:40:00,Football Park,11,Port Adelaide,13.0,17,15,119
901422600,Richmond,58,10,10,Geelong,0,2022-11-10 21:14:18,14,,100,+11:00,21812,7,1998,1998-07-26 13:10:00,Round 17,0,1998-07-26 14:10:00,M.C.G.,7,Richmond,14.0,17,8,67
901422600,Essendon,90,13,6,Essendon,0,2022-11-10 21:14:18,15,,100,+11:00,21811,5,1998,1998-07-26 13:10:00,Round 17,0,1998-07-26 14:10:00,Waverley Park,9,St Kilda,5.0,17,14,87
901964400,Adelaide,67,19,7,St Kilda,0,2022-11-10 21:14:18,1,,100,+11:00,21911,15,1998,1998-08-01 19:10:00,Round 18,0,1998-08-01 20:40:00,Football Park,23,Adelaide,1.0,18,10,137
901874400,Western Bulldogs,110,10,14,Western Bulldogs,0,2022-11-10 21:14:18,4,,100,+11:00,21907,18,1998,1998-07-31 18:40:00,Round 18,0,1998-07-31 19:40:00,M.C.G.,7,Collingwood,18.0,18,16,67
902027400,Essendon,78,12,12,Carlton,0,2022-11-10 21:14:18,5,,100,+11:00,21912,3,1998,1998-08-02 13:10:00,Round 18,0,1998-08-02 14:10:00,M.C.G.,12,Essendon,5.0,18,11,84
901941000,Sydney,121,12,7,Sydney,0,2022-11-10 21:14:18,7,,100,+11:00,21909,16,1998,1998-08-01 13:10:00,Round 18,0,1998-08-01 14:10:00,Kardinia Park,15,Geelong,16.0,18,19,87
902027400,Hawthorn,34,10,10,Richmond,0,2022-11-10 21:14:18,10,,100,+11:00,21913,14,1998,1998-08-02 13:10:00,Round 18,0,1998-08-02 14:10:00,Waverley Park,10,Hawthorn,10.0,18,4,70
901941000,Melbourne,56,22,8,Brisbane Lions,0,2022-11-10 21:14:18,11,,100,+11:00,21910,2,1998,1998-08-01 13:10:00,Round 18,0,1998-08-01 14:10:00,M.C.G.,19,Melbourne,11.0,18,8,151
901932000,North Melbourne,76,18,16,Port Adelaide,0,2022-11-10 21:14:18,12,,100,+11:00,21908,13,1998,1998-08-01 10:40:00,Round 18,0,1998-08-01 11:40:00,Manuka Oval,23,North Melbourne,12.0,18,10,131
902027400,West Coast,60,15,12,Fremantle,0,2022-11-10 21:14:18,17,,100,+11:00,21914,6,1998,1998-08-02 11:10:00,Round 18,0,1998-08-02 14:10:00,Subiaco,9,West Coast,17.0,18,8,99
902636400,Adelaide,70,22,10,Port Adelaide,0,2022-11-10 21:14:18,1,,100,+11:00,21940,13,1998,1998-08-09 13:50:00,Round 19,0,1998-08-09 15:20:00,Football Park,12,Adelaide,1.0,19,10,144
902479200,North Melbourne,113,12,23,North Melbourne,0,2022-11-10 21:14:18,2,,100,+11:00,21933,12,1998,1998-08-07 18:40:00,Round 19,0,1998-08-07 19:40:00,Gabba,14,Brisbane Lions,12.0,19,15,86
902569200,Essendon,119,12,11,Essendon,0,2022-11-10 21:14:18,6,,100,+11:00,21937,5,1998,1998-08-08 17:40:00,Round 19,0,1998-08-08 20:40:00,Subiaco,14,Fremantle,5.0,19,18,86
902545800,Melbourne,64,16,16,Carlton,0,2022-11-10 21:14:18,11,,100,+11:00,21934,3,1998,1998-08-08 13:10:00,Round 19,0,1998-08-08 14:10:00,M.C.G.,17,Melbourne,11.0,19,8,113
902632200,Richmond,67,12,13,Collingwood,0,2022-11-10 21:14:18,14,,100,+11:00,21938,4,1998,1998-08-09 13:10:00,Round 19,0,1998-08-09 14:10:00,M.C.G.,14,Richmond,14.0,19,9,86
902545800,Hawthorn,128,10,14,Hawthorn,0,2022-11-10 21:14:18,15,,100,+11:00,21936,10,1998,1998-08-08 13:10:00,Round 19,0,1998-08-08 14:10:00,Waverley Park,9,St Kilda,10.0,19,19,69
902634000,Sydney,68,10,14,West Coast,0,2022-11-10 21:14:18,16,,100,+11:00,21939,17,1998,1998-08-09 13:40:00,Round 19,0,1998-08-09 14:40:00,S.C.G.,14,Sydney,16.0,19,9,74
902545800,Geelong,97,13,13,Geelong,0,2022-11-10 21:14:18,18,,100,+11:00,21935,7,1998,1998-08-08 13:10:00,Round 19,0,1998-08-08 14:10:00,Princes Park,18,Western Bulldogs,7.0,19,14,96
903170400,Hawthorn,94,7,16,Hawthorn,0,2022-11-10 21:14:18,2,,100,+11:00,21778,10,1998,1998-08-15 18:40:00,Round 20,0,1998-08-15 19:40:00,Gabba,17,Brisbane Lions,10.0,20,13,59
903237000,Carlton,104,19,14,St Kilda,0,2022-11-10 21:14:18,3,,100,+11:00,21779,15,1998,1998-08-16 13:10:00,Round 20,0,1998-08-16 14:10:00,M.C.G.,20,Carlton,3.0,20,15,134
903150600,Essendon,99,16,15,Collingwood,0,2022-11-10 21:14:18,5,,100,+11:00,21776,4,1998,1998-08-15 13:10:00,Round 20,0,1998-08-15 14:10:00,M.C.G.,13,Essendon,5.0,20,14,109
903150600,Adelaide,118,6,10,Adelaide,0,2022-11-10 21:14:18,7,,100,+11:00,21775,1,1998,1998-08-15 13:10:00,Round 20,0,1998-08-15 14:10:00,Kardinia Park,8,Geelong,1.0,20,18,44
903084000,North Melbourne,47,22,5,Fremantle,0,2022-11-10 21:14:18,12,,100,+11:00,21774,6,1998,1998-08-14 18:40:00,Round 20,0,1998-08-14 19:40:00,M.C.G.,19,North Melbourne,12.0,20,7,151
903238800,Melbourne,94,10,10,Melbourne,0,2022-11-10 21:14:18,13,,100,+11:00,21780,11,1998,1998-08-16 13:10:00,Round 20,0,1998-08-16 14:40:00,Football Park,11,Port Adelaide,11.0,20,14,71
903241200,West Coast,73,16,7,Richmond,0,2022-11-10 21:14:18,17,,100,+11:00,21781,14,1998,1998-08-16 12:20:00,Round 20,0,1998-08-16 15:20:00,Subiaco,16,West Coast,17.0,20,11,112
903150600,Western Bulldogs,97,15,7,Sydney,0,2022-11-10 21:14:18,18,,100,+11:00,21777,16,1998,1998-08-15 13:10:00,Round 20,0,1998-08-15 14:10:00,Waverley Park,9,Western Bulldogs,18.0,20,15,99
903778800,North Melbourne,105,13,21,North Melbourne,0,2022-11-10 21:14:18,1,,100,+11:00,21825,12,1998,1998-08-22 19:10:00,Round 21,0,1998-08-22 20:40:00,Football Park,14,Adelaide,12.0,21,14,92
903841800,Carlton,118,8,16,Carlton,0,2022-11-10 21:14:18,4,,100,+11:00,21826,3,1998,1998-08-23 13:10:00,Round 21,0,1998-08-23 14:10:00,M.C.G.,15,Collingwood,3.0,21,17,63
903688800,Western Bulldogs,101,13,17,Western Bulldogs,0,2022-11-10 21:14:18,5,,100,+11:00,21822,18,1998,1998-08-21 18:40:00,Round 21,0,1998-08-21 19:40:00,M.C.G.,12,Essendon,18.0,21,14,90
903841800,Port Adelaide,124,10,10,Port Adelaide,0,2022-11-10 21:14:18,6,,100,+11:00,21828,13,1998,1998-08-23 11:10:00,Round 21,0,1998-08-23 14:10:00,Subiaco,11,Fremantle,13.0,21,19,71
903841800,Hawthorn,63,11,15,Geelong,0,2022-11-10 21:14:18,10,,100,+11:00,21827,7,1998,1998-08-23 13:10:00,Round 21,0,1998-08-23 14:10:00,Waverley Park,18,Hawthorn,10.0,21,8,84
903948000,Melbourne,83,17,11,Sydney,0,2022-11-10 21:14:18,11,,100,+11:00,21829,16,1998,1998-08-24 18:40:00,Round 21,0,1998-08-24 19:40:00,M.C.G.,12,Melbourne,11.0,21,12,114
903755400,Richmond,78,24,12,Brisbane Lions,0,2022-11-10 21:14:18,14,,100,+11:00,21823,2,1998,1998-08-22 13:10:00,Round 21,0,1998-08-22 14:10:00,M.C.G.,11,Richmond,14.0,21,11,155
903755400,St Kilda,55,9,13,West Coast,0,2022-11-10 21:14:18,15,,100,+11:00,21824,17,1998,1998-08-22 13:10:00,Round 21,0,1998-08-22 14:10:00,Waverley Park,9,St Kilda,15.0,21,7,63
904380000,Brisbane Lions,91,12,13,St Kilda,0,2022-11-10 21:14:18,2,,100,+11:00,21833,15,1998,1998-08-29 18:40:00,Round 22,0,1998-08-29 19:40:00,Gabba,20,Brisbane Lions,2.0,22,13,92
904360200,Geelong,117,19,9,Essendon,0,2022-11-10 21:14:18,7,,100,+11:00,21831,5,1998,1998-08-29 13:10:00,Round 22,0,1998-08-29 14:10:00,M.C.G.,13,Geelong,7.0,22,18,127
904360200,Hawthorn,60,22,6,Fremantle,0,2022-11-10 21:14:18,10,,100,+11:00,21832,6,1998,1998-08-29 13:10:00,Round 22,0,1998-08-29 14:10:00,Waverley Park,17,Hawthorn,10.0,22,9,149
904446600,Melbourne,57,19,9,Richmond,0,2022-11-10 21:14:18,11,,100,+11:00,21835,14,1998,1998-08-30 13:10:00,Round 22,0,1998-08-30 14:10:00,M.C.G.,19,Melbourne,11.0,22,8,133
904293600,North Melbourne,108,17,12,Western Bulldogs,0,2022-11-10 21:14:18,12,,100,+11:00,21830,18,1998,1998-08-28 18:40:00,Round 22,0,1998-08-28 19:40:00,M.C.G.,11,North Melbourne,12.0,22,16,113
904450800,Carlton,138,12,12,Carlton,0,2022-11-10 21:14:18,13,,100,+11:00,21837,3,1998,1998-08-30 13:50:00,Round 22,0,1998-08-30 15:20:00,Football Park,12,Port Adelaide,3.0,22,21,84
904448400,Sydney,107,18,11,Collingwood,0,2022-11-10 21:14:18,16,,100,+11:00,21836,4,1998,1998-08-30 13:40:00,Round 22,0,1998-08-30 14:40:00,S.C.G.,11,Sydney,16.0,22,16,119
904383600,Adelaide,106,12,16,Adelaide,0,2022-11-10 21:14:18,17,,100,+11:00,21834,1,1998,1998-08-29 17:40:00,Round 22,0,1998-08-29 20:40:00,Subiaco,9,West Coast,1.0,22,15,81
904966200,Melbourne,67,17,13,Adelaide,0,2022-11-10 21:14:18,11,,100,+11:00,21895,1,1998,1998-09-05 13:30:00,Finals Week 1,3,1998-09-05 14:30:00,M.C.G.,13,Melbourne,11.0,23,9,115
904898700,North Melbourne,60,11,12,Essendon,0,2022-11-10 21:14:18,12,,100,+11:00,21894,5,1998,1998-09-04 18:45:00,Finals Week 1,3,1998-09-04 19:45:00,M.C.G.,16,North Melbourne,12.0,23,8,82
904985100,Sydney,87,12,9,St Kilda,0,2022-11-10 21:14:18,16,,100,+11:00,21896,15,1998,1998-09-05 18:45:00,Finals Week 1,3,1998-09-05 19:45:00,S.C.G.,17,Sydney,16.0,23,13,89
905052600,Western Bulldogs,51,18,9,West Coast,0,2022-11-10 21:14:18,18,,100,+11:00,21897,17,1998,1998-09-06 13:30:00,Finals Week 1,3,1998-09-06 14:30:00,M.C.G.,13,Western Bulldogs,18.0,23,7,121
905571000,Melbourne,56,15,14,St Kilda,0,2022-11-10 21:14:18,11,,100,+11:00,21764,15,1998,1998-09-12 13:30:00,Semi-Finals,4,1998-09-12 14:30:00,M.C.G.,17,Melbourne,11.0,24,7,107
905589900,Adelaide,94,10,10,Adelaide,0,2022-11-10 21:14:18,16,,100,+11:00,21765,1,1998,1998-09-12 18:45:00,Semi-Finals,4,1998-09-12 19:45:00,S.C.G.,7,Sydney,1.0,24,14,67
906108300,North Melbourne,84,17,12,Melbourne,0,2022-11-10 21:14:18,12,,100,+11:00,21915,11,1998,1998-09-18 18:45:00,Preliminary Finals,5,1998-09-18 19:45:00,M.C.G.,12,North Melbourne,12.0,25,12,114
906175800,Adelaide,161,13,17,Adelaide,0,2022-11-10 21:14:18,18,,100,+11:00,21916,1,1998,1998-09-19 13:30:00,Preliminary Finals,5,1998-09-19 14:30:00,M.C.G.,15,Western Bulldogs,1.0,25,24,93
906781800,Adelaide,105,8,15,Adelaide,1,2022-11-10 21:14:18,12,,100,+11:00,21906,1,1998,1998-09-26 13:50:00,Grand Final,6,1998-09-26 14:50:00,M.C.G.,22,North Melbourne,1.0,26,15,70
