ascore,hgoals,winner,abehinds,ateam,unixtime,complete,timestr,tz,is_grand_final,updated,hteamid,localtime,year,roundname,id,ateamid,hbehinds,venue,hteam,winnerteamid,round,hscore,agoals,is_final,date
62,2,St Kilda,8,St Kilda,1624614600,100,Full Time,+10:00,0,2021-06-25 22:18:02,14,2021-06-25 19:50:00,2021,Round 15,6363,15,10,M.C.G.,Richmond,15.0,15,22,9,0,2021-06-25 19:50:00
98,6,Western Bulldogs,20,Western Bulldogs,1624771200,100,Full Time,+10:00,0,2021-06-27 17:56:02,17,2021-06-27 13:20:00,2021,Round 15,6365,18,7,Perth Stadium,West Coast,18.0,15,43,13,0,2021-06-27 15:20:00
111,8,Brisbane Lions,9,Brisbane Lions,1625294100,100,Full Time,+10:00,0,2021-07-03 19:22:02,1,2021-07-03 16:05:00,2021,Round 16,6373,2,11,Adelaide Oval,Adelaide,2.0,16,59,17,0,2021-07-03 16:35:00
70,8,St Kilda,10,St Kilda,1625376000,100,Full Time,+10:00,0,2021-07-04 17:54:02,4,2021-07-04 15:20:00,2021,Round 16,6366,15,13,M.C.G.,Collingwood,15.0,16,61,10,0,2021-07-04 15:20:00
80,8,Carlton,8,Carlton,1625305200,100,Full Time,+10:00,0,2021-07-03 22:14:02,6,2021-07-03 19:40:00,2021,Round 16,6374,3,16,M.C.G.,Fremantle,3.0,16,64,12,0,2021-07-03 19:40:00
57,15,Geelong,9,Essendon,1625219400,100,Full Time,+10:00,0,2021-07-02 22:32:02,7,2021-07-02 19:50:00,2021,Round 16,6367,5,8,Kardinia Park,Geelong,7.0,16,98,8,0,2021-07-02 19:50:00
67,10,Gold Coast,7,Richmond,1625131200,100,Full Time,+10:00,0,2021-07-01 21:56:03,8,2021-07-01 19:20:00,2021,Round 16,6368,14,17,Docklands,Gold Coast,8.0,16,77,10,0,2021-07-01 19:20:00
87,7,Port Adelaide,9,Port Adelaide,1625305200,100,Full Time,+10:00,0,2021-07-03 22:20:03,10,2021-07-03 19:40:00,2021,Round 16,6369,13,11,Docklands,Hawthorn,13.0,16,53,13,0,2021-07-03 19:40:00
64,7,Greater Western Sydney,10,Greater Western Sydney,1625283900,100,Full Time,+10:00,0,2021-07-03 16:16:02,11,2021-07-03 13:45:00,2021,Round 16,6370,9,13,M.C.G.,Melbourne,9.0,16,55,9,0,2021-07-03 13:45:00
26,18,Sydney,8,West Coast,1625368200,100,Full Time,+10:00,0,2021-07-04 15:44:03,16,2021-07-04 13:10:00,2021,Round 16,6371,17,10,Kardinia Park,Sydney,16.0,16,118,3,0,2021-07-04 13:10:00
79,16,Western Bulldogs,13,North Melbourne,1625380800,100,Full Time,+10:00,0,2021-07-04 19:20:02,18,2021-07-04 16:40:00,2021,Round 16,6372,12,12,Docklands,Western Bulldogs,18.0,16,108,11,0,2021-07-04 16:40:00
95,8,St Kilda,11,St Kilda,1625909100,100,Full Time,+10:00,0,2021-07-10 22:00:03,2,2021-07-10 19:25:00,2021,Round 17,6375,15,15,Carrara,Brisbane Lions,15.0,17,63,14,0,2021-07-10 19:25:00
70,5,Geelong,10,Geelong,1625898900,100,Full Time,+10:00,0,2021-07-10 19:02:02,3,2021-07-10 16:35:00,2021,Round 17,6376,7,14,M.C.G.,Carlton,7.0,17,44,10,0,2021-07-10 16:35:00
21,11,Essendon,9,Adelaide,1625824200,100,Full Time,+10:00,0,2021-07-09 22:20:07,5,2021-07-09 19:50:00,2021,Round 17,6377,1,18,Docklands,Essendon,5.0,17,84,2,0,2021-07-09 19:50:00
65,9,Gold Coast,5,Gold Coast,1625971200,100,Full Time,+10:00,0,2021-07-11 15:22:03,9,2021-07-11 12:40:00,2021,Round 17,6378,8,10,Eureka Stadium,Greater Western Sydney,8.0,17,64,10,0,2021-07-11 12:40:00
108,6,Fremantle,12,Fremantle,1625888700,100,Full Time,+10:00,0,2021-07-10 16:36:02,10,2021-07-10 13:45:00,2021,Round 17,6379,6,10,York Park,Hawthorn,6.0,17,46,16,0,2021-07-10 13:45:00
86,8,Melbourne,14,Melbourne,1625737200,100,Full Time,+10:00,0,2021-07-08 22:18:02,13,2021-07-08 19:10:00,2021,Round 17,6382,11,7,Adelaide Oval,Port Adelaide,11.0,17,55,12,0,2021-07-08 19:40:00
87,11,Collingwood,9,Collingwood,1625983800,100,Full Time,+10:00,0,2021-07-11 18:42:02,14,2021-07-11 16:10:00,2021,Round 17,6380,4,5,M.C.G.,Richmond,4.0,17,71,13,0,2021-07-11 16:10:00
70,8,North Melbourne,10,North Melbourne,1626082800,100,Full Time,+10:00,0,2021-07-12 22:16:02,17,2021-07-12 17:40:00,2021,Round 17,6383,12,12,Perth Stadium,West Coast,12.0,17,60,10,0,2021-07-12 19:40:00
79,8,Sydney,13,Sydney,1625980800,100,Full Time,+10:00,0,2021-07-11 17:54:02,18,2021-07-11 15:20:00,2021,Round 17,6381,16,12,Docklands,Western Bulldogs,16.0,17,60,11,0,2021-07-11 15:20:00
98,8,West Coast,14,West Coast,1626590400,100,Full Time,+10:00,0,2021-07-18 19:16:03,1,2021-07-18 16:10:00,2021,Round 18,6391,17,8,Adelaide Oval,Adelaide,17.0,18,56,14,0,2021-07-18 16:40:00
91,9,Carlton,13,Carlton,1626585600,100,Full Time,+10:00,0,2021-07-18 17:54:02,4,2021-07-18 15:20:00,2021,Round 18,6384,3,8,M.C.G.,Collingwood,3.0,18,62,13,0,2021-07-18 15:20:00
100,3,Geelong,16,Geelong,1626343800,100,Full Time,+10:00,0,2021-07-15 22:48:02,6,2021-07-15 18:10:00,2021,Round 18,6392,7,13,Perth Stadium,Fremantle,7.0,18,31,14,0,2021-07-15 20:10:00
90,11,Western Bulldogs,6,Western Bulldogs,1626503700,100,Full Time,+10:00,0,2021-07-17 19:16:02,8,2021-07-17 16:35:00,2021,Round 18,6385,18,13,Carrara,Gold Coast,18.0,18,79,14,0,2021-07-17 16:35:00
98,11,Sydney,8,Sydney,1626595800,100,Full Time,+10:00,0,2021-07-18 20:48:02,9,2021-07-18 18:10:00,2021,Round 18,6386,16,6,Carrara,Greater Western Sydney,16.0,18,72,15,0,2021-07-18 18:10:00
79,11,,7,Hawthorn,1626513900,100,Full Time,+10:00,0,2021-07-17 22:04:02,11,2021-07-17 19:25:00,2021,Round 18,6387,10,13,M.C.G.,Melbourne,,18,79,12,0,2021-07-17 19:25:00
92,11,Essendon,14,Essendon,1626575700,100,Full Time,+10:00,0,2021-07-18 15:12:03,12,2021-07-18 12:35:00,2021,Round 18,6388,5,8,Carrara,North Melbourne,5.0,18,74,13,0,2021-07-18 12:35:00
86,16,Richmond,8,Brisbane Lions,1626429900,100,Full Time,+10:00,0,2021-07-16 22:50:03,14,2021-07-16 20:05:00,2021,Round 18,6389,2,10,Carrara,Richmond,14.0,18,106,13,0,2021-07-16 20:05:00
74,8,Port Adelaide,14,Port Adelaide,1626493500,100,Full Time,+10:00,0,2021-07-17 17:41:29,15,2021-07-17 13:45:00,2021,Round 18,6390,13,13,Docklands,St Kilda,13.0,18,61,10,0,2021-07-17 13:45:00
83,16,Adelaide,5,Hawthorn,1627119600,100,Full Time,+10:00,0,2021-07-24 22:18:02,1,2021-07-24 19:40:00,2021,Round 19,6409,10,6,Docklands,Adelaide,1.0,19,102,13,0,2021-07-24 19:40:00
71,17,Brisbane Lions,11,Gold Coast,1627103400,100,Full Time,+10:00,0,2021-07-24 17:52:03,2,2021-07-24 15:10:00,2021,Round 19,6402,8,18,Gabba,Brisbane Lions,2.0,19,120,10,0,2021-07-24 15:10:00
116,11,North Melbourne,8,North Melbourne,1627098300,100,Full Time,+10:00,0,2021-07-24 16:22:03,3,2021-07-24 13:45:00,2021,Round 19,6393,12,11,Docklands,Carlton,12.0,19,77,18,0,2021-07-24 13:45:00
66,7,Greater Western Sydney,12,Greater Western Sydney,1627200600,100,Full Time,+10:00,0,2021-07-25 20:40:02,5,2021-07-25 18:10:00,2021,Round 19,6394,9,11,Carrara,Essendon,9.0,19,53,9,0,2021-07-25 18:10:00
57,15,Geelong,9,Richmond,1627190400,100,Full Time,+10:00,0,2021-07-25 17:56:03,7,2021-07-25 15:20:00,2021,Round 19,6395,14,5,M.C.G.,Geelong,7.0,19,95,8,0,2021-07-25 15:20:00
85,9,Western Bulldogs,7,Western Bulldogs,1627118700,100,Full Time,+10:00,0,2021-07-24 22:08:02,11,2021-07-24 19:25:00,2021,Round 19,6406,18,11,M.C.G.,Melbourne,18.0,19,65,13,0,2021-07-24 19:25:00
69,14,Port Adelaide,9,Collingwood,1627031400,100,Full Time,+10:00,0,2021-07-23 21:48:02,13,2021-07-23 19:10:00,2021,Round 19,6400,4,13,Docklands,Port Adelaide,13.0,19,97,10,0,2021-07-23 19:10:00
58,14,Sydney,10,Fremantle,1627180200,100,Full Time,+10:00,0,2021-07-25 15:06:03,16,2021-07-25 12:30:00,2021,Round 19,6398,6,14,Carrara,Sydney,16.0,19,98,8,0,2021-07-25 12:30:00
86,14,West Coast,8,St Kilda,1627108500,100,Full Time,+10:00,0,2021-07-24 19:12:02,17,2021-07-24 14:35:00,2021,Round 19,6401,15,10,Perth Stadium,West Coast,17.0,19,94,13,0,2021-07-24 16:35:00
45,14,Collingwood,9,West Coast,1627712100,100,Full Time,+10:00,0,2021-07-31 18:42:03,4,2021-07-31 16:15:00,2021,Round 20,6403,17,6,M.C.G.,Collingwood,4.0,20,90,6,0,2021-07-31 16:15:00
109,16,Sydney,7,Sydney,1627794600,100,Full Time,+10:00,0,2021-08-01 17:48:03,5,2021-08-01 15:10:00,2021,Round 20,6404,16,6,M.C.G.,Essendon,16.0,20,102,17,0,2021-08-01 15:10:00
51,7,Fremantle,15,Richmond,1627801800,100,Full Time,+10:00,0,2021-08-01 19:42:03,6,2021-08-01 15:10:00,2021,Round 20,6410,14,13,Perth Stadium,Fremantle,6.0,20,55,6,0,2021-08-01 17:10:00
128,4,Melbourne,20,Melbourne,1627783800,100,Full Time,+10:00,0,2021-08-01 14:48:02,8,2021-08-01 12:10:00,2021,Round 20,6396,11,6,Docklands,Gold Coast,11.0,20,30,18,0,2021-08-01 12:10:00
100,11,Port Adelaide,10,Port Adelaide,1627805400,100,Full Time,+10:00,0,2021-08-01 20:50:03,9,2021-08-01 18:10:00,2021,Round 20,6405,13,7,Docklands,Greater Western Sydney,13.0,20,73,15,0,2021-08-01 18:10:00
80,14,Hawthorn,8,Brisbane Lions,1627791000,100,Full Time,+10:00,0,2021-08-01 17:00:03,10,2021-08-01 14:10:00,2021,Round 20,6397,2,8,York Park,Hawthorn,10.0,20,92,12,0,2021-08-01 14:10:00
62,6,Geelong,14,Geelong,1627701300,100,Full Time,+10:00,0,2021-07-31 15:40:03,12,2021-07-31 13:15:00,2021,Round 20,6407,7,6,Bellerive Oval,North Melbourne,7.0,20,42,8,0,2021-07-31 13:15:00
112,12,Carlton,4,Carlton,1627638600,100,Full Time,+10:00,0,2021-07-30 22:32:02,15,2021-07-30 19:50:00,2021,Round 20,6408,3,9,Docklands,St Kilda,3.0,20,81,18,0,2021-07-30 19:50:00
56,15,Western Bulldogs,8,Adelaide,1627698000,100,Full Time,+10:00,0,2021-07-31 15:04:03,18,2021-07-31 12:20:00,2021,Round 20,6399,1,15,Eureka Stadium,Western Bulldogs,18.0,20,105,8,0,2021-07-31 12:20:00
55,7,Port Adelaide,13,Port Adelaide,1628329200,100,Full Time,+10:00,0,2021-08-07 22:24:02,1,2021-08-07 19:10:00,2021,Round 21,6418,13,9,Adelaide Oval,Adelaide,13.0,21,51,7,0,2021-08-07 19:40:00
76,8,Gold Coast,10,Gold Coast,1628307900,100,Full Time,+10:00,0,2021-08-07 16:20:02,3,2021-08-07 13:45:00,2021,Round 21,6412,8,9,Docklands,Carlton,8.0,21,57,11,0,2021-08-07 13:45:00
118,8,Brisbane Lions,10,Brisbane Lions,1628406600,100,Full Time,+10:00,0,2021-08-08 19:50:03,6,2021-08-08 15:10:00,2021,Round 21,6411,2,6,Perth Stadium,Fremantle,2.0,21,54,18,0,2021-08-08 17:10:00
84,8,Greater Western Sydney,6,Greater Western Sydney,1628243400,100,Full Time,+10:00,0,2021-08-06 22:30:02,7,2021-08-06 19:50:00,2021,Round 21,6413,9,17,Kardinia Park,Geelong,9.0,21,65,13,0,2021-08-06 19:50:00
78,15,Hawthorn,6,Collingwood,1628395800,100,Full Time,+10:00,0,2021-08-08 16:46:02,10,2021-08-08 14:10:00,2021,Round 21,6414,4,7,M.C.G.,Hawthorn,10.0,21,97,12,0,2021-08-08 14:10:00
56,13,Richmond,8,North Melbourne,1628318100,100,Full Time,+10:00,0,2021-08-07 19:04:02,14,2021-08-07 16:35:00,2021,Round 21,6415,12,11,M.C.G.,Richmond,14.0,21,89,8,0,2021-08-07 16:35:00
64,14,St Kilda,4,Sydney,1628329200,100,Full Time,+10:00,0,2021-08-07 22:18:02,15,2021-08-07 19:40:00,2021,Round 21,6416,16,9,Docklands,St Kilda,15.0,21,93,10,0,2021-08-07 19:40:00
72,9,Melbourne,12,Melbourne,1628503800,100,Full Time,+10:00,0,2021-08-09 23:16:02,17,2021-08-09 18:10:00,2021,Round 21,6419,11,9,Perth Stadium,West Coast,11.0,21,63,10,0,2021-08-09 20:10:00
97,12,Essendon,7,Essendon,1628400000,100,Full Time,+10:00,0,2021-08-08 17:58:03,18,2021-08-08 15:20:00,2021,Round 21,6417,5,12,Docklands,Western Bulldogs,5.0,21,84,15,0,2021-08-08 15:20:00
57,22,Brisbane Lions,9,Collingwood,1628933100,100,Full Time,+10:00,0,2021-08-14 22:12:02,2,2021-08-14 19:25:00,2021,Round 22,6420,4,10,Gabba,Brisbane Lions,2.0,22,142,8,0,2021-08-14 19:25:00
64,12,Fremantle,10,West Coast,1629011400,100,Full Time,+10:00,0,2021-08-15 19:50:03,6,2021-08-15 15:10:00,2021,Round 22,6428,17,7,Perth Stadium,Fremantle,6.0,22,79,9,0,2021-08-15 17:10:00
71,13,Geelong,5,St Kilda,1628922900,100,Full Time,+10:00,0,2021-08-14 19:12:07,7,2021-08-14 16:35:00,2021,Round 22,6421,15,7,Kardinia Park,Geelong,7.0,22,85,11,0,2021-08-14 16:35:00
98,4,Essendon,14,Essendon,1629004800,100,Full Time,+10:00,0,2021-08-15 17:52:02,8,2021-08-15 15:20:00,2021,Round 22,6422,5,6,Kardinia Park,Gold Coast,5.0,22,30,14,0,2021-08-15 15:20:00
67,16,Greater Western Sydney,7,Richmond,1628848200,100,Full Time,+10:00,0,2021-08-13 22:26:02,9,2021-08-13 19:50:00,2021,Round 22,6423,14,10,Docklands,Greater Western Sydney,9.0,22,106,10,0,2021-08-13 19:50:00
37,9,Hawthorn,7,Western Bulldogs,1628912700,100,Full Time,+10:00,0,2021-08-14 16:18:02,10,2021-08-14 13:45:00,2021,Round 22,6424,18,10,York Park,Hawthorn,10.0,22,64,5,0,2021-08-14 13:45:00
63,16,Melbourne,9,Adelaide,1629000600,100,Full Time,+10:00,0,2021-08-15 16:48:02,11,2021-08-15 14:10:00,2021,Round 22,6425,1,8,M.C.G.,Melbourne,11.0,22,104,9,0,2021-08-15 14:10:00
91,12,Sydney,13,Sydney,1628934000,100,Full Time,+10:00,0,2021-08-14 22:16:02,12,2021-08-14 19:40:00,2021,Round 22,6426,16,5,Docklands,North Melbourne,16.0,22,77,13,0,2021-08-14 19:40:00
45,21,Port Adelaide,15,Carlton,1628922900,100,Full Time,+10:00,0,2021-08-14 19:20:04,13,2021-08-14 16:05:00,2021,Round 22,6427,3,14,Adelaide Oval,Port Adelaide,13.0,22,140,5,0,2021-08-14 16:35:00
54,13,Adelaide,6,North Melbourne,1629614400,100,Full Time,+10:00,0,2021-08-28 19:44:07,1,2021-08-22 16:10:00,2021,Round 23,6437,12,20,Adelaide Oval,Adelaide,1.0,23,98,8,0,2021-08-22 16:40:00
87,19,Brisbane Lions,9,West Coast,1629527700,100,Full Time,+10:00,0,2021-08-28 19:44:07,2,2021-08-21 16:35:00,2021,Round 23,6429,17,11,Gabba,Brisbane Lions,2.0,23,125,13,0,2021-08-21 16:35:00
89,11,Greater Western Sydney,17,Greater Western Sydney,1629538800,100,Full Time,+10:00,0,2021-08-28 19:44:07,3,2021-08-21 19:40:00,2021,Round 23,6430,9,9,Docklands,Carlton,9.0,23,75,12,0,2021-08-21 19:40:00
64,16,Essendon,10,Collingwood,1629609600,100,Full Time,+10:00,0,2021-08-28 19:44:07,5,2021-08-22 15:20:00,2021,Round 23,6431,4,6,M.C.G.,Essendon,5.0,23,102,9,0,2021-08-22 15:20:00
81,12,Melbourne,9,Melbourne,1629537900,100,Full Time,+10:00,0,2021-08-28 19:44:07,7,2021-08-21 19:25:00,2021,Round 23,6432,11,5,Kardinia Park,Geelong,11.0,23,77,12,0,2021-08-21 19:25:00
83,12,,11,Hawthorn,1629516900,100,Full Time,+10:00,0,2021-08-28 19:44:07,14,2021-08-21 13:35:00,2021,Round 23,6433,10,11,M.C.G.,Richmond,,23,83,12,0,2021-08-21 13:35:00
49,17,St Kilda,13,Fremantle,1629598500,100,Full Time,+10:00,0,2021-08-28 19:44:07,15,2021-08-22 12:15:00,2021,Round 23,6434,6,5,Bellerive Oval,St Kilda,15.0,23,107,6,0,2021-08-22 12:15:00
49,21,Sydney,13,Gold Coast,1629517500,100,Full Time,+10:00,0,2021-08-28 19:44:07,16,2021-08-21 13:45:00,2021,Round 23,6435,8,10,Docklands,Sydney,16.0,23,136,6,0,2021-08-21 13:45:00
66,10,Port Adelaide,12,Port Adelaide,1629453000,100,Full Time,+10:00,0,2021-08-28 19:44:07,18,2021-08-20 19:50:00,2021,Round 23,6436,13,4,Docklands,Western Bulldogs,13.0,23,64,9,0,2021-08-20 19:50:00
60,13,Melbourne,6,Brisbane Lions,1630143000,100,Full Time,+10:00,0,2021-08-28 22:48:02,11,2021-08-28 19:00:00,2021,Finals Week 1,6440,2,15,Adelaide Oval,Melbourne,11.0,24,93,9,3,2021-08-28 19:30:00
43,12,Port Adelaide,13,Geelong,1630057800,100,Full Time,+10:00,0,2021-08-28 19:44:08,13,2021-08-27 19:20:00,2021,Finals Week 1,6441,7,14,Adelaide Oval,Port Adelaide,13.0,24,86,5,3,2021-08-27 19:50:00
74,10,Greater Western Sydney,8,Greater Western Sydney,1630128000,100,Full Time,+10:00,0,2021-08-28 19:44:08,16,2021-08-28 15:20:00,2021,Finals Week 1,6439,9,13,York Park,Sydney,9.0,24,73,11,2,2021-08-28 15:20:00
36,13,Western Bulldogs,12,Essendon,1630214400,100,Full Time,+10:00,0,2021-08-29 19:06:03,18,2021-08-29 15:20:00,2021,Finals Week 1,6438,5,7,York Park,Western Bulldogs,18.0,24,85,4,2,2021-08-29 15:20:00
79,11,Western Bulldogs,13,Western Bulldogs,1630747200,100,Full Time,+10:00,0,2021-09-04 22:54:02,2,2021-09-04 19:20:00,2021,Semi-Finals,6442,18,12,Gabba,Brisbane Lions,18.0,25,78,11,4,2021-09-04 19:20:00
68,15,Geelong,8,Greater Western Sydney,1630662600,100,Full Time,+10:00,0,2021-09-03 23:06:02,7,2021-09-03 17:50:00,2021,Semi-Finals,6443,9,13,Perth Stadium,Geelong,7.0,25,103,10,4,2021-09-03 19:50:00
42,19,Melbourne,6,Geelong,1631267400,100,Full Time,+10:00,0,2021-09-10 23:06:03,11,2021-09-10 17:50:00,2021,Preliminary Finals,6444,7,11,Perth Stadium,Melbourne,11.0,26,125,6,5,2021-09-10 19:50:00
116,6,Western Bulldogs,14,Western Bulldogs,1631353200,100,Full Time,+10:00,0,2021-09-11 23:00:03,13,2021-09-11 19:10:00,2021,Preliminary Finals,6445,18,9,Adelaide Oval,Port Adelaide,18.0,26,45,17,5,2021-09-11 19:40:00
66,21,Melbourne,6,Western Bulldogs,1632561300,100,Full Time,+10:00,1,2021-09-25 22:28:52,11,2021-09-25 17:15:00,2021,Grand Final,6446,18,14,Perth Stadium,Melbourne,11.0,27,140,10,6,2021-09-25 19:15:00
