unixtime,abehinds,ateam,ascore,winner,hgoals,updated,hteamid,is_grand_final,tz,complete,timestr,id,ateamid,year,localtime,roundname,date,is_final,round,agoals,hscore,hbehinds,hteam,venue,winnerteamid
932114400,4,Melbourne,82,Richmond,15,2022-11-10 21:13:01,14,0,+11:00,100,,21734,11,1999,1999-07-16 18:40:00,Round 16,1999-07-16 19:40:00,0,16,13,107,17,Richmond,M.C.G.,14.0
932181000,11,Brisbane Lions,107,Brisbane Lions,10,2022-11-10 21:13:01,15,0,+11:00,100,,21736,2,1999,1999-07-17 13:10:00,Round 16,1999-07-17 14:10:00,0,16,16,68,8,St Kilda,Waverley Park,2.0
932267400,17,Fremantle,119,Fremantle,11,2022-11-10 21:13:01,17,0,+11:00,100,,21741,6,1999,1999-07-18 11:10:00,Round 16,1999-07-18 14:10:00,0,16,17,72,6,West Coast,Subiaco,6.0
932181000,13,Adelaide,97,Western Bulldogs,14,2022-11-10 21:13:01,18,0,+11:00,100,,21735,1,1999,1999-07-17 13:10:00,Round 16,1999-07-17 14:10:00,0,16,14,99,15,Western Bulldogs,M.C.G.,18.0
932872200,10,Hawthorn,76,Adelaide,18,2022-11-10 21:13:01,1,0,+11:00,100,,21701,10,1999,1999-07-25 12:40:00,Round 17,1999-07-25 14:10:00,0,17,11,125,17,Adelaide,Football Park,1.0
932872200,12,West Coast,66,Brisbane Lions,25,2022-11-10 21:13:01,2,0,+11:00,100,,21700,17,1999,1999-07-25 13:10:00,Round 17,1999-07-25 14:10:00,0,17,9,166,16,Brisbane Lions,Gabba,2.0
932872200,15,Carlton,153,Carlton,14,2022-11-10 21:13:01,4,0,+11:00,100,,21699,3,1999,1999-07-25 13:10:00,Round 17,1999-07-25 14:10:00,0,17,23,96,12,Collingwood,M.C.G.,3.0
932785800,12,North Melbourne,132,Essendon,24,2022-11-10 21:13:01,5,0,+11:00,100,,21695,12,1999,1999-07-24 13:10:00,Round 17,1999-07-24 14:10:00,0,17,20,158,14,Essendon,M.C.G.,5.0
932807400,12,Port Adelaide,96,Port Adelaide,13,2022-11-10 21:13:01,6,0,+11:00,100,,21698,13,1999,1999-07-24 17:10:00,Round 17,1999-07-24 20:10:00,0,17,14,89,11,Fremantle,W.A.C.A.,13.0
932785800,14,Western Bulldogs,98,Western Bulldogs,13,2022-11-10 21:13:01,7,0,+11:00,100,,21696,18,1999,1999-07-24 13:10:00,Round 17,1999-07-24 14:10:00,0,17,14,91,13,Geelong,Kardinia Park,18.0
932719200,14,St Kilda,98,St Kilda,11,2022-11-10 21:13:01,11,0,+11:00,100,,21694,15,1999,1999-07-23 18:40:00,Round 17,1999-07-23 19:40:00,0,17,14,79,13,Melbourne,M.C.G.,15.0
932805600,7,Richmond,55,Sydney,14,2022-11-10 21:13:01,16,0,+11:00,100,,21697,14,1999,1999-07-24 18:40:00,Round 17,1999-07-24 19:40:00,0,17,8,96,12,Sydney,S.C.G.,16.0
933477000,10,Western Bulldogs,94,Carlton,14,2022-11-10 21:13:01,3,0,+11:00,100,,21627,18,1999,1999-08-01 13:10:00,Round 18,1999-08-01 14:10:00,0,18,14,99,15,Carlton,Princes Park,3.0
933477000,23,Fremantle,77,Hawthorn,15,2022-11-10 21:13:01,10,0,+11:00,100,,21628,6,1999,1999-08-01 13:10:00,Round 18,1999-08-01 14:10:00,0,18,9,102,12,Hawthorn,Waverley Park,10.0
933390600,11,Geelong,101,Geelong,12,2022-11-10 21:13:01,11,0,+11:00,100,,21624,7,1999,1999-07-31 13:10:00,Round 18,1999-07-31 14:10:00,0,18,15,80,8,Melbourne,M.C.G.,7.0
933324000,13,Richmond,79,North Melbourne,15,2022-11-10 21:13:01,12,0,+11:00,100,,21622,14,1999,1999-07-30 18:40:00,Round 18,1999-07-30 19:40:00,0,18,11,101,11,North Melbourne,M.C.G.,12.0
933477000,16,Brisbane Lions,118,Brisbane Lions,9,2022-11-10 21:13:01,13,0,+11:00,100,,21629,2,1999,1999-08-01 12:40:00,Round 18,1999-08-01 14:10:00,0,18,17,66,12,Port Adelaide,Football Park,2.0
933390600,9,Adelaide,99,Adelaide,9,2022-11-10 21:13:01,15,0,+11:00,100,,21623,1,1999,1999-07-31 13:10:00,Round 18,1999-07-31 14:10:00,0,18,15,66,12,St Kilda,Waverley Park,1.0
933410400,3,Essendon,93,Essendon,11,2022-11-10 21:13:01,16,0,+11:00,100,,21625,5,1999,1999-07-31 18:40:00,Round 18,1999-07-31 19:40:00,0,18,15,79,13,Sydney,S.C.G.,5.0
933412200,12,Collingwood,72,West Coast,16,2022-11-10 21:13:01,17,0,+11:00,100,,21626,4,1999,1999-07-31 17:10:00,Round 18,1999-07-31 20:10:00,0,18,10,108,12,West Coast,W.A.C.A.,17.0
934081800,17,Brisbane Lions,83,Brisbane Lions,6,2022-11-10 21:13:01,1,0,+11:00,100,,21602,2,1999,1999-08-08 12:40:00,Round 19,1999-08-08 14:10:00,0,19,11,44,8,Adelaide,Football Park,2.0
933928800,3,West Coast,93,Essendon,23,2022-11-10 21:13:01,5,0,+11:00,100,,21595,17,1999,1999-08-06 18:40:00,Round 19,1999-08-06 19:40:00,0,19,15,153,15,Essendon,M.C.G.,5.0
934017000,12,Carlton,126,Carlton,8,2022-11-10 21:13:01,6,0,+11:00,100,,21599,3,1999,1999-08-07 17:10:00,Round 19,1999-08-07 20:10:00,0,19,19,57,9,Fremantle,W.A.C.A.,3.0
933995400,14,Port Adelaide,86,Geelong,18,2022-11-10 21:13:01,7,0,+11:00,100,,21597,13,1999,1999-08-07 13:10:00,Round 19,1999-08-07 14:10:00,0,19,12,118,10,Geelong,Kardinia Park,7.0
934081800,6,Melbourne,54,Hawthorn,18,2022-11-10 21:13:01,10,0,+11:00,100,,21601,11,1999,1999-08-08 13:10:00,Round 19,1999-08-08 14:10:00,0,19,8,122,14,Hawthorn,Waverley Park,10.0
934015200,11,Sydney,101,North Melbourne,17,2022-11-10 21:13:01,12,0,+11:00,100,,21598,16,1999,1999-08-07 18:40:00,Round 19,1999-08-07 19:40:00,0,19,15,111,9,North Melbourne,S.C.G.,12.0
933995400,16,Collingwood,112,Collingwood,10,2022-11-10 21:13:01,14,0,+11:00,100,,21596,4,1999,1999-08-07 13:10:00,Round 19,1999-08-07 14:10:00,0,19,16,79,19,Richmond,M.C.G.,4.0
934081800,13,St Kilda,91,Western Bulldogs,18,2022-11-10 21:13:01,18,0,+11:00,100,,21600,15,1999,1999-08-08 13:10:00,Round 19,1999-08-08 14:10:00,0,19,13,115,7,Western Bulldogs,Princes Park,18.0
934686600,13,Fremantle,67,Brisbane Lions,28,2022-11-10 21:13:01,2,0,+11:00,100,,21586,6,1999,1999-08-15 13:10:00,Round 20,1999-08-15 14:10:00,0,20,9,181,13,Brisbane Lions,Gabba,2.0
934533600,15,Essendon,87,Essendon,10,2022-11-10 21:13:01,4,0,+11:00,100,,21579,5,1999,1999-08-13 18:40:00,Round 20,1999-08-13 19:40:00,0,20,12,65,5,Collingwood,M.C.G.,5.0
934686600,14,Carlton,104,Geelong,17,2022-11-10 21:13:01,7,0,+11:00,100,,21585,3,1999,1999-08-15 13:10:00,Round 20,1999-08-15 14:10:00,0,20,15,113,11,Geelong,M.C.G.,7.0
934620000,10,Melbourne,46,Port Adelaide,8,2022-11-10 21:13:01,13,0,+11:00,100,,21582,11,1999,1999-08-14 18:10:00,Round 20,1999-08-14 19:40:00,0,20,6,63,15,Port Adelaide,Football Park,13.0
934600200,13,Western Bulldogs,115,Western Bulldogs,12,2022-11-10 21:13:01,14,0,+11:00,100,,21580,18,1999,1999-08-14 13:10:00,Round 20,1999-08-14 14:10:00,0,20,17,79,7,Richmond,M.C.G.,18.0
934600200,18,North Melbourne,114,North Melbourne,13,2022-11-10 21:13:01,15,0,+11:00,100,,21581,12,1999,1999-08-14 13:10:00,Round 20,1999-08-14 14:10:00,0,20,16,89,11,St Kilda,Waverley Park,12.0
934686600,11,Adelaide,41,Sydney,25,2022-11-10 21:13:01,16,0,+11:00,100,,21584,1,1999,1999-08-15 13:10:00,Round 20,1999-08-15 14:10:00,0,20,5,159,9,Sydney,S.C.G.,16.0
934621800,12,Hawthorn,84,Hawthorn,11,2022-11-10 21:13:01,17,0,+11:00,100,,21583,10,1999,1999-08-14 17:10:00,Round 20,1999-08-14 20:10:00,0,20,12,82,16,West Coast,W.A.C.A.,10.0
935205000,3,St Kilda,45,Carlton,15,2022-11-10 21:13:01,3,0,+11:00,100,,21727,15,1999,1999-08-21 13:10:00,Round 21,1999-08-21 14:10:00,0,21,7,106,16,Carlton,Princes Park,3.0
935138400,11,Richmond,89,Essendon,22,2022-11-10 21:13:01,5,0,+11:00,100,,21726,14,1999,1999-08-20 18:40:00,Round 21,1999-08-20 19:40:00,0,21,13,147,15,Essendon,M.C.G.,5.0
935226600,19,Sydney,109,Sydney,10,2022-11-10 21:13:01,6,0,+11:00,100,,21730,16,1999,1999-08-21 17:10:00,Round 21,1999-08-21 20:10:00,0,21,15,76,16,Fremantle,W.A.C.A.,16.0
935224800,11,Geelong,101,Hawthorn,15,2022-11-10 21:13:01,10,0,+11:00,100,,21729,7,1999,1999-08-21 18:40:00,Round 21,1999-08-21 19:40:00,0,21,15,103,13,Hawthorn,Waverley Park,10.0
935205000,9,Brisbane Lions,159,Brisbane Lions,15,2022-11-10 21:13:01,11,0,+11:00,100,,21728,2,1999,1999-08-21 13:10:00,Round 21,1999-08-21 14:10:00,0,21,25,104,14,Melbourne,M.C.G.,2.0
935291400,10,Collingwood,100,North Melbourne,16,2022-11-10 21:13:01,12,0,+11:00,100,,21731,4,1999,1999-08-22 13:10:00,Round 21,1999-08-22 14:10:00,0,21,15,113,17,North Melbourne,M.C.G.,12.0
935291400,14,Adelaide,68,Port Adelaide,13,2022-11-10 21:13:01,13,0,+11:00,100,,21733,1,1999,1999-08-22 12:40:00,Round 21,1999-08-22 14:10:00,0,21,9,92,14,Port Adelaide,Football Park,13.0
935291400,8,West Coast,104,Western Bulldogs,16,2022-11-10 21:13:01,18,0,+11:00,100,,21732,17,1999,1999-08-22 13:10:00,Round 21,1999-08-22 14:10:00,0,21,16,106,10,Western Bulldogs,Princes Park,18.0
935896200,10,North Melbourne,142,North Melbourne,8,2022-11-10 21:13:01,1,0,+11:00,100,,21725,12,1999,1999-08-29 12:40:00,Round 22,1999-08-29 14:10:00,0,22,22,66,18,Adelaide,Football Park,12.0
935809800,16,Brisbane Lions,94,Brisbane Lions,8,2022-11-10 21:13:01,4,0,+11:00,100,,21719,2,1999,1999-08-28 13:10:00,Round 22,1999-08-28 14:10:00,0,22,13,52,4,Collingwood,Victoria Park,2.0
935809800,9,Melbourne,99,Essendon,17,2022-11-10 21:13:01,5,0,+11:00,100,,21720,11,1999,1999-08-28 13:10:00,Round 22,1999-08-28 14:10:00,0,22,15,116,14,Essendon,M.C.G.,5.0
935896200,10,Fremantle,88,Geelong,21,2022-11-10 21:13:01,7,0,+11:00,100,,21723,6,1999,1999-08-29 13:10:00,Round 22,1999-08-29 14:10:00,0,22,13,139,13,Geelong,Kardinia Park,7.0
935896200,2,Sydney,68,Hawthorn,23,2022-11-10 21:13:01,10,0,+11:00,100,,21724,16,1999,1999-08-29 13:10:00,Round 22,1999-08-29 14:10:00,0,22,11,153,15,Hawthorn,Waverley Park,10.0
935745000,13,Carlton,79,Richmond,13,2022-11-10 21:13:01,14,0,+11:00,100,,21718,3,1999,1999-08-27 19:10:00,Round 22,1999-08-27 20:10:00,0,22,11,90,12,Richmond,M.C.G.,14.0
935833200,13,St Kilda,121,St Kilda,12,2022-11-10 21:13:01,17,0,+11:00,100,,21722,15,1999,1999-08-28 17:40:00,Round 22,1999-08-28 20:40:00,0,22,18,80,8,West Coast,W.A.C.A.,15.0
935809800,12,Port Adelaide,78,Western Bulldogs,22,2022-11-10 21:13:01,18,0,+11:00,100,,21721,13,1999,1999-08-28 13:10:00,Round 22,1999-08-28 14:10:00,0,22,11,145,13,Western Bulldogs,Princes Park,18.0
936434700,17,Carlton,65,Brisbane Lions,20,2022-11-10 21:13:01,2,0,+11:00,100,,21744,3,1999,1999-09-04 18:45:00,Finals Week 1,1999-09-04 19:45:00,3,23,8,138,18,Brisbane Lions,Gabba,2.0
936502200,12,Sydney,54,Essendon,18,2022-11-10 21:13:01,5,0,+11:00,100,,21745,16,1999,1999-09-05 13:30:00,Finals Week 1,1999-09-05 14:30:00,3,23,7,123,15,Essendon,M.C.G.,5.0
936415800,8,Port Adelaide,56,North Melbourne,15,2022-11-10 21:13:01,12,0,+11:00,100,,21743,13,1999,1999-09-04 13:30:00,Finals Week 1,1999-09-04 14:30:00,3,23,8,100,10,North Melbourne,M.C.G.,12.0
936348300,11,West Coast,65,West Coast,8,2022-11-10 21:13:01,18,0,+11:00,100,,21742,17,1999,1999-09-03 18:45:00,Finals Week 1,1999-09-03 19:45:00,3,23,9,60,12,Western Bulldogs,M.C.G.,17.0
937039500,13,Western Bulldogs,73,Brisbane Lions,19,2022-11-10 21:13:01,2,0,+11:00,100,,21604,18,1999,1999-09-11 18:45:00,Semi-Finals,1999-09-11 19:45:00,4,24,10,126,12,Brisbane Lions,Gabba,2.0
937020600,16,Carlton,124,Carlton,10,2022-11-10 21:13:01,17,0,+11:00,100,,21603,3,1999,1999-09-11 13:30:00,Semi-Finals,1999-09-11 14:30:00,4,24,18,70,10,West Coast,M.C.G.,3.0
937625400,8,Carlton,104,Carlton,14,2022-11-10 21:13:01,5,0,+11:00,100,,21755,3,1999,1999-09-18 13:30:00,Preliminary Finals,1999-09-18 14:30:00,5,25,16,103,19,Essendon,M.C.G.,3.0
937557900,12,Brisbane Lions,78,North Melbourne,19,2022-11-10 21:13:01,12,0,+11:00,100,,21754,2,1999,1999-09-17 18:45:00,Preliminary Finals,1999-09-17 19:45:00,5,25,11,123,9,North Melbourne,M.C.G.,12.0
938232000,10,North Melbourne,124,North Melbourne,12,2022-11-10 21:13:01,3,1,+11:00,100,,21613,12,1999,1999-09-25 14:00:00,Grand Final,1999-09-25 15:00:00,6,26,19,89,17,Carlton,M.C.G.,12.0
