is_grand_final,updated,hteamid,complete,timestr,tz,unixtime,hgoals,winner,ascore,abehinds,ateam,is_final,date,venue,hbehinds,hteam,winnerteamid,round,hscore,agoals,id,ateamid,localtime,year,roundname
0,2022-01-25 11:07:20,1,100,Full Time,+10:00,1092537600,21,Adelaide,86,8,Richmond,0,2004-08-15 12:40:00,Football Park,12,Adelaide,1,20,138,13,10128,14,2004-08-15 12:10:00,2004,Round 20
0,2022-01-25 11:07:20,5,100,Full Time,+10:00,1092390000,18,Essendon,87,9,Collingwood,0,2004-08-13 19:40:00,M.C.G.,13,Essendon,5,20,121,13,10123,4,2004-08-13 19:40:00,2004,Round 20
0,2022-01-25 11:07:20,7,100,Full Time,+10:00,1092456600,9,Geelong,25,7,Fremantle,0,2004-08-14 14:10:00,Kardinia Park,21,Geelong,7,20,75,3,10124,6,2004-08-14 14:10:00,2004,Round 20
0,2022-01-25 11:07:20,10,100,Full Time,+10:00,1092456600,6,Brisbane Lions,66,18,Brisbane Lions,0,2004-08-14 14:10:00,M.C.G.,7,Hawthorn,2,20,43,8,10125,2,2004-08-14 14:10:00,2004,Round 20
0,2022-01-25 11:07:20,11,100,Full Time,+10:00,1092474600,7,Sydney,67,7,Sydney,0,2004-08-14 19:10:00,Docklands,4,Melbourne,16,20,46,10,10126,16,2004-08-14 19:10:00,2004,Round 20
0,2022-01-25 11:07:20,12,100,Full Time,+10:00,1092543000,15,St Kilda,147,9,St Kilda,0,2004-08-15 14:10:00,Docklands,6,North Melbourne,15,20,96,23,10129,15,2004-08-15 14:10:00,2004,Round 20
0,2022-01-25 11:07:20,17,100,Full Time,+10:00,1092543000,15,West Coast,49,13,Carlton,0,2004-08-15 14:10:00,Subiaco,21,West Coast,17,20,111,6,10130,3,2004-08-15 12:10:00,2004,Round 20
0,2022-01-25 11:07:20,18,100,Full Time,+10:00,1092474600,9,Port Adelaide,147,9,Port Adelaide,0,2004-08-14 19:10:00,Marrara Oval,7,Western Bulldogs,13,20,61,23,10127,13,2004-08-14 18:40:00,2004,Round 20
0,2022-01-25 11:07:20,1,100,Full Time,+10:00,1093061400,15,Adelaide,87,15,Geelong,0,2004-08-21 14:10:00,Football Park,19,Adelaide,1,21,109,12,10133,7,2004-08-21 13:40:00,2004,Round 21
0,2022-01-25 11:07:20,2,100,Full Time,+10:00,1093144200,20,Brisbane Lions,85,7,St Kilda,0,2004-08-22 13:10:00,Gabba,10,Brisbane Lions,2,21,130,13,10136,15,2004-08-22 13:10:00,2004,Round 21
0,2022-01-25 11:07:20,3,100,Full Time,+10:00,1093061400,14,Carlton,62,14,Melbourne,0,2004-08-21 14:10:00,Princes Park,9,Carlton,3,21,93,8,10132,11,2004-08-21 14:10:00,2004,Round 21
0,2022-01-25 11:07:20,4,100,Full Time,+10:00,1092994800,9,Port Adelaide,107,11,Port Adelaide,0,2004-08-20 19:40:00,M.C.G.,16,Collingwood,13,21,70,16,10131,13,2004-08-20 19:40:00,2004,Round 21
0,2022-01-25 11:07:20,6,100,Full Time,+10:00,1093147800,6,West Coast,93,15,West Coast,0,2004-08-22 14:10:00,Subiaco,9,Fremantle,17,21,45,13,10138,17,2004-08-22 12:10:00,2004,Round 21
0,2022-01-25 11:07:20,10,100,Full Time,+10:00,1093147800,16,Hawthorn,86,8,Richmond,0,2004-08-22 14:10:00,M.C.G.,13,Hawthorn,10,21,109,13,10137,14,2004-08-22 14:10:00,2004,Round 21
0,2022-01-25 11:07:20,16,100,Full Time,+10:00,1093080000,17,Sydney,90,18,Essendon,0,2004-08-21 19:20:00,Stadium Australia,8,Sydney,16,21,110,12,10135,5,2004-08-21 19:20:00,2004,Round 21
0,2022-01-25 11:07:20,18,100,Full Time,+10:00,1093079400,21,Western Bulldogs,106,16,North Melbourne,0,2004-08-21 19:10:00,Docklands,10,Western Bulldogs,18,21,136,15,10134,12,2004-08-21 19:10:00,2004,Round 21
0,2022-01-25 11:07:20,1,100,Full Time,+10:00,1093747200,9,Port Adelaide,85,13,Port Adelaide,0,2004-08-29 12:40:00,Football Park,6,Adelaide,13,22,60,12,10144,13,2004-08-29 12:10:00,2004,Round 22
0,2022-01-25 11:07:20,2,100,Full Time,+10:00,1093684200,26,Brisbane Lions,57,3,North Melbourne,0,2004-08-28 19:10:00,Gabba,14,Brisbane Lions,2,22,170,9,10143,12,2004-08-28 19:10:00,2004,Round 22
0,2022-01-25 11:07:20,4,100,Full Time,+10:00,1093599600,16,Carlton,108,6,Carlton,0,2004-08-27 19:40:00,M.C.G.,11,Collingwood,3,22,107,17,10139,3,2004-08-27 19:40:00,2004,Round 22
0,2022-01-25 11:07:20,5,100,Full Time,+10:00,1093752600,17,Essendon,96,12,Western Bulldogs,0,2004-08-29 14:10:00,Docklands,11,Essendon,5,22,113,14,10145,18,2004-08-29 14:10:00,2004,Round 22
0,2022-01-25 11:07:20,7,100,Full Time,+10:00,1093752600,17,Geelong,58,4,Hawthorn,0,2004-08-29 14:10:00,Kardinia Park,21,Geelong,7,22,123,9,10146,10,2004-08-29 14:10:00,2004,Round 22
0,2022-01-25 11:07:20,14,100,Full Time,+10:00,1093666200,6,Sydney,108,12,Sydney,0,2004-08-28 14:10:00,M.C.G.,8,Richmond,16,22,44,16,10140,16,2004-08-28 14:10:00,2004,Round 22
0,2022-01-25 11:07:20,15,100,Full Time,+10:00,1093684200,17,St Kilda,83,11,Fremantle,0,2004-08-28 19:10:00,Docklands,10,St Kilda,15,22,112,12,10142,6,2004-08-28 19:10:00,2004,Round 22
0,2022-01-25 11:07:20,17,100,Full Time,+10:00,1093666200,15,West Coast,67,7,Melbourne,0,2004-08-28 14:10:00,Subiaco,17,West Coast,17,22,107,10,10141,11,2004-08-28 12:10:00,2004,Round 22
0,2022-01-25 11:07:20,2,100,Full Time,+10:00,1094203800,23,Brisbane Lions,69,9,St Kilda,3,2004-09-03 19:30:00,Gabba,11,Brisbane Lions,2,23,149,10,10147,15,2004-09-03 19:30:00,2004,Finals Week 1
0,2022-01-25 11:07:20,11,100,Full Time,+10:00,1094272200,15,Essendon,104,14,Essendon,2,2004-09-04 14:30:00,M.C.G.,9,Melbourne,5,23,99,15,10148,5,2004-09-04 14:30:00,2004,Finals Week 1
0,2022-01-25 11:07:20,13,100,Full Time,+10:00,1094356800,18,Port Adelaide,62,8,Geelong,3,2004-09-05 14:00:00,Football Park,9,Port Adelaide,13,23,117,9,10150,7,2004-09-05 13:30:00,2004,Finals Week 1
0,2022-01-25 11:07:20,16,100,Full Time,+10:00,1094290200,11,Sydney,34,10,West Coast,2,2004-09-04 19:30:00,Stadium Australia,9,Sydney,16,23,75,4,10149,17,2004-09-04 19:30:00,2004,Finals Week 1
0,2022-01-25 11:07:20,7,100,Full Time,+10:00,1094895000,10,Geelong,64,10,Essendon,4,2004-09-11 19:30:00,M.C.G.,14,Geelong,7,24,74,9,10152,5,2004-09-11 19:30:00,2004,Semi-Finals
0,2022-01-25 11:07:20,15,100,Full Time,+10:00,1094808600,16,St Kilda,56,8,Sydney,4,2004-09-10 19:30:00,M.C.G.,11,St Kilda,15,24,107,8,10151,16,2004-09-10 19:30:00,2004,Semi-Finals
0,2022-01-25 11:07:20,2,100,Full Time,+10:00,1095499800,12,Brisbane Lions,75,15,Geelong,5,2004-09-18 19:30:00,M.C.G.,12,Brisbane Lions,2,25,84,10,10154,7,2004-09-18 19:30:00,2004,Preliminary Finals
0,2022-01-25 11:07:20,13,100,Full Time,+10:00,1095413400,14,Port Adelaide,88,10,St Kilda,5,2004-09-17 19:30:00,Football Park,10,Port Adelaide,13,25,94,13,10153,15,2004-09-17 19:00:00,2004,Preliminary Finals
1,2022-01-25 11:07:20,13,100,Full Time,+10:00,1096086600,17,Port Adelaide,73,13,Brisbane Lions,6,2004-09-25 14:30:00,M.C.G.,11,Port Adelaide,13,26,113,10,10155,2,2004-09-25 14:30:00,2004,Grand Final
