year,localtime,roundname,id,ateamid,hteam,hbehinds,venue,winnerteamid,round,agoals,hscore,is_final,date,ascore,hgoals,winner,ateam,abehinds,unixtime,complete,timestr,tz,is_grand_final,updated,hteamid
1997,1997-07-12 13:10:00,Round 15,22020,2,Western Bulldogs,7,Princes Park,2.0,15,21,73,0,1997-07-12 14:10:00,137,11,Brisbane Lions,Brisbane Lions,11,868677000,100,,+11:00,0,2022-11-10 21:19:13,18
1997,1997-07-18 18:40:00,Round 16,22033,1,Brisbane Lions,16,Gabba,2.0,16,13,118,0,1997-07-18 19:40:00,87,17,Brisbane Lions,Adelaide,9,869215200,100,,+11:00,0,2022-11-10 21:19:13,2
1997,1997-07-19 13:10:00,Round 16,22034,5,Carlton,15,M.C.G.,3.0,16,13,165,0,1997-07-19 14:10:00,87,25,Carlton,Essendon,9,869281800,100,,+11:00,0,2022-11-10 21:19:13,3
1997,1997-07-20 11:10:00,Round 16,22040,18,Fremantle,7,Subiaco,6.0,16,13,97,0,1997-07-20 14:10:00,91,15,Fremantle,Western Bulldogs,13,869368200,100,,+11:00,0,2022-11-10 21:19:13,6
1997,1997-07-19 13:10:00,Round 16,22035,14,Geelong,14,Kardinia Park,7.0,16,12,110,0,1997-07-19 14:10:00,78,16,Geelong,Richmond,6,869281800,100,,+11:00,0,2022-11-10 21:19:13,7
1997,1997-07-19 13:10:00,Round 16,22036,15,Hawthorn,8,Waverley Park,15.0,16,20,62,0,1997-07-19 14:10:00,141,9,St Kilda,St Kilda,21,869281800,100,,+11:00,0,2022-11-10 21:19:13,10
1997,1997-07-20 13:10:00,Round 16,22039,12,Melbourne,16,M.C.G.,12.0,16,17,58,0,1997-07-20 14:10:00,114,7,North Melbourne,North Melbourne,12,869368200,100,,+11:00,0,2022-11-10 21:19:13,11
1997,1997-07-19 19:10:00,Round 16,22038,4,Port Adelaide,9,Football Park,13.0,16,8,111,0,1997-07-19 20:40:00,58,17,Port Adelaide,Collingwood,10,869305200,100,,+11:00,0,2022-11-10 21:19:13,13
1997,1997-07-19 18:40:00,Round 16,22037,17,Sydney,22,S.C.G.,16.0,16,11,112,0,1997-07-19 19:40:00,75,15,Sydney,West Coast,9,869301600,100,,+11:00,0,2022-11-10 21:19:13,16
1997,1997-07-26 19:10:00,Round 17,21993,14,Adelaide,11,Football Park,1.0,17,7,185,0,1997-07-26 20:40:00,48,29,Adelaide,Richmond,6,869910000,100,,+11:00,0,2022-11-10 21:19:13,1
1997,1997-07-26 13:10:00,Round 17,21990,12,Carlton,16,Princes Park,12.0,17,14,58,0,1997-07-26 14:10:00,96,7,North Melbourne,North Melbourne,12,869886600,100,,+11:00,0,2022-11-10 21:19:13,3
1997,1997-07-27 13:10:00,Round 17,21994,11,Collingwood,14,M.C.G.,4.0,17,12,134,0,1997-07-27 14:10:00,82,20,Collingwood,Melbourne,10,869973000,100,,+11:00,0,2022-11-10 21:19:13,4
1997,1997-07-25 18:40:00,Round 17,21989,13,Essendon,12,M.C.G.,13.0,17,18,72,0,1997-07-25 19:40:00,122,10,Port Adelaide,Port Adelaide,14,869820000,100,,+11:00,0,2022-11-10 21:19:13,5
1997,1997-07-26 13:10:00,Round 17,21991,6,Hawthorn,8,Waverley Park,6.0,17,10,62,0,1997-07-26 14:10:00,71,9,Fremantle,Fremantle,11,869886600,100,,+11:00,0,2022-11-10 21:19:13,10
1997,1997-07-27 13:10:00,Round 17,21995,2,St Kilda,20,Waverley Park,15.0,17,5,92,0,1997-07-27 14:10:00,44,12,St Kilda,Brisbane Lions,14,869973000,100,,+11:00,0,2022-11-10 21:19:13,15
1997,1997-07-26 15:40:00,Round 17,21992,18,Sydney,17,S.C.G.,16.0,17,7,149,0,1997-07-26 16:40:00,52,22,Sydney,Western Bulldogs,10,869895600,100,,+11:00,0,2022-11-10 21:19:13,16
1997,1997-07-27 11:10:00,Round 17,21996,7,West Coast,9,Subiaco,17.0,17,12,129,0,1997-07-27 14:10:00,82,20,West Coast,Geelong,10,869973000,100,,+11:00,0,2022-11-10 21:19:13,17
1997,1997-08-03 12:40:00,Round 18,22108,3,Adelaide,19,Football Park,1.0,18,13,127,0,1997-08-03 14:10:00,86,18,Adelaide,Carlton,8,870577800,100,,+11:00,0,2022-11-10 21:19:14,1
1997,1997-08-02 18:40:00,Round 18,22106,10,Brisbane Lions,15,Gabba,2.0,18,11,141,0,1997-08-02 19:40:00,71,21,Brisbane Lions,Hawthorn,5,870511200,100,,+11:00,0,2022-11-10 21:19:14,2
1997,1997-08-03 13:10:00,Round 18,22107,15,Collingwood,17,M.C.G.,15.0,18,15,89,0,1997-08-03 14:10:00,111,12,St Kilda,St Kilda,21,870577800,100,,+11:00,0,2022-11-10 21:19:14,4
1997,1997-08-03 13:10:00,Round 18,22109,17,Fremantle,7,Subiaco,17.0,18,13,49,0,1997-08-03 16:10:00,82,7,West Coast,West Coast,4,870585000,100,,+11:00,0,2022-11-10 21:19:14,6
1997,1997-08-02 13:10:00,Round 18,22104,13,Geelong,9,Kardinia Park,7.0,18,11,159,0,1997-08-02 14:10:00,74,25,Geelong,Port Adelaide,8,870491400,100,,+11:00,0,2022-11-10 21:19:14,7
1997,1997-08-02 13:10:00,Round 18,22105,16,Melbourne,11,M.C.G.,16.0,18,25,53,0,1997-08-02 14:10:00,169,7,Sydney,Sydney,19,870491400,100,,+11:00,0,2022-11-10 21:19:14,11
1997,1997-08-01 18:40:00,Round 18,22102,5,North Melbourne,17,M.C.G.,12.0,18,8,83,0,1997-08-01 19:40:00,64,11,North Melbourne,Essendon,16,870424800,100,,+11:00,0,2022-11-10 21:19:14,12
1997,1997-08-02 13:10:00,Round 18,22103,18,Richmond,13,Princes Park,14.0,18,15,115,0,1997-08-02 14:10:00,100,17,Richmond,Western Bulldogs,10,870491400,100,,+11:00,0,2022-11-10 21:19:14,14
1997,1997-08-09 13:10:00,Round 19,22095,4,Carlton,23,M.C.G.,3.0,19,13,107,0,1997-08-09 14:10:00,91,14,Carlton,Collingwood,13,871096200,100,,+11:00,0,2022-11-10 21:19:14,3
1997,1997-08-10 13:10:00,Round 19,22099,7,Essendon,7,M.C.G.,5.0,19,9,73,0,1997-08-10 14:10:00,68,11,Essendon,Geelong,14,871182600,100,,+11:00,0,2022-11-10 21:19:14,5
1997,1997-08-09 17:40:00,Round 19,22098,14,Fremantle,13,W.A.C.A.,6.0,19,5,85,0,1997-08-09 20:40:00,42,12,Fremantle,Richmond,12,871119600,100,,+11:00,0,2022-11-10 21:19:14,6
1997,1997-08-09 13:10:00,Round 19,22097,17,Hawthorn,6,Waverley Park,17.0,19,13,66,0,1997-08-09 14:10:00,87,10,West Coast,West Coast,9,871096200,100,,+11:00,0,2022-11-10 21:19:14,10
1997,1997-08-08 18:40:00,Round 19,22094,2,North Melbourne,14,M.C.G.,12.0,19,9,116,0,1997-08-08 19:40:00,59,17,North Melbourne,Brisbane Lions,5,871029600,100,,+11:00,0,2022-11-10 21:19:14,12
1997,1997-08-10 13:40:00,Round 19,22101,1,Port Adelaide,4,Football Park,1.0,19,9,58,0,1997-08-10 15:10:00,65,9,Adelaide,Adelaide,11,871186200,100,,+11:00,0,2022-11-10 21:19:14,13
1997,1997-08-10 13:45:00,Round 19,22100,15,Sydney,17,S.C.G.,15.0,19,18,119,0,1997-08-10 14:45:00,128,17,St Kilda,St Kilda,20,871184700,100,,+11:00,0,2022-11-10 21:19:14,16
1997,1997-08-09 13:10:00,Round 19,22096,11,Western Bulldogs,18,Princes Park,18.0,19,9,102,0,1997-08-09 14:10:00,64,14,Western Bulldogs,Melbourne,10,871096200,100,,+11:00,0,2022-11-10 21:19:14,18
1997,1997-08-17 13:40:00,Round 20,22016,18,Adelaide,18,Football Park,18.0,20,16,60,0,1997-08-17 15:10:00,103,7,Western Bulldogs,Western Bulldogs,7,871791000,100,,+11:00,0,2022-11-10 21:19:13,1
1997,1997-08-16 18:40:00,Round 20,22013,13,Brisbane Lions,15,Gabba,,20,13,93,0,1997-08-16 19:40:00,93,13,,Port Adelaide,15,871720800,100,,+11:00,0,2022-11-10 21:19:13,2
1997,1997-08-16 13:10:00,Round 20,22011,5,Collingwood,13,M.C.G.,4.0,20,12,91,0,1997-08-16 14:10:00,81,13,Collingwood,Essendon,9,871701000,100,,+11:00,0,2022-11-10 21:19:13,4
1997,1997-08-16 13:10:00,Round 20,22010,3,Geelong,17,Kardinia Park,7.0,20,9,95,0,1997-08-16 14:10:00,67,13,Geelong,Carlton,13,871701000,100,,+11:00,0,2022-11-10 21:19:13,7
1997,1997-08-17 13:10:00,Round 20,22014,12,Richmond,13,M.C.G.,14.0,20,14,97,0,1997-08-17 14:10:00,96,14,Richmond,North Melbourne,12,871787400,100,,+11:00,0,2022-11-10 21:19:13,14
1997,1997-08-16 13:10:00,Round 20,22012,6,St Kilda,5,Waverley Park,15.0,20,9,77,0,1997-08-16 14:10:00,64,12,St Kilda,Fremantle,10,871701000,100,,+11:00,0,2022-11-10 21:19:13,15
1997,1997-08-17 13:45:00,Round 20,22015,10,Sydney,15,S.C.G.,16.0,20,11,135,0,1997-08-17 14:45:00,77,20,Sydney,Hawthorn,11,871789500,100,,+11:00,0,2022-11-10 21:19:13,16
1997,1997-08-15 17:40:00,Round 20,22009,11,West Coast,7,W.A.C.A.,17.0,20,7,97,0,1997-08-15 20:40:00,59,15,West Coast,Melbourne,17,871638000,100,,+11:00,0,2022-11-10 21:19:13,17
1997,1997-08-25 19:10:00,Round 21,22048,4,Adelaide,12,Football Park,1.0,21,5,48,0,1997-08-25 20:40:00,39,6,Adelaide,Collingwood,9,872502000,100,,+11:00,0,2022-11-10 21:19:14,1
1997,1997-08-23 18:40:00,Round 21,22045,5,Brisbane Lions,12,Gabba,5.0,21,16,102,0,1997-08-23 19:40:00,106,15,Essendon,Essendon,10,872325600,100,,+11:00,0,2022-11-10 21:19:14,2
1997,1997-08-23 13:10:00,Round 21,22042,16,Carlton,10,Princes Park,3.0,21,5,76,0,1997-08-23 14:10:00,41,11,Carlton,Sydney,11,872305800,100,,+11:00,0,2022-11-10 21:19:13,3
1997,1997-08-24 11:10:00,Round 21,22047,7,Fremantle,14,Subiaco,7.0,21,14,68,0,1997-08-24 14:10:00,100,9,Geelong,Geelong,16,872392200,100,,+11:00,0,2022-11-10 21:19:14,6
1997,1997-08-22 18:40:00,Round 21,22041,15,Melbourne,14,M.C.G.,15.0,21,17,62,0,1997-08-22 19:40:00,114,8,St Kilda,St Kilda,12,872239200,100,,+11:00,0,2022-11-10 21:19:13,11
1997,1997-08-23 13:10:00,Round 21,22044,10,North Melbourne,21,M.C.G.,12.0,21,6,81,0,1997-08-23 14:10:00,43,10,North Melbourne,Hawthorn,7,872305800,100,,+11:00,0,2022-11-10 21:19:14,12
1997,1997-08-24 13:10:00,Round 21,22046,13,Richmond,14,M.C.G.,14.0,21,8,146,0,1997-08-24 14:10:00,61,22,Richmond,Port Adelaide,13,872392200,100,,+11:00,0,2022-11-10 21:19:14,14
1997,1997-08-23 13:10:00,Round 21,22043,17,Western Bulldogs,14,Western Oval,18.0,21,10,86,0,1997-08-23 14:10:00,68,12,Western Bulldogs,West Coast,8,872305800,100,,+11:00,0,2022-11-10 21:19:13,18
1997,1997-08-30 13:10:00,Round 22,22002,14,Carlton,11,Princes Park,14.0,22,13,89,0,1997-08-30 14:10:00,91,13,Richmond,Richmond,13,872910600,100,,+11:00,0,2022-11-10 21:19:13,3
1997,1997-08-31 13:10:00,Round 22,22007,12,Collingwood,14,M.C.G.,4.0,22,15,122,0,1997-08-31 14:10:00,111,18,Collingwood,North Melbourne,21,872997000,100,,+11:00,0,2022-11-10 21:19:13,4
1997,1997-08-31 13:10:00,Round 22,22006,1,Essendon,6,Princes Park,5.0,22,14,102,0,1997-08-31 14:10:00,98,16,Essendon,Adelaide,14,872997000,100,,+11:00,0,2022-11-10 21:19:13,5
1997,1997-08-30 13:10:00,Round 22,22003,18,Hawthorn,9,Waverley Park,18.0,22,15,87,0,1997-08-30 14:10:00,105,13,Western Bulldogs,Western Bulldogs,15,872910600,100,,+11:00,0,2022-11-10 21:19:13,10
1997,1997-08-30 13:10:00,Round 22,22004,6,Melbourne,11,M.C.G.,11.0,22,11,119,0,1997-08-30 14:10:00,79,18,Melbourne,Fremantle,13,872910600,100,,+11:00,0,2022-11-10 21:19:13,11
1997,1997-08-31 16:10:00,Round 22,22008,15,Port Adelaide,12,Football Park,15.0,22,17,84,0,1997-08-31 17:40:00,117,12,St Kilda,St Kilda,15,873009600,100,,+11:00,0,2022-11-10 21:19:13,13
1997,1997-08-30 18:40:00,Round 22,22005,7,Sydney,12,S.C.G.,7.0,22,15,90,0,1997-08-30 19:40:00,100,13,Geelong,Geelong,10,872930400,100,,+11:00,0,2022-11-10 21:19:13,16
1997,1997-08-29 17:40:00,Round 22,22001,2,West Coast,12,W.A.C.A.,17.0,22,11,120,0,1997-08-29 20:40:00,81,18,West Coast,Brisbane Lions,15,872847600,100,,+11:00,0,2022-11-10 21:19:13,17
1997,1997-09-07 13:00:00,Finals Week 1,22067,17,Adelaide,15,Football Park,1.0,23,9,99,1,1997-09-07 14:30:00,66,14,Adelaide,West Coast,12,873603000,100,,+11:00,0,2022-11-10 21:19:14,1
1997,1997-09-07 18:00:00,Finals Week 1,22068,12,Geelong,7,M.C.G.,12.0,23,11,61,1,1997-09-07 19:00:00,79,9,North Melbourne,North Melbourne,13,873619200,100,,+11:00,0,2022-11-10 21:19:14,7
1997,1997-09-07 13:30:00,Finals Week 1,22066,2,St Kilda,15,Waverley Park,15.0,23,13,135,1,1997-09-07 14:30:00,89,20,St Kilda,Brisbane Lions,11,873603000,100,,+11:00,0,2022-11-10 21:19:14,15
1997,1997-09-06 13:30:00,Finals Week 1,22065,16,Western Bulldogs,11,M.C.G.,18.0,23,12,119,1,1997-09-06 14:30:00,84,18,Western Bulldogs,Sydney,12,873516600,100,,+11:00,0,2022-11-10 21:19:14,18
1997,1997-09-13 18:15:00,Semi-Finals,22000,7,Adelaide,10,Football Park,1.0,24,9,76,1,1997-09-13 19:45:00,68,11,Adelaide,Geelong,14,874140300,100,,+11:00,0,2022-11-10 21:19:13,1
1997,1997-09-13 13:30:00,Semi-Finals,21999,17,North Melbourne,8,M.C.G.,12.0,24,12,98,1,1997-09-13 14:30:00,85,15,North Melbourne,West Coast,13,874121400,100,,+11:00,0,2022-11-10 21:19:13,12
1997,1997-09-19 18:45:00,Preliminary Finals,21997,12,St Kilda,14,M.C.G.,15.0,25,11,104,1,1997-09-19 19:45:00,73,15,St Kilda,North Melbourne,7,874658700,100,,+11:00,0,2022-11-10 21:19:13,15
1997,1997-09-20 13:30:00,Preliminary Finals,21998,1,Western Bulldogs,13,M.C.G.,1.0,25,12,91,1,1997-09-20 14:30:00,93,13,Adelaide,Adelaide,21,874726200,100,,+11:00,0,2022-11-10 21:19:13,18
1997,1997-09-27 13:45:00,Grand Final,22085,1,St Kilda,16,M.C.G.,1.0,26,19,94,1,1997-09-27 14:45:00,125,13,Adelaide,Adelaide,11,875331900,100,,+11:00,1,2022-11-10 21:19:14,15
