unixtime,winner,ascore,hgoals,abehinds,ateam,is_grand_final,updated,hteamid,complete,timestr,tz,id,ateamid,year,localtime,roundname,is_final,date,venue,hteam,hbehinds,winnerteamid,round,hscore,agoals
1560662400,Greater Western Sydney,91,10,7,Greater Western Sydney,0,2019-06-16 18:02:02,12,100,Full Time,+10:00,3240,9,2019,2019-06-16 15:20:00,Round 13,0,2019-06-16 15:20:00,Bellerive Oval,North Melbourne,8,9,13,68,14
1561175100,Melbourne,71,13,5,Fremantle,0,2019-06-22 16:20:03,11,100,Full Time,+10:00,3243,6,2019,2019-06-22 13:45:00,Round 14,0,2019-06-22 13:45:00,M.C.G.,Melbourne,7,11,14,85,11
1561196400,Port Adelaide,56,9,8,Geelong,0,2019-06-22 22:16:02,13,100,Full Time,+10:00,3245,7,2019,2019-06-22 19:10:00,Round 14,0,2019-06-22 19:40:00,Adelaide Oval,Port Adelaide,13,13,14,67,8
1561185300,Brisbane Lions,115,8,13,Brisbane Lions,0,2019-06-22 19:12:02,15,100,Full Time,+10:00,3244,2,2019,2019-06-22 16:35:00,Round 14,0,2019-06-22 16:35:00,Marvel Stadium,St Kilda,11,2,14,59,17
1561110600,Sydney,63,12,9,Hawthorn,0,2019-06-21 22:26:02,16,100,Full Time,+10:00,3242,10,2019,2019-06-21 19:50:00,Round 14,0,2019-06-21 19:50:00,S.C.G.,Sydney,10,16,14,82,9
1561025400,West Coast,71,14,5,Essendon,0,2019-06-20 22:46:01,17,100,Full Time,+10:00,3241,5,2019,2019-06-20 18:10:00,Round 14,0,2019-06-20 20:10:00,Perth Stadium,West Coast,22,17,14,106,11
1561267200,Collingwood,82,10,4,Collingwood,0,2019-06-23 17:52:03,18,100,Full Time,+10:00,3246,4,2019,2019-06-23 15:20:00,Round 14,0,2019-06-23 15:20:00,Marvel Stadium,Western Bulldogs,13,4,14,73,13
1561872000,Brisbane Lions,74,15,8,Melbourne,0,2019-06-30 18:00:04,2,100,Full Time,+10:00,3263,11,2019,2019-06-30 15:20:00,Round 15,0,2019-06-30 15:20:00,Gabba,Brisbane Lions,17,2,15,107,11
1561800300,North Melbourne,81,5,15,North Melbourne,0,2019-06-29 21:58:02,4,100,Full Time,+10:00,3260,12,2019,2019-06-29 19:25:00,Round 15,0,2019-06-29 19:25:00,Marvel Stadium,Collingwood,7,12,15,37,11
1561627200,Essendon,71,12,11,Greater Western Sydney,0,2019-06-27 21:58:02,5,100,Full Time,+10:00,3247,9,2019,2019-06-27 19:20:00,Round 15,0,2019-06-27 19:20:00,Marvel Stadium,Essendon,5,5,15,77,10
1561879200,Carlton,79,11,13,Carlton,0,2019-06-30 19:58:03,6,100,Full Time,+10:00,3264,3,2019,2019-06-30 15:20:00,Round 15,0,2019-06-30 17:20:00,Perth Stadium,Fremantle,9,3,15,75,11
1561715400,Geelong,69,14,9,Adelaide,0,2019-06-28 22:30:04,7,100,Full Time,+10:00,3248,1,2019,2019-06-28 19:50:00,Round 15,0,2019-06-28 19:50:00,Kardinia Park,Geelong,12,7,15,96,10
1561779900,West Coast,77,9,11,West Coast,0,2019-06-29 16:32:02,10,100,Full Time,+10:00,3249,17,2019,2019-06-29 13:45:00,Round 15,0,2019-06-29 13:45:00,M.C.G.,Hawthorn,17,17,15,71,11
1561801200,Western Bulldogs,66,5,6,Western Bulldogs,0,2019-06-29 22:14:03,13,100,Full Time,+10:00,3261,18,2019,2019-06-29 19:10:00,Round 15,0,2019-06-29 19:40:00,Adelaide Oval,Port Adelaide,11,18,15,41,10
1561864200,Richmond,103,10,7,Richmond,0,2019-06-30 15:44:03,15,100,Full Time,+10:00,3262,14,2019,2019-06-30 13:10:00,Round 15,0,2019-06-30 13:10:00,Marvel Stadium,St Kilda,10,14,15,70,16
1561790100,Sydney,51,14,9,Gold Coast,0,2019-06-29 19:16:03,16,100,Full Time,+10:00,3259,8,2019,2019-06-29 16:35:00,Round 15,0,2019-06-29 16:35:00,S.C.G.,Sydney,9,16,15,93,7
1562394900,Port Adelaide,101,5,11,Port Adelaide,0,2019-07-06 19:12:02,1,100,Full Time,+10:00,3268,13,2019,2019-07-06 16:05:00,Round 16,0,2019-07-06 16:35:00,Adelaide Oval,Adelaide,14,13,16,44,15
1562469000,Melbourne,105,15,15,Melbourne,0,2019-07-07 15:52:03,3,100,Full Time,+10:00,3284,11,2019,2019-07-07 13:10:00,Round 16,0,2019-07-07 13:10:00,M.C.G.,Carlton,10,11,16,100,15
1562384700,Essendon,66,11,12,Sydney,0,2019-07-06 16:24:03,5,100,Full Time,+10:00,3266,16,2019,2019-07-06 13:45:00,Round 16,0,2019-07-06 13:45:00,M.C.G.,Essendon,10,5,16,76,9
1562407800,West Coast,122,2,8,West Coast,0,2019-07-06 22:46:02,6,100,Full Time,+10:00,3283,17,2019,2019-07-06 18:10:00,Round 16,0,2019-07-06 20:10:00,Perth Stadium,Fremantle,19,17,16,31,19
1562386200,Richmond,150,9,12,Richmond,0,2019-07-06 16:52:03,8,100,Full Time,+10:00,3267,14,2019,2019-07-06 14:10:00,Round 16,0,2019-07-06 14:10:00,Carrara,Gold Coast,4,14,16,58,23
1562481600,Brisbane Lions,94,11,10,Brisbane Lions,0,2019-07-07 19:26:03,9,100,Full Time,+10:00,3286,2,2019,2019-07-07 16:40:00,Round 16,0,2019-07-07 16:40:00,Sydney Showground,Greater Western Sydney,8,2,16,74,14
1562320200,Hawthorn,63,9,9,Collingwood,0,2019-07-05 22:24:02,10,100,Full Time,+10:00,3265,4,2019,2019-07-05 19:50:00,Round 16,0,2019-07-05 19:50:00,M.C.G.,Hawthorn,13,10,16,67,9
1562476800,North Melbourne,73,17,7,St Kilda,0,2019-07-07 17:58:02,12,100,Full Time,+10:00,3285,15,2019,2019-07-07 15:20:00,Round 16,0,2019-07-07 15:20:00,Bellerive Oval,North Melbourne,10,12,16,112,11
1562405100,Western Bulldogs,55,10,13,Geelong,0,2019-07-06 21:56:02,18,100,Full Time,+10:00,3269,7,2019,2019-07-06 19:25:00,Round 16,0,2019-07-06 19:25:00,Marvel Stadium,Western Bulldogs,11,18,16,71,7
1562999700,Essendon,81,12,9,North Melbourne,0,2019-07-13 19:12:02,5,100,Full Time,+10:00,3293,12,2019,2019-07-13 16:35:00,Round 17,0,2019-07-13 16:35:00,Marvel Stadium,Essendon,14,5,17,86,12
1563009900,Geelong,57,12,9,St Kilda,0,2019-07-13 22:02:02,7,100,Full Time,+10:00,3295,15,2019,2019-07-13 19:25:00,Round 17,0,2019-07-13 19:25:00,Kardinia Park,Geelong,12,7,17,84,8
1563009900,Adelaide,151,8,13,Adelaide,0,2019-07-13 22:06:03,8,100,Full Time,+10:00,3294,1,2019,2019-07-13 19:25:00,Round 17,0,2019-07-13 19:25:00,Carrara,Gold Coast,8,1,17,56,23
1562991000,Hawthorn,53,12,5,Fremantle,0,2019-07-13 16:44:02,10,100,Full Time,+10:00,3289,6,2019,2019-07-13 14:10:00,Round 17,0,2019-07-13 14:10:00,York Park,Hawthorn,12,10,17,84,8
1563086400,Brisbane Lions,97,6,13,Brisbane Lions,0,2019-07-14 19:26:03,13,100,Full Time,+10:00,3298,2,2019,2019-07-14 16:10:00,Round 17,0,2019-07-14 16:40:00,Adelaide Oval,Port Adelaide,13,2,17,49,14
1563073800,Richmond,67,13,13,Greater Western Sydney,0,2019-07-14 15:44:02,14,100,Full Time,+10:00,3296,9,2019,2019-07-14 13:10:00,Round 17,0,2019-07-14 13:10:00,M.C.G.,Richmond,16,14,17,94,9
1562989500,Carlton,69,8,15,Carlton,0,2019-07-13 16:20:02,16,100,Full Time,+10:00,3288,3,2019,2019-07-13 13:45:00,Round 17,0,2019-07-13 13:45:00,S.C.G.,Sydney,14,3,17,62,9
1562926200,Collingwood,78,12,12,Collingwood,0,2019-07-12 22:46:02,17,100,Full Time,+10:00,3287,4,2019,2019-07-12 18:10:00,Round 17,0,2019-07-12 20:10:00,Perth Stadium,West Coast,5,4,17,77,11
1563081600,Western Bulldogs,66,10,12,Melbourne,0,2019-07-14 17:54:03,18,100,Full Time,+10:00,3297,11,2019,2019-07-14 15:20:00,Round 17,0,2019-07-14 15:20:00,Marvel Stadium,Western Bulldogs,14,18,17,74,9
1563529800,Essendon,96,10,6,Essendon,0,2019-07-19 22:28:03,1,100,Full Time,+10:00,3299,5,2019,2019-07-19 19:20:00,Round 18,0,2019-07-19 19:50:00,Adelaide Oval,Adelaide,15,5,18,75,15
1563614700,Brisbane Lions,75,12,3,North Melbourne,0,2019-07-20 22:08:04,2,100,Full Time,+10:00,3303,12,2019,2019-07-20 19:25:00,Round 18,0,2019-07-20 19:25:00,Gabba,Brisbane Lions,15,2,18,87,12
1563595800,Carlton,75,15,9,Gold Coast,0,2019-07-20 16:50:03,3,100,Full Time,+10:00,3301,8,2019,2019-07-20 14:10:00,Round 18,0,2019-07-20 14:10:00,Marvel Stadium,Carlton,9,3,18,99,11
1563617400,Fremantle,51,7,9,Sydney,0,2019-07-20 22:40:02,6,100,Full Time,+10:00,3304,16,2019,2019-07-20 18:10:00,Round 18,0,2019-07-20 20:10:00,Perth Stadium,Fremantle,10,6,18,52,7
1563678600,Hawthorn,85,8,13,Hawthorn,0,2019-07-21 15:50:03,7,100,Full Time,+10:00,3305,10,2019,2019-07-21 13:10:00,Round 18,0,2019-07-21 13:10:00,M.C.G.,Geelong,13,10,18,61,12
1563604500,Greater Western Sydney,75,19,9,Collingwood,0,2019-07-20 19:18:02,9,100,Full Time,+10:00,3302,4,2019,2019-07-20 16:35:00,Round 18,0,2019-07-20 16:35:00,Sydney Showground,Greater Western Sydney,8,9,18,122,11
1563686400,West Coast,91,11,7,West Coast,0,2019-07-21 17:58:02,11,100,Full Time,+10:00,3306,17,2019,2019-07-21 14:50:00,Round 18,0,2019-07-21 15:20:00,Traeger Park,Melbourne,12,17,18,78,14
1563594300,Richmond,63,15,9,Port Adelaide,0,2019-07-20 16:18:03,14,100,Full Time,+10:00,3300,13,2019,2019-07-20 13:45:00,Round 18,0,2019-07-20 13:45:00,M.C.G.,Richmond,11,14,18,101,9
1563691200,St Kilda,89,17,5,Western Bulldogs,0,2019-07-21 19:20:02,15,100,Full Time,+10:00,3307,18,2019,2019-07-21 16:40:00,Round 18,0,2019-07-21 16:40:00,Marvel Stadium,St Kilda,14,15,18,116,14
1564200600,Carlton,60,13,6,Adelaide,0,2019-07-27 16:48:02,3,100,Full Time,+10:00,3321,1,2019,2019-07-27 14:10:00,Round 19,0,2019-07-27 14:10:00,M.C.G.,Carlton,9,3,19,87,9
1564134600,Richmond,98,9,14,Richmond,0,2019-07-26 22:22:03,4,100,Full Time,+10:00,3308,14,2019,2019-07-26 19:50:00,Round 19,0,2019-07-26 19:50:00,M.C.G.,Collingwood,12,14,19,66,14
1564296000,Essendon,106,15,10,Essendon,0,2019-07-28 19:20:02,8,100,Full Time,+10:00,3327,5,2019,2019-07-28 16:40:00,Round 19,0,2019-07-28 16:40:00,Carrara,Gold Coast,6,5,19,96,16
1564199100,Brisbane Lions,87,7,9,Brisbane Lions,0,2019-07-27 16:18:03,10,100,Full Time,+10:00,3309,2,2019,2019-07-27 13:45:00,Round 19,0,2019-07-27 13:45:00,York Park,Hawthorn,18,2,19,60,13
1564220400,Greater Western Sydney,56,7,8,Greater Western Sydney,0,2019-07-27 22:16:02,13,100,Full Time,+10:00,3324,9,2019,2019-07-27 19:10:00,Round 19,0,2019-07-27 19:40:00,Adelaide Oval,Port Adelaide,13,9,19,55,8
1564219500,St Kilda,85,15,7,Melbourne,0,2019-07-27 22:04:02,15,100,Full Time,+10:00,3323,11,2019,2019-07-27 19:25:00,Round 19,0,2019-07-27 19:25:00,Marvel Stadium,St Kilda,14,15,19,104,13
1564291200,Geelong,107,12,11,Geelong,0,2019-07-28 17:56:02,16,100,Full Time,+10:00,3326,7,2019,2019-07-28 15:20:00,Round 19,0,2019-07-28 15:20:00,S.C.G.,Sydney,8,7,19,80,16
1564209300,West Coast,72,18,12,North Melbourne,0,2019-07-27 19:16:02,17,100,Full Time,+10:00,3322,12,2019,2019-07-27 14:35:00,Round 19,0,2019-07-27 16:35:00,Perth Stadium,West Coast,13,17,19,121,10
1564283400,Western Bulldogs,66,16,12,Fremantle,0,2019-07-28 15:46:02,18,100,Full Time,+10:00,3325,6,2019,2019-07-28 13:10:00,Round 19,0,2019-07-28 13:10:00,Marvel Stadium,Western Bulldogs,17,18,19,113,9
1564825200,Adelaide,70,14,10,St Kilda,0,2019-08-03 22:16:03,1,100,Full Time,+10:00,3337,15,2019,2019-08-03 19:10:00,Round 20,0,2019-08-03 19:40:00,Adelaide Oval,Adelaide,8,1,20,92,10
1564900800,Brisbane Lions,80,14,14,Western Bulldogs,0,2019-08-04 19:16:03,2,100,Full Time,+10:00,3340,18,2019,2019-08-04 16:40:00,Round 20,0,2019-08-04 16:40:00,Gabba,Brisbane Lions,14,2,20,98,11
1564896000,West Coast,99,11,9,West Coast,0,2019-08-04 17:54:02,3,100,Full Time,+10:00,3339,17,2019,2019-08-04 15:20:00,Round 20,0,2019-08-04 15:20:00,Marvel Stadium,Carlton,9,17,20,75,15
1564888200,Collingwood,51,18,3,Gold Coast,0,2019-08-04 15:44:02,4,100,Full Time,+10:00,3338,8,2019,2019-08-04 13:10:00,Round 20,0,2019-08-04 13:10:00,M.C.G.,Collingwood,12,4,20,120,8
1564803900,Port Adelaide,126,9,12,Port Adelaide,0,2019-08-03 16:26:04,5,100,Full Time,+10:00,3329,13,2019,2019-08-03 13:45:00,Round 20,0,2019-08-03 13:45:00,Marvel Stadium,Essendon,13,13,20,67,19
1564814100,Fremantle,61,14,7,Geelong,0,2019-08-03 19:10:03,6,100,Full Time,+10:00,3335,7,2019,2019-08-03 14:35:00,Round 20,0,2019-08-03 16:35:00,Perth Stadium,Fremantle,11,6,20,95,9
1564805400,Greater Western Sydney,81,12,9,Sydney,0,2019-08-03 16:50:03,9,100,Full Time,+10:00,3334,16,2019,2019-08-03 14:10:00,Round 20,0,2019-08-03 14:10:00,Sydney Showground,Greater Western Sydney,11,9,20,83,12
1564824300,Richmond,93,9,15,Richmond,0,2019-08-03 21:56:03,11,100,Full Time,+10:00,3336,14,2019,2019-08-03 19:25:00,Round 20,0,2019-08-03 19:25:00,M.C.G.,Melbourne,6,14,20,60,13
1564739400,North Melbourne,64,12,10,Hawthorn,0,2019-08-02 22:24:03,12,100,Full Time,+10:00,3328,10,2019,2019-08-02 19:50:00,Round 20,0,2019-08-02 19:50:00,Marvel Stadium,North Melbourne,14,12,20,86,9
1565418900,Brisbane Lions,53,22,5,Gold Coast,0,2019-08-10 19:22:03,2,100,Full Time,+10:00,3344,8,2019,2019-08-10 16:35:00,Round 21,0,2019-08-10 16:35:00,Gabba,Brisbane Lions,12,2,21,144,8
1565429100,Western Bulldogs,137,4,11,Western Bulldogs,0,2019-08-10 21:56:03,5,100,Full Time,+10:00,3345,18,2019,2019-08-10 19:25:00,Round 21,0,2019-08-10 19:25:00,Marvel Stadium,Essendon,9,18,21,33,21
1565429100,Geelong,14,9,8,North Melbourne,0,2019-08-10 21:54:03,7,100,Full Time,+10:00,3346,12,2019,2019-08-10 19:25:00,Round 21,0,2019-08-10 19:25:00,Kardinia Park,Geelong,15,7,21,69,1
1565344200,Hawthorn,85,4,7,Hawthorn,0,2019-08-09 22:30:04,9,100,Full Time,+10:00,3341,10,2019,2019-08-09 19:50:00,Round 21,0,2019-08-09 19:50:00,Manuka Oval,Greater Western Sydney,5,10,21,29,13
1565408700,Collingwood,70,7,10,Collingwood,0,2019-08-10 16:18:03,11,100,Full Time,+10:00,3342,4,2019,2019-08-10 13:45:00,Round 21,0,2019-08-10 13:45:00,M.C.G.,Melbourne,11,4,21,53,10
1565410200,Port Adelaide,56,15,14,Sydney,0,2019-08-10 16:44:02,13,100,Full Time,+10:00,3343,16,2019,2019-08-10 13:40:00,Round 21,0,2019-08-10 14:10:00,Adelaide Oval,Port Adelaide,13,13,21,103,7
1565500800,Richmond,45,11,9,Carlton,0,2019-08-11 17:56:02,14,100,Full Time,+10:00,3348,3,2019,2019-08-11 15:20:00,Round 21,0,2019-08-11 15:20:00,M.C.G.,Richmond,7,14,21,73,6
1565493000,St Kilda,69,10,9,Fremantle,0,2019-08-11 15:44:03,15,100,Full Time,+10:00,3347,6,2019,2019-08-11 13:10:00,Round 21,0,2019-08-11 13:10:00,Marvel Stadium,St Kilda,12,15,21,72,10
1565505600,West Coast,80,13,8,Adelaide,0,2019-08-11 19:54:02,17,100,Full Time,+10:00,3349,1,2019,2019-08-11 14:40:00,Round 21,0,2019-08-11 16:40:00,Perth Stadium,West Coast,12,17,21,90,12
1566023700,Collingwood,114,6,12,Collingwood,0,2019-08-17 19:10:03,1,100,Full Time,+10:00,3362,4,2019,2019-08-17 16:05:00,Round 22,0,2019-08-17 16:35:00,Adelaide Oval,Adelaide,12,4,22,48,17
1566015000,Brisbane Lions,74,10,14,Geelong,0,2019-08-17 16:54:03,2,100,Full Time,+10:00,3361,7,2019,2019-08-17 14:10:00,Round 22,0,2019-08-17 14:10:00,Gabba,Brisbane Lions,15,2,22,75,10
1566013500,Carlton,68,11,8,St Kilda,0,2019-08-17 16:22:03,3,100,Full Time,+10:00,3360,15,2019,2019-08-17 13:45:00,Round 22,0,2019-08-17 13:45:00,M.C.G.,Carlton,12,3,22,78,10
1566036600,Essendon,87,7,9,Essendon,0,2019-08-17 22:48:03,6,100,Full Time,+10:00,3364,5,2019,2019-08-17 18:10:00,Round 22,0,2019-08-17 20:10:00,Perth Stadium,Fremantle,13,5,22,55,13
1566105600,Western Bulldogs,126,9,12,Western Bulldogs,0,2019-08-18 18:02:02,9,100,Full Time,+10:00,3366,18,2019,2019-08-18 15:20:00,Round 22,0,2019-08-18 15:20:00,Sydney Showground,Greater Western Sydney,11,18,22,65,19
1566110400,Hawthorn,48,18,6,Gold Coast,0,2019-08-18 19:16:02,10,100,Full Time,+10:00,3367,8,2019,2019-08-18 16:40:00,Round 22,0,2019-08-18 16:40:00,Marvel Stadium,Hawthorn,10,10,22,118,7
1565949000,Sydney,95,5,5,Sydney,0,2019-08-16 22:24:03,11,100,Full Time,+10:00,3359,16,2019,2019-08-16 19:50:00,Round 22,0,2019-08-16 19:50:00,M.C.G.,Melbourne,12,16,22,42,15
1566033900,North Melbourne,58,22,10,Port Adelaide,0,2019-08-17 22:08:03,12,100,Full Time,+10:00,3363,13,2019,2019-08-17 19:25:00,Round 22,0,2019-08-17 19:25:00,Marvel Stadium,North Melbourne,12,12,22,144,8
1566097800,Richmond,82,13,4,West Coast,0,2019-08-18 15:52:02,14,100,Full Time,+10:00,3365,17,2019,2019-08-18 13:10:00,Round 22,0,2019-08-18 13:10:00,M.C.G.,Richmond,10,14,22,88,13
1566553800,Collingwood,65,10,5,Essendon,0,2019-08-23 22:20:03,4,100,Full Time,+10:00,3384,5,2019,2019-08-23 19:50:00,Round 23,0,2019-08-23 19:50:00,M.C.G.,Collingwood,16,4,23,76,10
1566628500,Geelong,61,19,13,Carlton,0,2019-08-24 19:20:02,7,100,Full Time,+10:00,3383,3,2019,2019-08-24 16:35:00,Round 23,0,2019-08-24 16:35:00,Kardinia Park,Geelong,15,7,23,129,8
1566638700,Greater Western Sydney,127,7,7,Greater Western Sydney,0,2019-08-24 22:08:03,8,100,Full Time,+10:00,3381,9,2019,2019-08-24 19:25:00,Round 23,0,2019-08-24 19:25:00,Carrara,Gold Coast,13,9,23,55,20
1566619800,North Melbourne,83,13,11,Melbourne,0,2019-08-24 16:50:03,12,100,Full Time,+10:00,3380,11,2019,2019-08-24 14:10:00,Round 23,0,2019-08-24 14:10:00,Bellerive Oval,North Melbourne,10,12,23,88,12
1566715200,Port Adelaide,67,15,7,Fremantle,0,2019-08-25 19:14:03,13,100,Full Time,+10:00,3382,6,2019,2019-08-25 16:10:00,Round 23,0,2019-08-25 16:40:00,Adelaide Oval,Port Adelaide,20,13,23,110,10
1566710400,Richmond,55,12,7,Brisbane Lions,0,2019-08-25 17:54:03,14,100,Full Time,+10:00,3368,2,2019,2019-08-25 15:20:00,Round 23,0,2019-08-25 15:20:00,M.C.G.,Richmond,10,14,23,82,8
1566618300,Sydney,64,17,16,St Kilda,0,2019-08-24 16:18:03,16,100,Full Time,+10:00,3386,15,2019,2019-08-24 13:45:00,Round 23,0,2019-08-24 13:45:00,S.C.G.,Sydney,7,16,23,109,8
1566637800,Hawthorn,105,9,9,Hawthorn,0,2019-08-24 22:44:02,17,100,Full Time,+10:00,3369,10,2019,2019-08-24 17:10:00,Round 23,0,2019-08-24 19:10:00,Perth Stadium,West Coast,13,10,23,67,16
1566702600,Western Bulldogs,87,18,9,Adelaide,0,2019-08-25 15:52:03,18,100,Full Time,+10:00,3385,1,2019,2019-08-25 13:10:00,Round 23,0,2019-08-25 13:10:00,Eureka Stadium,Western Bulldogs,13,18,23,121,13
1567848300,Richmond,112,8,4,Richmond,0,2019-09-07 22:08:02,2,100,Full Time,+10:00,3390,14,2019,2019-09-07 19:25:00,Finals Week 1,3,2019-09-07 19:25:00,Gabba,Brisbane Lions,17,14,24,65,18
1567763400,Collingwood,61,7,7,Collingwood,0,2019-09-06 22:24:02,7,100,Full Time,+10:00,3388,4,2019,2019-09-06 19:50:00,Finals Week 1,3,2019-09-06 19:50:00,M.C.G.,Geelong,9,4,24,51,9
1567833600,Greater Western Sydney,55,16,7,Western Bulldogs,0,2019-09-07 18:04:03,9,100,Full Time,+10:00,3389,18,2019,2019-09-07 15:20:00,Finals Week 1,2,2019-09-07 15:20:00,Sydney Showground,Greater Western Sydney,17,9,24,113,8
1567678200,West Coast,61,17,7,Essendon,0,2019-09-05 22:42:02,17,100,Full Time,+10:00,3387,5,2019,2019-09-05 18:10:00,Finals Week 1,2,2019-09-05 20:10:00,Perth Stadium,West Coast,14,17,24,116,9
1568453100,Greater Western Sydney,83,11,11,Greater Western Sydney,0,2019-09-14 22:10:02,2,100,Full Time,+10:00,3968,9,2019,2019-09-14 19:25:00,Semi-Finals,4,2019-09-14 19:25:00,Gabba,Brisbane Lions,14,9,25,80,12
1568368200,Geelong,68,13,8,West Coast,0,2019-09-13 22:26:02,7,100,Full Time,+10:00,3967,17,2019,2019-09-13 19:50:00,Semi-Finals,4,2019-09-13 19:50:00,M.C.G.,Geelong,10,7,25,88,10
1569047700,Greater Western Sydney,56,7,8,Greater Western Sydney,0,2019-09-21 19:16:02,4,100,Full Time,+10:00,4081,9,2019,2019-09-21 16:35:00,Preliminary Finals,5,2019-09-21 16:35:00,M.C.G.,Collingwood,10,9,26,52,8
1568973000,Richmond,66,12,12,Geelong,0,2019-09-20 22:26:02,14,100,Full Time,+10:00,4052,7,2019,2019-09-20 19:50:00,Preliminary Finals,5,2019-09-20 19:50:00,M.C.G.,Richmond,13,14,26,85,9
1569645000,Richmond,25,17,7,Greater Western Sydney,1,2019-09-28 17:06:03,14,100,Full Time,+10:00,4320,9,2019,2019-09-28 14:30:00,Grand Final,6,2019-09-28 14:30:00,M.C.G.,Richmond,12,14,27,114,3
