roundname,year,localtime,ateamid,id,winnerteamid,venue,hteam,hbehinds,agoals,hscore,round,is_final,date,winner,ascore,hgoals,abehinds,ateam,unixtime,complete,timestr,tz,is_grand_final,hteamid,updated
Round 16,2022,2022-07-02 16:05:00,11,8795,11.0,Adelaide Oval,Adelaide,5,14,65,16,0,2022-07-02 16:35:00,Melbourne,94,10,10,Melbourne,1656743700,100,Full Time,+10:00,0,1,2022-07-02 19:12:02
Round 16,2022,2022-06-30 19:20:00,18,8788,2.0,Gabba,Brisbane Lions,12,9,108,16,0,2022-06-30 19:20:00,Brisbane Lions,67,16,13,Western Bulldogs,1656580800,100,Full Time,+10:00,0,2,2022-06-30 22:01:02
Round 16,2022,2022-07-01 19:50:00,15,8789,15.0,Docklands,Carlton,18,14,78,16,0,2022-07-01 19:50:00,St Kilda,93,10,9,St Kilda,1656669000,100,Full Time,+10:00,0,3,2022-07-01 22:32:02
Round 16,2022,2022-07-02 13:45:00,16,8790,5.0,M.C.G.,Essendon,5,12,95,16,0,2022-07-02 13:45:00,Essendon,86,15,14,Sydney,1656733500,100,Full Time,+10:00,0,5,2022-07-02 16:19:03
Round 16,2022,2022-07-03 15:20:00,13,8796,6.0,Perth Stadium,Fremantle,9,14,99,16,0,2022-07-03 17:20:00,Fremantle,91,15,7,Port Adelaide,1656832800,100,Full Time,+10:00,0,6,2022-07-03 20:02:04
Round 16,2022,2022-07-02 19:25:00,12,8791,7.0,Kardinia Park,Geelong,18,5,144,16,0,2022-07-02 19:25:00,Geelong,32,21,2,North Melbourne,1656753900,100,Full Time,+10:00,0,7,2022-07-02 22:04:03
Round 16,2022,2022-07-02 19:25:00,4,8792,4.0,Carrara,Gold Coast,14,9,62,16,0,2022-07-02 19:25:00,Collingwood,67,8,13,Collingwood,1656753900,100,Full Time,+10:00,0,8,2022-07-02 21:58:03
Round 16,2022,2022-07-03 15:20:00,10,8793,9.0,Sydney Showground,Greater Western Sydney,6,7,72,16,0,2022-07-03 15:20:00,Greater Western Sydney,50,11,8,Hawthorn,1656825600,100,Full Time,+10:00,0,9,2022-07-03 17:57:02
Round 16,2022,2022-07-03 14:10:00,17,8794,14.0,M.C.G.,Richmond,8,13,128,16,0,2022-07-03 14:10:00,Richmond,93,20,15,West Coast,1656821400,100,Full Time,+10:00,0,14,2022-07-03 16:50:03
Round 17,2022,2022-07-10 13:10:00,5,8797,5.0,Gabba,Brisbane Lions,12,15,90,17,0,2022-07-10 13:10:00,Essendon,100,13,10,Essendon,1657422600,100,Full Time,+10:00,0,2,2022-07-10 15:46:03
Round 17,2022,2022-07-09 13:45:00,12,8798,4.0,M.C.G.,Collingwood,10,12,88,17,0,2022-07-09 13:45:00,Collingwood,81,13,9,North Melbourne,1657338300,100,Full Time,+10:00,0,4,2022-07-09 16:22:03
Round 17,2022,2022-07-07 19:20:00,11,8799,7.0,Kardinia Park,Geelong,19,9,91,17,0,2022-07-07 19:20:00,Geelong,63,12,9,Melbourne,1657185600,100,Full Time,+10:00,0,7,2022-07-07 22:00:02
Round 17,2022,2022-07-09 16:35:00,14,8800,8.0,Carrara,Gold Coast,10,13,94,17,0,2022-07-09 16:35:00,Gold Coast,92,14,14,Richmond,1657348500,100,Full Time,+10:00,0,8,2022-07-09 19:12:03
Round 17,2022,2022-07-10 15:20:00,1,8801,10.0,Docklands,Hawthorn,8,8,86,17,0,2022-07-10 15:20:00,Hawthorn,54,13,6,Adelaide,1657430400,100,Full Time,+10:00,0,10,2022-07-10 17:56:02
Round 17,2022,2022-07-09 19:00:00,9,8804,13.0,Adelaide Oval,Port Adelaide,12,3,84,17,0,2022-07-09 19:30:00,Port Adelaide,29,12,11,Greater Western Sydney,1657359000,100,Full Time,+10:00,0,13,2022-07-09 22:06:03
Round 17,2022,2022-07-09 19:25:00,6,8802,6.0,Docklands,St Kilda,10,17,70,17,0,2022-07-09 19:25:00,Fremantle,111,10,9,Fremantle,1657358700,100,Full Time,+10:00,0,15,2022-07-09 22:00:03
Round 17,2022,2022-07-08 19:50:00,18,8803,16.0,S.C.G.,Sydney,18,9,120,17,0,2022-07-08 19:50:00,Sydney,67,17,13,Western Bulldogs,1657273800,100,Full Time,+10:00,0,16,2022-07-08 22:33:03
Round 17,2022,2022-07-10 14:40:00,3,8805,3.0,Perth Stadium,West Coast,5,17,53,17,0,2022-07-10 16:40:00,Carlton,116,8,14,Carlton,1657435200,100,Full Time,+10:00,0,17,2022-07-10 19:17:03
Round 18,2022,2022-07-16 13:15:00,4,8812,4.0,Adelaide Oval,Adelaide,8,14,86,18,0,2022-07-16 13:45:00,Collingwood,91,13,7,Collingwood,1657943100,100,Full Time,+10:00,0,1,2022-07-16 16:29:03
Round 18,2022,2022-07-16 19:25:00,7,8806,7.0,M.C.G.,Carlton,7,12,55,18,0,2022-07-16 19:25:00,Geelong,85,8,13,Geelong,1657963500,100,Full Time,+10:00,0,3,2022-07-16 21:58:02
Round 18,2022,2022-07-17 16:40:00,8,8807,5.0,Docklands,Essendon,19,8,103,18,0,2022-07-17 16:40:00,Essendon,55,14,7,Gold Coast,1658040000,100,Full Time,+10:00,0,5,2022-07-17 19:14:02
Round 18,2022,2022-07-16 17:30:00,16,8814,16.0,Perth Stadium,Fremantle,11,11,65,18,0,2022-07-16 19:30:00,Sydney,82,9,16,Sydney,1657963800,100,Full Time,+10:00,0,6,2022-07-16 22:08:03
Round 18,2022,2022-07-16 13:45:00,2,8808,2.0,Manuka Oval,Greater Western Sydney,5,15,59,18,0,2022-07-16 13:45:00,Brisbane Lions,99,9,9,Brisbane Lions,1657943100,100,Full Time,+10:00,0,9,2022-07-16 16:22:02
Round 18,2022,2022-07-17 13:10:00,17,8809,10.0,M.C.G.,Hawthorn,12,12,102,18,0,2022-07-17 13:10:00,Hawthorn,77,15,5,West Coast,1658027400,100,Full Time,+10:00,0,10,2022-07-17 15:49:02
Round 18,2022,2022-07-17 14:50:00,13,8813,11.0,Traeger Park,Melbourne,11,10,83,18,0,2022-07-17 15:20:00,Melbourne,69,12,9,Port Adelaide,1658035200,100,Full Time,+10:00,0,11,2022-07-17 17:53:02
Round 18,2022,2022-07-16 16:35:00,14,8810,12.0,Docklands,North Melbourne,8,11,92,18,0,2022-07-16 16:35:00,North Melbourne,88,14,22,Richmond,1657953300,100,Full Time,+10:00,0,12,2022-07-16 19:14:02
Round 18,2022,2022-07-15 19:50:00,15,8811,18.0,Docklands,Western Bulldogs,6,7,84,18,0,2022-07-15 19:50:00,Western Bulldogs,56,13,14,St Kilda,1657878600,100,Full Time,+10:00,0,18,2022-07-15 22:20:02
Round 19,2022,2022-07-23 19:10:00,8,8815,2.0,Gabba,Brisbane Lions,14,14,110,19,0,2022-07-23 19:10:00,Brisbane Lions,93,16,9,Gold Coast,1658567400,100,Full Time,+10:00,0,2,2022-07-23 21:55:03
Round 19,2022,2022-07-24 13:10:00,9,8816,3.0,Docklands,Carlton,12,8,90,19,0,2022-07-24 13:10:00,Carlton,54,13,6,Greater Western Sydney,1658632200,100,Full Time,+10:00,0,3,2022-07-24 15:46:02
Round 19,2022,2022-07-24 15:20:00,5,8817,4.0,M.C.G.,Collingwood,8,11,80,19,0,2022-07-24 15:20:00,Collingwood,76,12,10,Essendon,1658640000,100,Full Time,+10:00,0,4,2022-07-24 17:51:02
Round 19,2022,2022-07-23 13:45:00,10,8818,10.0,Bellerive Oval,North Melbourne,9,19,75,19,0,2022-07-23 13:45:00,Hawthorn,121,11,7,Hawthorn,1658547900,100,Full Time,+10:00,0,12,2022-07-23 16:24:02
Round 19,2022,2022-07-23 16:05:00,7,8822,7.0,Adelaide Oval,Port Adelaide,10,16,94,19,0,2022-07-23 16:35:00,Geelong,106,14,10,Geelong,1658558100,100,Full Time,+10:00,0,13,2022-07-23 19:13:03
Round 19,2022,2022-07-22 19:50:00,6,8819,,Docklands,Richmond,10,7,52,19,0,2022-07-22 19:50:00,,52,7,10,Fremantle,1658483400,100,Full Time,+10:00,0,14,2022-07-22 22:18:03
Round 19,2022,2022-07-23 13:45:00,1,8820,16.0,S.C.G.,Sydney,16,12,118,19,0,2022-07-23 13:45:00,Sydney,85,17,13,Adelaide,1658547900,100,Full Time,+10:00,0,16,2022-07-23 16:35:04
Round 19,2022,2022-07-24 14:40:00,15,8823,15.0,Perth Stadium,West Coast,2,14,62,19,0,2022-07-24 16:40:00,St Kilda,90,10,6,St Kilda,1658644800,100,Full Time,+10:00,0,17,2022-07-24 19:15:03
Round 19,2022,2022-07-23 19:25:00,11,8821,18.0,Docklands,Western Bulldogs,8,15,110,19,0,2022-07-23 19:25:00,Western Bulldogs,100,17,10,Melbourne,1658568300,100,Full Time,+10:00,0,18,2022-07-23 22:08:02
Round 20,2022,2022-07-30 19:00:00,3,8831,1.0,Adelaide Oval,Adelaide,12,8,84,20,0,2022-07-30 19:30:00,Adelaide,55,12,7,Carlton,1659173400,100,Full Time,+10:00,0,1,2022-07-30 22:10:04
Round 20,2022,2022-07-30 13:45:00,13,8824,4.0,M.C.G.,Collingwood,10,12,88,20,0,2022-07-30 13:45:00,Collingwood,82,13,10,Port Adelaide,1659152700,100,Full Time,+10:00,0,4,2022-07-30 16:22:02
Round 20,2022,2022-07-31 16:40:00,12,8825,5.0,Docklands,Essendon,12,9,114,20,0,2022-07-31 16:40:00,Essendon,66,17,12,North Melbourne,1659249600,100,Full Time,+10:00,0,5,2022-07-31 19:19:02
Round 20,2022,2022-07-29 18:10:00,11,8832,11.0,Perth Stadium,Fremantle,9,12,39,20,0,2022-07-29 20:10:00,Melbourne,85,5,13,Melbourne,1659089400,100,Full Time,+10:00,0,6,2022-07-29 22:49:03
Round 20,2022,2022-07-30 19:25:00,18,8826,7.0,Kardinia Park,Geelong,10,9,94,20,0,2022-07-30 19:25:00,Geelong,66,14,12,Western Bulldogs,1659173100,100,Full Time,+10:00,0,7,2022-07-30 21:57:02
Round 20,2022,2022-07-31 13:10:00,17,8827,8.0,Carrara,Gold Coast,11,16,107,20,0,2022-07-31 13:10:00,Gold Coast,104,16,8,West Coast,1659237000,100,Full Time,+10:00,0,8,2022-07-31 15:53:02
Round 20,2022,2022-07-31 15:20:00,2,8828,14.0,M.C.G.,Richmond,14,14,104,20,0,2022-07-31 15:20:00,Richmond,97,15,13,Brisbane Lions,1659244800,100,Full Time,+10:00,0,14,2022-07-31 18:01:03
Round 20,2022,2022-07-30 16:35:00,10,8829,15.0,Docklands,St Kilda,15,9,75,20,0,2022-07-30 16:35:00,St Kilda,63,10,9,Hawthorn,1659162900,100,Full Time,+10:00,0,15,2022-07-30 19:06:02
Round 20,2022,2022-07-30 14:10:00,9,8830,16.0,S.C.G.,Sydney,10,5,112,20,0,2022-07-30 14:10:00,Sydney,39,17,9,Greater Western Sydney,1659154200,100,Full Time,+10:00,0,16,2022-07-30 16:46:02
Round 21,2022,2022-08-07 15:20:00,3,8833,2.0,Gabba,Brisbane Lions,12,12,114,21,0,2022-08-07 15:20:00,Brisbane Lions,81,17,9,Carlton,1659849600,100,Full Time,+10:00,0,2,2022-08-07 18:04:03
Round 21,2022,2022-08-06 19:25:00,15,8834,7.0,Kardinia Park,Geelong,8,10,110,21,0,2022-08-06 19:25:00,Geelong,65,17,5,St Kilda,1659777900,100,Full Time,+10:00,0,7,2022-08-06 22:02:02
Round 21,2022,2022-08-06 14:10:00,5,8835,9.0,Sydney Showground,Greater Western Sydney,12,10,96,21,0,2022-08-06 14:10:00,Greater Western Sydney,69,14,9,Essendon,1659759000,100,Full Time,+10:00,0,9,2022-08-06 16:46:02
Round 21,2022,2022-08-06 13:45:00,8,8836,10.0,York Park,Hawthorn,10,8,70,21,0,2022-08-06 13:45:00,Hawthorn,63,10,15,Gold Coast,1659757500,100,Full Time,+10:00,0,10,2022-08-06 16:20:03
Round 21,2022,2022-08-05 19:50:00,4,8837,4.0,M.C.G.,Melbourne,11,15,89,21,0,2022-08-05 19:50:00,Collingwood,96,13,6,Collingwood,1659693000,100,Full Time,+10:00,0,11,2022-08-05 22:35:04
Round 21,2022,2022-08-07 13:10:00,16,8838,16.0,Docklands,North Melbourne,10,18,88,21,0,2022-08-07 13:10:00,Sydney,126,13,18,Sydney,1659841800,100,Full Time,+10:00,0,12,2022-08-07 15:53:02
Round 21,2022,2022-08-06 19:10:00,14,8840,14.0,Adelaide Oval,Port Adelaide,11,16,71,21,0,2022-08-06 19:40:00,Richmond,109,10,13,Richmond,1659778800,100,Full Time,+10:00,0,13,2022-08-06 22:26:02
Round 21,2022,2022-08-07 14:10:00,1,8841,1.0,Perth Stadium,West Coast,8,16,86,21,0,2022-08-07 16:10:00,Adelaide,102,13,6,Adelaide,1659852600,100,Full Time,+10:00,0,17,2022-08-07 18:54:03
Round 21,2022,2022-08-06 16:35:00,6,8839,6.0,Docklands,Western Bulldogs,12,14,78,21,0,2022-08-06 16:35:00,Fremantle,95,11,11,Fremantle,1659767700,100,Full Time,+10:00,0,18,2022-08-06 19:08:03
Round 22,2022,2022-08-13 13:40:00,12,8849,1.0,Adelaide Oval,Adelaide,13,10,103,22,0,2022-08-13 14:10:00,Adelaide,74,15,14,North Melbourne,1660363800,100,Full Time,+10:00,0,1,2022-08-13 16:48:02
Round 22,2022,2022-08-14 16:40:00,13,8842,13.0,Docklands,Essendon,8,23,62,22,0,2022-08-14 16:40:00,Port Adelaide,146,9,8,Port Adelaide,1660459200,100,Full Time,+10:00,0,5,2022-08-14 19:14:02
Round 22,2022,2022-08-13 17:40:00,17,8850,6.0,Perth Stadium,Fremantle,17,7,71,22,0,2022-08-13 19:40:00,Fremantle,47,9,5,West Coast,1660383600,100,Full Time,+10:00,0,6,2022-08-13 22:20:03
Round 22,2022,2022-08-13 16:35:00,7,8843,7.0,Carrara,Gold Coast,5,18,59,22,0,2022-08-13 16:35:00,Geelong,119,9,11,Geelong,1660372500,100,Full Time,+10:00,0,8,2022-08-13 19:14:02
Round 22,2022,2022-08-13 19:25:00,3,8844,11.0,M.C.G.,Melbourne,13,10,79,22,0,2022-08-13 19:25:00,Melbourne,74,11,14,Carlton,1660382700,100,Full Time,+10:00,0,11,2022-08-13 22:08:02
Round 22,2022,2022-08-14 13:10:00,10,8845,14.0,M.C.G.,Richmond,8,9,128,22,0,2022-08-14 13:10:00,Richmond,67,20,13,Hawthorn,1660446600,100,Full Time,+10:00,0,14,2022-08-14 15:49:03
Round 22,2022,2022-08-12 19:50:00,2,8846,2.0,Docklands,St Kilda,12,12,66,22,0,2022-08-12 19:50:00,Brisbane Lions,81,9,9,Brisbane Lions,1660297800,100,Full Time,+10:00,0,15,2022-08-12 22:29:02
Round 22,2022,2022-08-14 15:20:00,4,8847,16.0,S.C.G.,Sydney,11,7,77,22,0,2022-08-14 15:20:00,Sydney,50,11,8,Collingwood,1660454400,100,Full Time,+10:00,0,16,2022-08-14 17:58:02
Round 22,2022,2022-08-13 13:45:00,9,8848,18.0,Docklands,Western Bulldogs,8,8,62,22,0,2022-08-13 13:45:00,Western Bulldogs,57,9,9,Greater Western Sydney,1660362300,100,Full Time,+10:00,0,18,2022-08-13 16:16:02
Round 23,2022,2022-08-19 19:50:00,11,8851,11.0,Gabba,Brisbane Lions,9,18,57,23,0,2022-08-19 19:50:00,Melbourne,115,8,7,Melbourne,1660902600,100,Full Time,+10:00,0,2,2022-08-19 22:30:02
Round 23,2022,2022-08-21 15:20:00,4,8852,4.0,M.C.G.,Carlton,14,11,74,23,0,2022-08-21 15:20:00,Collingwood,75,10,9,Collingwood,1661059200,100,Full Time,+10:00,0,3,2022-08-21 18:03:03
Round 23,2022,2022-08-20 19:25:00,14,8853,14.0,M.C.G.,Essendon,9,21,75,23,0,2022-08-20 19:25:00,Richmond,141,11,15,Richmond,1660987500,100,Full Time,+10:00,0,5,2022-08-20 22:03:02
Round 23,2022,2022-08-20 16:35:00,17,8854,7.0,Kardinia Park,Geelong,17,7,131,23,0,2022-08-20 16:35:00,Geelong,46,19,4,West Coast,1660977300,100,Full Time,+10:00,0,7,2022-08-20 19:12:02
Round 23,2022,2022-08-20 13:45:00,6,8855,6.0,Manuka Oval,Greater Western Sydney,9,13,69,23,0,2022-08-20 13:45:00,Fremantle,89,10,11,Fremantle,1660967100,100,Full Time,+10:00,0,9,2022-08-20 16:27:03
Round 23,2022,2022-08-21 13:10:00,18,8856,18.0,York Park,Hawthorn,4,12,64,23,0,2022-08-21 13:10:00,Western Bulldogs,87,10,15,Western Bulldogs,1661051400,100,Full Time,+10:00,0,10,2022-08-21 15:42:02
Round 23,2022,2022-08-20 14:10:00,8,8857,8.0,Docklands,North Melbourne,11,16,47,23,0,2022-08-20 14:10:00,Gold Coast,114,6,18,Gold Coast,1660968600,100,Full Time,+10:00,0,12,2022-08-20 16:45:02
Round 23,2022,2022-08-20 19:00:00,1,8859,13.0,Adelaide Oval,Port Adelaide,15,7,111,23,0,2022-08-20 19:30:00,Port Adelaide,55,16,13,Adelaide,1660987800,100,Full Time,+10:00,0,13,2022-08-20 22:15:04
Round 23,2022,2022-08-21 16:40:00,16,8858,16.0,Docklands,St Kilda,8,13,74,23,0,2022-08-21 16:40:00,Sydney,88,11,10,Sydney,1661064000,100,Full Time,+10:00,0,15,2022-08-21 19:16:03
Finals Week 1,2022,2022-09-01 19:20:00,14,10906,2.0,Gabba,Brisbane Lions,10,16,106,24,2,2022-09-01 19:20:00,Brisbane Lions,104,16,8,Richmond,1662024000,100,Full Time,+10:00,0,2,2022-09-01 22:11:02
Finals Week 1,2022,2022-09-03 18:10:00,18,10905,6.0,Perth Stadium,Fremantle,7,8,73,24,2,2022-09-03 20:10:00,Fremantle,60,11,12,Western Bulldogs,1662199800,100,Full Time,+10:00,0,6,2022-09-03 22:48:52
Finals Week 1,2022,2022-09-03 16:35:00,4,10907,7.0,M.C.G.,Geelong,12,10,78,24,3,2022-09-03 16:35:00,Geelong,72,11,12,Collingwood,1662186900,100,Full Time,+10:00,0,7,2022-09-03 19:17:03
Finals Week 1,2022,2022-09-02 19:50:00,16,10908,16.0,M.C.G.,Melbourne,9,14,69,24,3,2022-09-02 19:50:00,Sydney,91,10,7,Sydney,1662112200,100,Full Time,+10:00,0,11,2022-09-02 22:31:03
Semi-Finals,2022,2022-09-10 19:25:00,6,10909,4.0,M.C.G.,Collingwood,13,9,79,25,4,2022-09-10 19:25:00,Collingwood,59,11,5,Fremantle,1662801900,100,Full Time,+10:00,0,4,2022-09-10 22:23:02
Semi-Finals,2022,2022-09-09 19:50:00,2,10910,2.0,M.C.G.,Melbourne,13,14,79,25,4,2022-09-09 19:50:00,Brisbane Lions,92,11,8,Brisbane Lions,1662717000,100,Full Time,+10:00,0,11,2022-09-10 00:32:02
Preliminary Finals,2022,2022-09-16 19:50:00,2,10911,7.0,M.C.G.,Geelong,12,7,120,26,5,2022-09-16 19:50:00,Geelong,49,18,7,Brisbane Lions,1663321800,100,Full Time,+10:00,0,7,2022-09-16 23:01:03
Preliminary Finals,2022,2022-09-17 16:45:00,4,10912,16.0,S.C.G.,Sydney,11,14,95,26,5,2022-09-17 16:45:00,Sydney,94,14,10,Collingwood,1663397100,100,Full Time,+10:00,0,16,2022-09-17 19:56:02
Grand Final,2022,2022-09-24 14:30:00,16,10913,7.0,M.C.G.,Geelong,13,8,133,27,6,2022-09-24 14:30:00,Geelong,52,20,4,Sydney,1663993800,100,Full Time,+10:00,1,7,2022-09-24 17:40:11
