id,ateamid,year,localtime,roundname,date,is_final,round,hscore,agoals,hbehinds,venue,hteam,winnerteamid,unixtime,abehinds,ateam,winner,ascore,hgoals,updated,hteamid,is_grand_final,tz,timestr,complete
5566,15,2020,2020-08-29 19:10:00,Round 14,2020-08-29 19:40:00,0,14,52,7,4,Traeger Park,Melbourne,11.0,1598694000,7,St Kilda,Melbourne,49,8,2020-08-29 21:58:03,11,0,+10:00,Full Time,100
5564,16,2020,2020-08-29 13:15:00,Round 14,2020-08-29 13:45:00,0,14,73,7,7,Adelaide Oval,Port Adelaide,13.0,1598672700,5,Sydney,Port Adelaide,47,11,2020-08-29 16:04:03,13,0,+10:00,Full Time,100
5562,17,2020,2020-08-27 19:10:00,Round 14,2020-08-27 19:10:00,0,14,88,9,4,Carrara,Richmond,14.0,1598519400,7,West Coast,Richmond,61,14,2020-08-27 21:30:03,14,0,+10:00,Full Time,100
5563,7,2020,2020-08-28 19:50:00,Round 14,2020-08-28 19:50:00,0,14,61,10,7,Carrara,Western Bulldogs,7.0,1598608200,12,Geelong,Geelong,72,9,2020-08-28 22:14:03,18,0,+10:00,Full Time,100
5574,4,2020,2020-09-04 19:50:00,Round 15,2020-09-04 19:50:00,0,15,42,5,6,Gabba,Brisbane Lions,2.0,1599213000,4,Collingwood,Brisbane Lions,34,6,2020-09-04 22:02:03,2,0,+10:00,Full Time,100
5573,3,2020,2020-09-03 19:10:00,Round 15,2020-09-03 19:10:00,0,15,48,5,12,Carrara,Greater Western Sydney,9.0,1599124200,9,Carlton,Greater Western Sydney,39,6,2020-09-03 21:26:03,9,0,+10:00,Full Time,100
5569,1,2020,2020-09-01 17:10:00,Round 15,2020-09-01 17:40:00,0,15,48,12,6,Adelaide Oval,Hawthorn,1.0,1598946000,11,Adelaide,Adelaide,83,7,2020-09-01 19:58:02,10,0,+10:00,Full Time,100
5571,6,2020,2020-09-02 19:10:00,Round 15,2020-09-02 19:10:00,0,15,56,4,8,Carrara,Richmond,14.0,1599037800,5,Fremantle,Richmond,29,8,2020-09-02 21:24:03,14,0,+10:00,Full Time,100
5572,11,2020,2020-09-03 16:40:00,Round 15,2020-09-03 16:40:00,0,15,67,6,7,Cazaly's Stadium,Sydney,16.0,1599115200,10,Melbourne,Sydney,46,10,2020-09-03 19:00:04,16,0,+10:00,Full Time,100
5570,5,2020,2020-09-01 20:10:00,Round 15,2020-09-01 20:10:00,0,15,60,6,6,Gabba,West Coast,17.0,1598955000,9,Essendon,West Coast,45,9,2020-09-01 22:26:02,17,0,+10:00,Full Time,100
5580,9,2020,2020-09-08 17:10:00,Round 16,2020-09-08 17:40:00,0,16,59,7,11,Adelaide Oval,Adelaide,1.0,1599550800,5,Greater Western Sydney,Adelaide,47,8,2020-09-08 19:58:03,1,0,+10:00,Full Time,100
5582,8,2020,2020-09-09 19:10:00,Round 16,2020-09-09 19:10:00,0,16,88,6,10,Gabba,Brisbane Lions,2.0,1599642600,7,Gold Coast,Brisbane Lions,43,13,2020-09-09 21:36:02,2,0,+10:00,Full Time,100
5581,16,2020,2020-09-08 20:10:00,Round 16,2020-09-08 20:10:00,0,16,57,8,9,Carrara,Carlton,3.0,1599559800,4,Sydney,Carlton,52,8,2020-09-08 22:28:05,3,0,+10:00,Full Time,100
5577,5,2020,2020-09-06 15:35:00,Round 16,2020-09-06 15:35:00,0,16,108,5,6,Gabba,Geelong,7.0,1599370500,12,Essendon,Geelong,42,17,2020-09-06 17:54:03,7,0,+10:00,Full Time,100
5579,6,2020,2020-09-07 19:10:00,Round 16,2020-09-07 19:10:00,0,16,33,6,9,Cazaly's Stadium,Melbourne,6.0,1599469800,11,Fremantle,Fremantle,47,4,2020-09-07 21:26:02,11,0,+10:00,Full Time,100
5575,13,2020,2020-09-05 19:40:00,Round 16,2020-09-05 19:40:00,0,16,42,11,6,Carrara,North Melbourne,13.0,1599298800,12,Port Adelaide,Port Adelaide,78,6,2020-09-05 21:58:04,12,0,+10:00,Full Time,100
5576,10,2020,2020-09-06 13:05:00,Round 16,2020-09-06 13:05:00,0,16,80,9,14,Carrara,St Kilda,15.0,1599361500,12,Hawthorn,St Kilda,66,11,2020-09-06 15:26:02,15,0,+10:00,Full Time,100
5578,17,2020,2020-09-06 18:10:00,Round 16,2020-09-06 18:10:00,0,16,49,7,13,Carrara,Western Bulldogs,18.0,1599379800,5,West Coast,Western Bulldogs,47,6,2020-09-06 20:26:03,18,0,+10:00,Full Time,100
5588,1,2020,2020-09-13 13:05:00,Round 17,2020-09-13 13:05:00,0,17,56,10,8,Carrara,Carlton,1.0,1599966300,12,Adelaide,Adelaide,72,8,2020-09-13 15:26:02,3,0,+10:00,Full Time,100
5591,8,2020,2020-09-14 19:10:00,Round 17,2020-09-14 19:10:00,0,17,68,6,8,Gabba,Collingwood,4.0,1600074600,10,Gold Coast,Collingwood,46,10,2020-09-14 21:30:03,4,0,+10:00,Full Time,100
5584,14,2020,2020-09-11 19:50:00,Round 17,2020-09-11 19:50:00,0,17,31,7,7,Carrara,Geelong,14.0,1599817800,15,Richmond,Richmond,57,4,2020-09-11 22:00:03,7,0,+10:00,Full Time,100
5587,11,2020,2020-09-12 19:40:00,Round 17,2020-09-12 19:40:00,0,17,74,12,8,Gabba,Greater Western Sydney,11.0,1599903600,7,Melbourne,Melbourne,79,11,2020-09-12 22:08:02,9,0,+10:00,Full Time,100
5589,18,2020,2020-09-13 15:05:00,Round 17,2020-09-13 15:35:00,0,17,40,11,4,Adelaide Oval,Hawthorn,18.0,1599975300,10,Western Bulldogs,Western Bulldogs,76,6,2020-09-13 17:56:03,10,0,+10:00,Full Time,100
5585,6,2020,2020-09-12 14:10:00,Round 17,2020-09-12 14:10:00,0,17,35,15,5,Carrara,North Melbourne,6.0,1599883800,9,Fremantle,Fremantle,99,5,2020-09-12 16:28:02,12,0,+10:00,Full Time,100
5586,5,2020,2020-09-12 16:35:00,Round 17,2020-09-12 17:05:00,0,17,79,4,13,Adelaide Oval,Port Adelaide,13.0,1599894300,5,Essendon,Port Adelaide,29,11,2020-09-12 19:26:03,13,0,+10:00,Full Time,100
5583,17,2020,2020-09-10 19:10:00,Round 17,2020-09-10 19:10:00,0,17,50,9,14,Gabba,St Kilda,17.0,1599729000,11,West Coast,West Coast,65,6,2020-09-10 21:36:02,15,0,+10:00,Full Time,100
5590,2,2020,2020-09-13 18:10:00,Round 17,2020-09-13 18:10:00,0,17,41,11,5,Cazaly's Stadium,Sydney,2.0,1599984600,7,Brisbane Lions,Brisbane Lions,73,6,2020-09-13 20:30:05,16,0,+10:00,Full Time,100
5592,14,2020,2020-09-19 16:40:00,Round 18,2020-09-19 17:10:00,0,18,33,12,9,Adelaide Oval,Adelaide,14.0,1600499400,5,Richmond,Richmond,77,4,2020-09-19 19:28:03,1,0,+10:00,Full Time,100
5593,3,2020,2020-09-19 19:40:00,Round 18,2020-09-19 19:40:00,0,18,78,10,12,Gabba,Brisbane Lions,2.0,1600508400,1,Carlton,Brisbane Lions,61,11,2020-09-19 22:08:02,2,0,+10:00,Full Time,100
5594,13,2020,2020-09-21 19:15:00,Round 18,2020-09-21 19:15:00,0,18,45,9,3,Gabba,Collingwood,13.0,1600679700,7,Port Adelaide,Port Adelaide,61,7,2020-09-21 21:36:02,4,0,+10:00,Full Time,100
5595,11,2020,2020-09-19 14:10:00,Round 18,2020-09-19 14:10:00,0,18,49,10,7,Carrara,Essendon,11.0,1600488600,8,Melbourne,Melbourne,68,7,2020-09-19 16:22:03,5,0,+10:00,Full Time,100
5596,18,2020,2020-09-20 18:10:00,Round 18,2020-09-20 18:10:00,0,18,44,11,8,Cazaly's Stadium,Fremantle,18.0,1600589400,8,Western Bulldogs,Western Bulldogs,74,6,2020-09-20 20:30:03,6,0,+10:00,Full Time,100
5597,8,2020,2020-09-20 12:35:00,Round 18,2020-09-20 13:05:00,0,18,108,8,6,Adelaide Oval,Hawthorn,10.0,1600571100,9,Gold Coast,Hawthorn,57,17,2020-09-20 15:30:03,10,0,+10:00,Full Time,100
5598,17,2020,2020-09-17 19:10:00,Round 18,2020-09-17 19:10:00,0,18,34,7,10,Carrara,North Melbourne,17.0,1600333800,7,West Coast,West Coast,49,4,2020-09-17 21:24:03,12,0,+10:00,Full Time,100
5599,9,2020,2020-09-18 19:50:00,Round 18,2020-09-18 19:50:00,0,18,82,3,10,Gabba,St Kilda,15.0,1600422600,12,Greater Western Sydney,St Kilda,30,12,2020-09-18 22:10:03,15,0,+10:00,Full Time,100
5600,7,2020,2020-09-20 15:35:00,Round 18,2020-09-20 15:35:00,0,18,63,10,9,Carrara,Sydney,7.0,1600580100,9,Geelong,Geelong,69,9,2020-09-20 17:54:03,16,0,+10:00,Full Time,100
5755,14,2020,2020-10-02 19:50:00,Finals Week 1,2020-10-02 19:50:00,3,19,69,8,9,Gabba,Brisbane Lions,2.0,1601632200,6,Richmond,Brisbane Lions,54,10,2020-10-02 22:18:03,2,0,+10:00,Full Time,100
5754,7,2020,2020-10-01 19:10:00,Finals Week 1,2020-10-01 19:40:00,3,19,58,5,4,Adelaide Oval,Port Adelaide,13.0,1601545200,12,Geelong,Port Adelaide,42,9,2020-10-01 22:04:02,13,0,+10:00,Full Time,100
5756,18,2020,2020-10-03 16:40:00,Finals Week 1,2020-10-03 16:40:00,2,19,67,9,7,Gabba,St Kilda,15.0,1601707200,10,Western Bulldogs,St Kilda,64,10,2020-10-03 19:00:03,15,0,+10:00,Full Time,100
5757,4,2020,2020-10-03 18:10:00,Finals Week 1,2020-10-03 20:10:00,2,19,75,12,9,Perth Stadium,West Coast,4.0,1601719800,4,Collingwood,Collingwood,76,11,2020-10-03 22:32:02,17,0,+10:00,Full Time,100
5916,4,2020,2020-10-10 18:40:00,Semi-Finals,2020-10-10 19:40:00,4,20,100,5,10,Gabba,Geelong,7.0,1602319200,2,Collingwood,Geelong,32,15,2020-10-10 22:06:02,7,0,+11:00,Full Time,100
5915,15,2020,2020-10-09 18:50:00,Semi-Finals,2020-10-09 19:50:00,4,20,80,6,8,Carrara,Richmond,14.0,1602233400,13,St Kilda,Richmond,49,12,2020-10-09 22:12:02,14,0,+11:00,Full Time,100
6077,7,2020,2020-10-17 18:40:00,Preliminary Finals,2020-10-17 19:40:00,5,21,42,11,6,Gabba,Brisbane Lions,7.0,1602924000,16,Geelong,Geelong,82,6,2020-10-17 22:04:03,2,0,+11:00,Full Time,100
6076,14,2020,2020-10-16 19:20:00,Preliminary Finals,2020-10-16 19:50:00,5,21,40,6,4,Adelaide Oval,Port Adelaide,14.0,1602838200,10,Richmond,Richmond,46,6,2020-10-16 22:12:03,13,0,+11:00,Full Time,100
6239,7,2020,2020-10-24 18:30:00,Grand Final,2020-10-24 19:30:00,6,22,81,7,9,Gabba,Richmond,14.0,1603528200,8,Geelong,Richmond,50,12,2020-10-24 22:20:02,14,1,+11:00,Full Time,100
