date,is_final,round,hscore,agoals,hbehinds,hteam,venue,winnerteamid,id,ateamid,year,localtime,roundname,updated,hteamid,is_grand_final,tz,complete,timestr,unixtime,abehinds,ateam,ascore,winner,hgoals
2009-07-12 14:10:00,0,15,101,13,11,Melbourne,M.C.G.,11.0,9164,13,2009,2009-07-12 14:10:00,Round 15,2022-01-25 11:07:05,11,0,+10:00,100,Full Time,1247371800,12,Port Adelaide,90,Melbourne,15
2009-07-11 14:10:00,0,15,72,15,12,Sydney,S.C.G.,5.0,9160,5,2009,2009-07-11 14:10:00,Round 15,2022-01-25 11:07:05,16,0,+10:00,100,Full Time,1247285400,17,Essendon,107,Essendon,10
2009-07-12 14:40:00,0,15,70,13,4,West Coast,Subiaco,15.0,9165,15,2009,2009-07-12 12:40:00,Round 15,2022-01-25 11:07:05,17,0,+10:00,100,Full Time,1247373600,12,St Kilda,90,St Kilda,11
2009-07-10 19:40:00,0,15,110,17,14,Western Bulldogs,Docklands,4.0,9158,4,2009,2009-07-10 19:40:00,Round 15,2022-01-25 11:07:05,18,0,+10:00,100,Full Time,1247218800,9,Collingwood,111,Collingwood,16
2009-07-18 14:10:00,0,16,124,9,10,Carlton,Docklands,3.0,9167,16,2009,2009-07-18 14:10:00,Round 16,2022-01-25 11:07:05,3,0,+10:00,100,Full Time,1247890200,9,Sydney,63,Carlton,19
2009-07-18 19:10:00,0,16,76,18,10,Collingwood,M.C.G.,10.0,9169,10,2009,2009-07-18 19:10:00,Round 16,2022-01-25 11:07:05,4,0,+10:00,100,Full Time,1247908200,13,Hawthorn,121,Hawthorn,11
2009-07-17 19:40:00,0,16,70,15,4,Essendon,Docklands,18.0,9166,18,2009,2009-07-17 19:40:00,Round 16,2022-01-25 11:07:05,5,0,+10:00,100,Full Time,1247823600,13,Western Bulldogs,103,Western Bulldogs,11
2009-07-18 17:40:00,0,16,47,9,5,Fremantle,Subiaco,2.0,9170,2,2009,2009-07-18 15:40:00,Round 16,2022-01-25 11:07:05,6,0,+10:00,100,Full Time,1247902800,8,Brisbane Lions,62,Brisbane Lions,7
2009-07-18 14:10:00,0,16,117,11,15,Geelong,Kardinia Park,7.0,9168,11,2009,2009-07-18 14:10:00,Round 16,2022-01-25 11:07:05,7,0,+10:00,100,Full Time,1247890200,5,Melbourne,71,Geelong,17
2009-07-19 12:40:00,0,16,112,11,10,Port Adelaide,Football Park,13.0,9171,17,2009,2009-07-19 12:10:00,Round 16,2022-01-25 11:07:05,13,0,+10:00,100,Full Time,1247971200,10,West Coast,76,Port Adelaide,17
2009-07-19 14:10:00,0,16,85,12,13,Richmond,M.C.G.,,9172,12,2009,2009-07-19 14:10:00,Round 16,2022-01-25 11:07:05,14,0,+10:00,100,Full Time,1247976600,13,North Melbourne,85,,12
2009-07-19 16:40:00,0,16,105,7,15,St Kilda,Docklands,15.0,9173,1,2009,2009-07-19 16:40:00,Round 16,2022-01-25 11:07:05,15,0,+10:00,100,Full Time,1247985600,6,Adelaide,48,St Kilda,15
2009-07-26 16:10:00,0,17,132,9,18,Adelaide,Football Park,1.0,9181,13,2009,2009-07-26 15:40:00,Round 17,2022-01-25 11:07:05,1,0,+10:00,100,Full Time,1248588600,8,Port Adelaide,62,Adelaide,19
2009-07-25 19:10:00,0,17,116,11,14,Brisbane Lions,Gabba,2.0,9178,12,2009,2009-07-25 19:10:00,Round 17,2022-01-25 11:07:05,2,0,+10:00,100,Full Time,1248513000,9,North Melbourne,75,Brisbane Lions,17
2009-07-24 19:40:00,0,17,40,14,16,Carlton,M.C.G.,4.0,9174,4,2009,2009-07-24 19:40:00,Round 17,2022-01-25 11:07:05,3,0,+10:00,100,Full Time,1248428400,10,Collingwood,94,Collingwood,4
2009-07-26 14:10:00,0,17,96,15,12,Essendon,M.C.G.,14.0,9180,14,2009,2009-07-26 14:10:00,Round 17,2022-01-25 11:07:05,5,0,+10:00,100,Full Time,1248581400,11,Richmond,101,Richmond,14
2009-07-25 14:10:00,0,17,71,8,11,Fremantle,Subiaco,6.0,9176,17,2009,2009-07-25 12:10:00,Round 17,2022-01-25 11:07:05,6,0,+10:00,100,Full Time,1248495000,18,West Coast,66,Fremantle,10
2009-07-25 14:10:00,0,17,99,14,9,Geelong,M.C.G.,7.0,9175,10,2009,2009-07-25 14:10:00,Round 17,2022-01-25 11:07:05,7,0,+10:00,100,Full Time,1248495000,14,Hawthorn,98,Geelong,15
2009-07-26 13:10:00,0,17,50,10,14,Melbourne,Manuka Oval,16.0,9179,16,2009,2009-07-26 13:10:00,Round 17,2022-01-25 11:07:05,11,0,+10:00,100,Full Time,1248577800,8,Sydney,68,Sydney,6
2009-07-25 19:10:00,0,17,106,9,10,St Kilda,Docklands,15.0,9177,18,2009,2009-07-25 19:10:00,Round 17,2022-01-25 11:07:05,15,0,+10:00,100,Full Time,1248513000,7,Western Bulldogs,61,St Kilda,16
2009-08-01 19:10:00,0,18,95,8,23,Collingwood,M.C.G.,4.0,9185,2,2009,2009-08-01 19:10:00,Round 18,2022-01-25 11:07:05,4,0,+10:00,100,Full Time,1249117800,7,Brisbane Lions,55,Collingwood,12
2009-08-01 14:10:00,0,18,93,13,9,Geelong,Kardinia Park,7.0,9183,1,2009,2009-08-01 14:10:00,Round 18,2022-01-25 11:07:05,7,0,+10:00,100,Full Time,1249099800,13,Adelaide,91,Geelong,14
2009-08-02 13:10:00,0,18,82,12,10,Melbourne,M.C.G.,14.0,9187,14,2009,2009-08-02 13:10:00,Round 18,2022-01-25 11:07:05,11,0,+10:00,100,Full Time,1249182600,14,Richmond,86,Richmond,12
2009-07-31 19:40:00,0,18,84,14,18,North Melbourne,Docklands,3.0,9182,3,2009,2009-07-31 19:40:00,Round 18,2022-01-25 11:07:05,12,0,+10:00,100,Full Time,1249033200,10,Carlton,94,Carlton,11
2009-08-02 14:40:00,0,18,121,14,13,Port Adelaide,Football Park,13.0,9188,10,2009,2009-08-02 14:10:00,Round 18,2022-01-25 11:07:05,13,0,+10:00,100,Full Time,1249188000,19,Hawthorn,103,Port Adelaide,18
2009-08-01 19:10:00,0,18,93,13,15,Sydney,S.C.G.,15.0,9186,15,2009,2009-08-01 19:10:00,Round 18,2022-01-25 11:07:05,16,0,+10:00,100,Full Time,1249117800,16,St Kilda,94,St Kilda,13
2009-08-02 14:40:00,0,18,95,10,11,West Coast,Subiaco,17.0,9189,5,2009,2009-08-02 12:40:00,Round 18,2022-01-25 11:07:05,17,0,+10:00,100,Full Time,1249188000,8,Essendon,68,West Coast,14
2009-08-01 14:10:00,0,18,111,11,9,Western Bulldogs,Docklands,18.0,9184,6,2009,2009-08-01 14:10:00,Round 18,2022-01-25 11:07:05,18,0,+10:00,100,Full Time,1249099800,14,Fremantle,80,Western Bulldogs,17
2009-08-08 19:10:00,0,19,68,13,14,Adelaide,Football Park,4.0,9194,4,2009,2009-08-08 18:40:00,Round 19,2022-01-25 11:07:05,1,0,+10:00,100,Full Time,1249722600,11,Collingwood,89,Collingwood,9
2009-08-07 19:40:00,0,19,97,8,13,Carlton,M.C.G.,3.0,9190,7,2009,2009-08-07 19:40:00,Round 19,2022-01-25 11:07:05,3,0,+10:00,100,Full Time,1249638000,14,Geelong,62,Carlton,14
2009-08-08 19:10:00,0,19,87,12,9,Essendon,M.C.G.,,9193,2,2009,2009-08-08 19:10:00,Round 19,2022-01-25 11:07:05,5,0,+10:00,100,Full Time,1249722600,15,Brisbane Lions,87,,13
2009-08-09 14:40:00,0,19,116,11,14,Fremantle,Subiaco,6.0,9197,13,2009,2009-08-09 12:40:00,Round 19,2022-01-25 11:07:05,6,0,+10:00,100,Full Time,1249792800,8,Port Adelaide,74,Fremantle,17
2009-08-08 14:10:00,0,19,49,10,7,Hawthorn,York Park,15.0,9192,15,2009,2009-08-08 14:10:00,Round 19,2022-01-25 11:07:05,10,0,+10:00,100,Full Time,1249704600,14,St Kilda,74,St Kilda,7
2009-08-09 13:10:00,0,19,123,8,9,North Melbourne,Docklands,12.0,9195,11,2009,2009-08-09 13:10:00,Round 19,2022-01-25 11:07:05,12,0,+10:00,100,Full Time,1249787400,13,Melbourne,61,North Melbourne,19
2009-08-09 14:10:00,0,19,68,18,8,Richmond,M.C.G.,16.0,9196,16,2009,2009-08-09 14:10:00,Round 19,2022-01-25 11:07:05,14,0,+10:00,100,Full Time,1249791000,15,Sydney,123,Sydney,10
2009-08-08 14:10:00,0,19,97,16,19,Western Bulldogs,Docklands,17.0,9191,17,2009,2009-08-08 14:10:00,Round 19,2022-01-25 11:07:05,18,0,+10:00,100,Full Time,1249704600,6,West Coast,102,West Coast,13
2009-08-15 19:10:00,0,20,84,15,12,Brisbane Lions,Gabba,18.0,9201,18,2009,2009-08-15 19:10:00,Round 20,2022-01-25 11:07:05,2,0,+10:00,100,Full Time,1250327400,12,Western Bulldogs,102,Western Bulldogs,12
2009-08-16 16:40:00,0,20,110,16,14,Essendon,Docklands,5.0,9205,15,2009,2009-08-16 16:40:00,Round 20,2022-01-25 11:07:05,5,0,+10:00,100,Full Time,1250404800,12,St Kilda,108,Essendon,16
2009-08-14 19:40:00,0,20,67,13,13,Hawthorn,M.C.G.,1.0,9198,1,2009,2009-08-14 19:40:00,Round 20,2022-01-25 11:07:05,10,0,+10:00,100,Full Time,1250242800,16,Adelaide,94,Adelaide,9
2009-08-16 13:10:00,0,20,127,9,7,Melbourne,M.C.G.,11.0,9203,6,2009,2009-08-16 13:10:00,Round 20,2022-01-25 11:07:05,11,0,+10:00,100,Full Time,1250392200,10,Fremantle,64,Melbourne,20
2009-08-16 14:40:00,0,20,67,18,13,Port Adelaide,Football Park,3.0,9204,3,2009,2009-08-16 14:10:00,Round 20,2022-01-25 11:07:05,13,0,+10:00,100,Full Time,1250397600,13,Carlton,121,Carlton,9
2009-08-15 14:10:00,0,20,59,22,11,Richmond,M.C.G.,4.0,9199,4,2009,2009-08-15 14:10:00,Round 20,2022-01-25 11:07:05,14,0,+10:00,100,Full Time,1250309400,20,Collingwood,152,Collingwood,8
2009-08-15 19:10:00,0,20,87,13,9,Sydney,Stadium Australia,7.0,9202,7,2009,2009-08-15 19:10:00,Round 20,2022-01-25 11:07:05,16,0,+10:00,100,Full Time,1250327400,14,Geelong,92,Geelong,13
2009-08-15 14:10:00,0,20,110,10,8,West Coast,Subiaco,17.0,9200,12,2009,2009-08-15 12:10:00,Round 20,2022-01-25 11:07:05,17,0,+10:00,100,Full Time,1250309400,12,North Melbourne,72,West Coast,17
2009-08-22 14:40:00,0,21,122,7,14,Adelaide,Football Park,1.0,9208,17,2009,2009-08-22 14:10:00,Round 21,2022-01-25 11:07:05,1,0,+10:00,100,Full Time,1250916000,6,West Coast,48,Adelaide,18
2009-08-22 19:10:00,0,21,107,14,11,Brisbane Lions,Gabba,2.0,9210,13,2009,2009-08-22 19:10:00,Round 21,2022-01-25 11:07:05,2,0,+10:00,100,Full Time,1250932200,8,Port Adelaide,92,Brisbane Lions,16
2009-08-22 14:10:00,0,21,153,15,9,Carlton,Docklands,3.0,9207,11,2009,2009-08-22 14:10:00,Round 21,2022-01-25 11:07:05,3,0,+10:00,100,Full Time,1250914200,6,Melbourne,96,Carlton,24
2009-08-23 14:10:00,0,21,97,8,19,Collingwood,M.C.G.,4.0,9212,16,2009,2009-08-23 14:10:00,Round 21,2022-01-25 11:07:05,4,0,+10:00,100,Full Time,1251000600,8,Sydney,56,Collingwood,13
2009-08-23 14:40:00,0,21,141,13,15,Fremantle,Subiaco,6.0,9213,5,2009,2009-08-23 12:40:00,Round 21,2022-01-25 11:07:05,6,0,+10:00,100,Full Time,1251002400,9,Essendon,87,Fremantle,21
2009-08-22 19:10:00,0,21,93,20,9,Richmond,M.C.G.,10.0,9209,10,2009,2009-08-22 19:10:00,Round 21,2022-01-25 11:07:05,14,0,+10:00,100,Full Time,1250932200,15,Hawthorn,135,Hawthorn,14
2009-08-23 13:10:00,0,21,59,10,11,St Kilda,Docklands,12.0,9211,12,2009,2009-08-23 13:10:00,Round 21,2022-01-25 11:07:05,15,0,+10:00,100,Full Time,1250997000,4,North Melbourne,64,North Melbourne,8
2009-08-21 19:40:00,0,21,110,14,14,Western Bulldogs,Docklands,18.0,9206,7,2009,2009-08-21 19:40:00,Round 21,2022-01-25 11:07:05,18,0,+10:00,100,Full Time,1250847600,12,Geelong,96,Western Bulldogs,16
2009-08-29 16:10:00,0,22,104,27,8,Carlton,Docklands,1.0,9217,1,2009,2009-08-29 16:10:00,Round 22,2022-01-25 11:07:05,3,0,+10:00,100,Full Time,1251526200,14,Adelaide,176,Adelaide,16
2009-08-30 16:40:00,0,22,76,14,16,Collingwood,Docklands,18.0,9221,18,2009,2009-08-30 16:40:00,Round 22,2022-01-25 11:07:05,4,0,+10:00,100,Full Time,1251614400,16,Western Bulldogs,100,Western Bulldogs,10
2009-08-29 13:10:00,0,22,94,8,10,Geelong,Kardinia Park,7.0,9215,6,2009,2009-08-29 13:10:00,Round 22,2022-01-25 11:07:05,7,0,+10:00,100,Full Time,1251515400,6,Fremantle,54,Geelong,14
2009-08-29 14:10:00,0,22,99,16,15,Hawthorn,M.C.G.,5.0,9216,5,2009,2009-08-29 14:10:00,Round 22,2022-01-25 11:07:05,10,0,+10:00,100,Full Time,1251519000,20,Essendon,116,Essendon,14
2009-08-30 14:10:00,0,22,67,17,7,Melbourne,M.C.G.,15.0,9220,15,2009,2009-08-30 14:10:00,Round 22,2022-01-25 11:07:05,11,0,+10:00,100,Full Time,1251605400,12,St Kilda,114,St Kilda,10
2009-08-29 19:10:00,0,22,67,10,13,Port Adelaide,Football Park,12.0,9219,12,2009,2009-08-29 18:40:00,Round 22,2022-01-25 11:07:05,13,0,+10:00,100,Full Time,1251537000,11,North Melbourne,71,North Melbourne,9
2009-08-29 19:10:00,0,22,92,15,8,Sydney,S.C.G.,2.0,9218,2,2009,2009-08-29 19:10:00,Round 22,2022-01-25 11:07:05,16,0,+10:00,100,Full Time,1251537000,10,Brisbane Lions,100,Brisbane Lions,14
2009-08-28 18:40:00,0,22,125,6,23,West Coast,Subiaco,17.0,9214,14,2009,2009-08-28 16:40:00,Round 22,2022-01-25 11:07:05,17,0,+10:00,100,Full Time,1251448800,9,Richmond,45,West Coast,17
2009-09-04 19:45:00,2,23,166,10,10,Adelaide,Football Park,1.0,9222,5,2009,2009-09-04 19:15:00,Finals Week 1,2022-01-25 11:07:05,1,0,+10:00,100,Full Time,1252057500,10,Essendon,70,Adelaide,26
2009-09-05 19:30:00,2,23,111,15,15,Brisbane Lions,Gabba,2.0,9224,3,2009,2009-09-05 19:30:00,Finals Week 1,2022-01-25 11:07:05,2,0,+10:00,100,Full Time,1252143000,14,Carlton,104,Brisbane Lions,16
2009-09-05 14:30:00,3,23,96,12,12,Geelong,M.C.G.,7.0,9223,18,2009,2009-09-05 14:30:00,Finals Week 1,2022-01-25 11:07:05,7,0,+10:00,100,Full Time,1252125000,10,Western Bulldogs,82,Geelong,14
2009-09-06 14:40:00,3,23,80,7,8,St Kilda,M.C.G.,15.0,9225,4,2009,2009-09-06 14:40:00,Finals Week 1,2022-01-25 11:07:05,15,0,+10:00,100,Full Time,1252212000,10,Collingwood,52,St Kilda,12
2009-09-12 19:30:00,4,24,83,11,11,Collingwood,M.C.G.,4.0,9227,1,2009,2009-09-12 19:30:00,Semi-Finals,2022-01-25 11:07:05,4,0,+10:00,100,Full Time,1252747800,12,Adelaide,78,Collingwood,12
2009-09-11 19:45:00,4,24,107,8,11,Western Bulldogs,M.C.G.,18.0,9226,2,2009,2009-09-11 19:45:00,Semi-Finals,2022-01-25 11:07:05,18,0,+10:00,100,Full Time,1252662300,8,Brisbane Lions,56,Western Bulldogs,16
2009-09-19 19:30:00,5,25,120,6,18,Geelong,M.C.G.,7.0,9229,4,2009,2009-09-19 19:30:00,Preliminary Finals,2022-01-25 11:07:05,7,0,+10:00,100,Full Time,1253352600,11,Collingwood,47,Geelong,17
2009-09-18 19:45:00,5,25,60,7,6,St Kilda,M.C.G.,15.0,9228,18,2009,2009-09-18 19:45:00,Preliminary Finals,2022-01-25 11:07:05,15,0,+10:00,100,Full Time,1253267100,11,Western Bulldogs,53,St Kilda,9
2009-09-26 14:30:00,6,26,68,12,14,St Kilda,M.C.G.,7.0,9230,7,2009,2009-09-26 14:30:00,Grand Final,2022-01-25 11:07:05,15,1,+10:00,100,Full Time,1253939400,8,Geelong,80,Geelong,9
