tz,complete,timestr,updated,hteamid,is_grand_final,ateam,abehinds,winner,ascore,hgoals,unixtime,round,agoals,hscore,venue,hbehinds,hteam,winnerteamid,date,is_final,localtime,year,roundname,id,ateamid
+10:00,100,Full Time,2022-01-25 11:07:14,3,0,Geelong,4,Geelong,142,11,1152331800,14,23,77,Docklands,11,Carlton,7.0,2006-07-08 14:10:00,0,2006-07-08 14:10:00,2006,Round 14,9706,7
+10:00,100,Full Time,2022-01-25 11:07:14,6,0,Essendon,16,Fremantle,88,19,1152261600,14,12,125,Subiaco,11,Fremantle,6.0,2006-07-07 18:40:00,0,2006-07-07 16:40:00,2006,Round 14,9705,5
+10:00,100,Full Time,2022-01-25 11:07:14,10,0,West Coast,12,West Coast,114,16,1152331800,14,17,104,M.C.G.,8,Hawthorn,17.0,2006-07-08 14:10:00,0,2006-07-08 14:10:00,2006,Round 14,9707,17
+10:00,100,Full Time,2022-01-25 11:07:14,11,0,Brisbane Lions,12,Melbourne,90,14,1152349800,14,13,98,Gabba,14,Melbourne,11.0,2006-07-08 19:10:00,0,2006-07-08 19:10:00,2006,Round 14,9708,2
+10:00,100,Full Time,2022-01-25 11:07:14,13,0,Richmond,8,Richmond,92,6,1152349800,14,14,54,Football Park,18,Port Adelaide,14.0,2006-07-08 19:10:00,0,2006-07-08 18:40:00,2006,Round 14,9709,14
+10:00,100,Full Time,2022-01-25 11:07:14,15,0,Collingwood,9,St Kilda,63,19,1152418200,14,9,122,Docklands,8,St Kilda,15.0,2006-07-09 14:10:00,0,2006-07-09 14:10:00,2006,Round 14,9711,4
+10:00,100,Full Time,2022-01-25 11:07:14,16,0,Adelaide,11,Adelaide,101,8,1152414600,14,15,62,S.C.G.,14,Sydney,1.0,2006-07-09 13:10:00,0,2006-07-09 13:10:00,2006,Round 14,9710,1
+10:00,100,Full Time,2022-01-25 11:07:14,18,0,North Melbourne,16,North Melbourne,94,12,1152418200,14,13,82,M.C.G.,10,Western Bulldogs,12.0,2006-07-09 14:10:00,0,2006-07-09 14:10:00,2006,Round 14,9712,12
+10:00,100,Full Time,2022-01-25 11:07:14,1,0,Hawthorn,7,Adelaide,73,16,1152938400,15,11,109,Football Park,13,Adelaide,1.0,2006-07-15 14:40:00,0,2006-07-15 14:10:00,2006,Round 15,9715,10
+10:00,100,Full Time,2022-01-25 11:07:14,3,0,Western Bulldogs,14,Western Bulldogs,110,11,1153023000,15,16,80,Docklands,14,Carlton,18.0,2006-07-16 14:10:00,0,2006-07-16 14:10:00,2006,Round 15,9719,18
+10:00,100,Full Time,2022-01-25 11:07:14,4,0,Fremantle,11,Fremantle,119,15,1153023000,15,18,104,M.C.G.,14,Collingwood,6.0,2006-07-16 14:10:00,0,2006-07-16 14:10:00,2006,Round 15,9720,6
+10:00,100,Full Time,2022-01-25 11:07:14,5,0,St Kilda,8,St Kilda,74,10,1152936600,15,11,71,M.C.G.,11,Essendon,15.0,2006-07-15 14:10:00,0,2006-07-15 14:10:00,2006,Round 15,9714,15
+10:00,100,Full Time,2022-01-25 11:07:14,7,0,Port Adelaide,10,Geelong,58,9,1153019400,15,8,68,Kardinia Park,14,Geelong,7.0,2006-07-16 13:10:00,0,2006-07-16 13:10:00,2006,Round 15,9718,13
+10:00,100,Full Time,2022-01-25 11:07:14,12,0,Brisbane Lions,13,Brisbane Lions,85,11,1152954600,15,12,84,Docklands,18,North Melbourne,2.0,2006-07-15 19:10:00,0,2006-07-15 19:10:00,2006,Round 15,9716,2
+10:00,100,Full Time,2022-01-25 11:07:14,14,0,Melbourne,16,Melbourne,70,7,1152870000,15,9,52,M.C.G.,10,Richmond,11.0,2006-07-14 19:40:00,0,2006-07-14 19:40:00,2006,Round 15,9713,11
+10:00,100,Full Time,2022-01-25 11:07:14,17,0,Sydney,11,West Coast,65,9,1152949200,15,9,67,Subiaco,13,West Coast,17.0,2006-07-15 17:40:00,0,2006-07-15 15:40:00,2006,Round 15,9717,16
+10:00,100,Full Time,2022-01-25 11:07:14,1,0,North Melbourne,10,Adelaide,52,19,1153476600,16,7,124,Football Park,10,Adelaide,1.0,2006-07-21 20:10:00,0,2006-07-21 19:40:00,2006,Round 16,9721,12
+10:00,100,Full Time,2022-01-25 11:07:14,2,0,Hawthorn,8,Brisbane Lions,74,11,1153559400,16,11,84,Gabba,18,Brisbane Lions,2.0,2006-07-22 19:10:00,0,2006-07-22 19:10:00,2006,Round 16,9724,10
+10:00,100,Full Time,2022-01-25 11:07:14,4,0,West Coast,12,Collingwood,90,19,1153541400,16,13,127,Docklands,13,Collingwood,4.0,2006-07-22 14:10:00,0,2006-07-22 14:10:00,2006,Round 16,9723,17
+10:00,100,Full Time,2022-01-25 11:07:14,5,0,Carlton,15,,105,16,1153541400,16,15,105,M.C.G.,9,Essendon,,2006-07-22 14:10:00,0,2006-07-22 14:10:00,2006,Round 16,9722,3
+10:00,100,Full Time,2022-01-25 11:07:14,6,0,Melbourne,13,Fremantle,67,15,1153629600,16,9,96,Subiaco,6,Fremantle,6.0,2006-07-23 14:40:00,0,2006-07-23 12:40:00,2006,Round 16,9728,11
+10:00,100,Full Time,2022-01-25 11:07:14,7,0,Western Bulldogs,11,Geelong,89,13,1153627800,16,13,90,Docklands,12,Geelong,7.0,2006-07-23 14:10:00,0,2006-07-23 14:10:00,2006,Round 16,9727,18
+10:00,100,Full Time,2022-01-25 11:07:14,15,0,Port Adelaide,12,St Kilda,60,8,1153624200,16,8,64,York Park,16,St Kilda,15.0,2006-07-23 13:10:00,0,2006-07-23 13:10:00,2006,Round 16,9726,13
+10:00,100,Full Time,2022-01-25 11:07:14,16,0,Richmond,11,Sydney,53,14,1153559400,16,7,101,S.C.G.,17,Sydney,16.0,2006-07-22 19:10:00,0,2006-07-22 19:10:00,2006,Round 16,9725,14
+10:00,100,Full Time,2022-01-25 11:07:14,3,0,Fremantle,17,Fremantle,107,13,1154232600,17,15,89,Docklands,11,Carlton,6.0,2006-07-30 14:10:00,0,2006-07-30 14:10:00,2006,Round 17,9735,6
+10:00,100,Full Time,2022-01-25 11:07:14,4,0,Hawthorn,2,Collingwood,68,16,1154079600,17,11,113,M.C.G.,17,Collingwood,4.0,2006-07-28 19:40:00,0,2006-07-28 19:40:00,2006,Round 17,9729,10
+10:00,100,Full Time,2022-01-25 11:07:14,5,0,Brisbane Lions,15,Essendon,123,25,1154164200,17,18,160,Docklands,10,Essendon,5.0,2006-07-29 19:10:00,0,2006-07-29 19:10:00,2006,Round 17,9732,2
+10:00,100,Full Time,2022-01-25 11:07:14,11,0,Western Bulldogs,14,Melbourne,68,18,1154232600,17,9,119,M.C.G.,11,Melbourne,11.0,2006-07-30 14:10:00,0,2006-07-30 14:10:00,2006,Round 17,9736,18
+10:00,100,Full Time,2022-01-25 11:07:14,12,0,Geelong,12,North Melbourne,60,13,1154229000,17,8,90,Manuka Oval,12,North Melbourne,12.0,2006-07-30 13:10:00,0,2006-07-30 13:10:00,2006,Round 17,9734,7
+10:00,100,Full Time,2022-01-25 11:07:14,13,0,Sydney,17,Sydney,77,7,1154164200,17,10,50,Football Park,8,Port Adelaide,16.0,2006-07-29 19:10:00,0,2006-07-29 18:40:00,2006,Round 17,9733,16
+10:00,100,Full Time,2022-01-25 11:07:14,15,0,Richmond,11,St Kilda,71,27,1154146200,17,10,174,M.C.G.,12,St Kilda,15.0,2006-07-29 14:10:00,0,2006-07-29 14:10:00,2006,Round 17,9730,14
+10:00,100,Full Time,2022-01-25 11:07:14,17,0,Adelaide,11,West Coast,83,26,1154146200,17,12,165,Subiaco,9,West Coast,17.0,2006-07-29 14:10:00,0,2006-07-29 12:10:00,2006,Round 17,9731,1
+10:00,100,Full Time,2022-01-25 11:07:14,1,0,Collingwood,12,Adelaide,54,7,1154769000,18,7,58,Football Park,16,Adelaide,1.0,2006-08-05 19:10:00,0,2006-08-05 18:40:00,2006,Round 18,9741,4
+10:00,100,Full Time,2022-01-25 11:07:14,2,0,Geelong,20,Geelong,104,13,1154833800,18,14,87,Gabba,9,Brisbane Lions,7.0,2006-08-06 13:10:00,0,2006-08-06 13:10:00,2006,Round 18,9742,7
+10:00,100,Full Time,2022-01-25 11:07:14,3,0,Melbourne,13,Carlton,73,12,1154751000,18,10,80,Docklands,8,Carlton,3.0,2006-08-05 14:10:00,0,2006-08-05 14:10:00,2006,Round 18,9738,11
+10:00,100,Full Time,2022-01-25 11:07:14,6,0,Hawthorn,9,Fremantle,51,14,1154839200,18,7,104,Subiaco,20,Fremantle,6.0,2006-08-06 14:40:00,0,2006-08-06 12:40:00,2006,Round 18,9744,10
+10:00,100,Full Time,2022-01-25 11:07:14,12,0,Port Adelaide,11,North Melbourne,65,12,1154837400,18,9,84,Docklands,12,North Melbourne,12.0,2006-08-06 14:10:00,0,2006-08-06 14:10:00,2006,Round 18,9743,13
+10:00,100,Full Time,2022-01-25 11:07:14,14,0,Western Bulldogs,10,Western Bulldogs,100,10,1154751000,18,15,78,M.C.G.,18,Richmond,18.0,2006-08-05 14:10:00,0,2006-08-05 14:10:00,2006,Round 18,9739,18
+10:00,100,Full Time,2022-01-25 11:07:14,15,0,West Coast,14,West Coast,98,8,1154684400,18,14,59,Docklands,11,St Kilda,17.0,2006-08-04 19:40:00,0,2006-08-04 19:40:00,2006,Round 18,9737,17
+10:00,100,Full Time,2022-01-25 11:07:14,16,0,Essendon,7,Sydney,73,17,1154769000,18,11,116,S.C.G.,14,Sydney,16.0,2006-08-05 19:10:00,0,2006-08-05 19:10:00,2006,Round 18,9740,5
+10:00,100,Full Time,2022-01-25 11:07:14,1,0,Fremantle,17,Fremantle,95,10,1155436800,19,13,80,Football Park,20,Adelaide,6.0,2006-08-13 12:40:00,0,2006-08-13 12:10:00,2006,Round 19,9750,6
+10:00,100,Full Time,2022-01-25 11:07:14,5,0,Collingwood,7,Essendon,61,10,1155289200,19,9,74,M.C.G.,14,Essendon,5.0,2006-08-11 19:40:00,0,2006-08-11 19:40:00,2006,Round 19,9745,4
+10:00,100,Full Time,2022-01-25 11:07:14,7,0,St Kilda,13,St Kilda,103,11,1155442200,19,15,80,Docklands,14,Geelong,15.0,2006-08-13 14:10:00,0,2006-08-13 14:10:00,2006,Round 19,9752,15
+10:00,100,Full Time,2022-01-25 11:07:14,10,0,Carlton,12,Hawthorn,90,17,1155442200,19,13,113,M.C.G.,11,Hawthorn,10.0,2006-08-13 14:10:00,0,2006-08-13 14:10:00,2006,Round 19,9751,3
+10:00,100,Full Time,2022-01-25 11:07:14,11,0,Sydney,11,Sydney,95,10,1155355800,19,14,63,M.C.G.,3,Melbourne,16.0,2006-08-12 14:10:00,0,2006-08-12 14:10:00,2006,Round 19,9746,16
+10:00,100,Full Time,2022-01-25 11:07:14,14,0,Brisbane Lions,12,Richmond,60,21,1155373800,19,8,142,Docklands,16,Richmond,14.0,2006-08-12 19:10:00,0,2006-08-12 19:10:00,2006,Round 19,9748,2
+10:00,100,Full Time,2022-01-25 11:07:14,17,0,North Melbourne,9,West Coast,81,14,1155355800,19,12,107,Subiaco,23,West Coast,17.0,2006-08-12 14:10:00,0,2006-08-12 12:10:00,2006,Round 19,9747,12
+10:00,100,Full Time,2022-01-25 11:07:14,18,0,Port Adelaide,21,Port Adelaide,105,13,1155373800,19,14,91,Marrara Oval,13,Western Bulldogs,13.0,2006-08-12 19:10:00,0,2006-08-12 18:40:00,2006,Round 19,9749,13
+10:00,100,Full Time,2022-01-25 11:07:14,2,0,West Coast,18,West Coast,114,7,1156043400,20,16,52,Gabba,10,Brisbane Lions,17.0,2006-08-20 13:10:00,0,2006-08-20 13:10:00,2006,Round 20,9758,17
+10:00,100,Full Time,2022-01-25 11:07:14,3,0,Richmond,14,Richmond,140,14,1156047000,20,21,95,Docklands,11,Carlton,14.0,2006-08-20 14:10:00,0,2006-08-20 14:10:00,2006,Round 20,9759,14
+10:00,100,Full Time,2022-01-25 11:07:14,5,0,Hawthorn,10,Hawthorn,124,15,1155978600,20,19,106,Docklands,16,Essendon,10.0,2006-08-19 19:10:00,0,2006-08-19 19:10:00,2006,Round 20,9756,10
+10:00,100,Full Time,2022-01-25 11:07:14,6,0,St Kilda,14,Fremantle,56,17,1155973200,20,7,114,Subiaco,12,Fremantle,6.0,2006-08-19 17:40:00,0,2006-08-19 15:40:00,2006,Round 20,9757,15
+10:00,100,Full Time,2022-01-25 11:07:14,7,0,Sydney,9,Geelong,63,14,1155960600,20,9,90,Kardinia Park,6,Geelong,7.0,2006-08-19 14:10:00,0,2006-08-19 14:10:00,2006,Round 20,9755,16
+10:00,100,Full Time,2022-01-25 11:07:14,12,0,Melbourne,12,Melbourne,132,12,1156047000,20,20,82,M.C.G.,10,North Melbourne,11.0,2006-08-20 14:10:00,0,2006-08-20 14:10:00,2006,Round 20,9760,11
+10:00,100,Full Time,2022-01-25 11:07:14,13,0,Collingwood,17,Collingwood,89,12,1155895800,20,12,87,Football Park,15,Port Adelaide,4.0,2006-08-18 20:10:00,0,2006-08-18 19:40:00,2006,Round 20,9753,4
+10:00,100,Full Time,2022-01-25 11:07:14,18,0,Adelaide,14,Western Bulldogs,98,16,1155960600,20,14,105,M.C.G.,9,Western Bulldogs,18.0,2006-08-19 14:10:00,0,2006-08-19 14:10:00,2006,Round 20,9754,1
+10:00,100,Full Time,2022-01-25 11:07:14,4,0,Carlton,10,Collingwood,112,24,1156651800,21,17,156,M.C.G.,12,Collingwood,4.0,2006-08-27 14:10:00,0,2006-08-27 14:10:00,2006,Round 21,9767,3
+10:00,100,Full Time,2022-01-25 11:07:14,7,0,Melbourne,10,,94,14,1156565400,21,14,94,Kardinia Park,10,Geelong,,2006-08-26 14:10:00,0,2006-08-26 14:10:00,2006,Round 21,9762,11
+10:00,100,Full Time,2022-01-25 11:07:14,10,0,North Melbourne,12,Hawthorn,36,7,1156565400,21,4,58,York Park,16,Hawthorn,10.0,2006-08-26 14:10:00,0,2006-08-26 14:10:00,2006,Round 21,9763,12
+10:00,100,Full Time,2022-01-25 11:07:14,13,0,Adelaide,15,Port Adelaide,81,14,1156646400,21,11,95,Football Park,11,Port Adelaide,13.0,2006-08-27 12:40:00,0,2006-08-27 12:10:00,2006,Round 21,9766,1
+10:00,100,Full Time,2022-01-25 11:07:14,14,0,Essendon,17,Richmond,113,20,1156583400,21,16,129,M.C.G.,9,Richmond,14.0,2006-08-26 19:10:00,0,2006-08-26 19:10:00,2006,Round 21,9764,5
+10:00,100,Full Time,2022-01-25 11:07:14,16,0,Brisbane Lions,4,Sydney,40,14,1156583400,21,6,97,Stadium Australia,13,Sydney,16.0,2006-08-26 19:10:00,0,2006-08-26 19:10:00,2006,Round 21,9765,2
+10:00,100,Full Time,2022-01-25 11:07:14,17,0,Fremantle,10,Fremantle,118,8,1156653600,21,18,61,Subiaco,13,West Coast,6.0,2006-08-27 14:40:00,0,2006-08-27 12:40:00,2006,Round 21,9768,6
+10:00,100,Full Time,2022-01-25 11:07:14,18,0,St Kilda,10,St Kilda,142,13,1156498800,21,22,92,Docklands,14,Western Bulldogs,15.0,2006-08-25 19:40:00,0,2006-08-25 19:40:00,2006,Round 21,9761,15
+10:00,100,Full Time,2022-01-25 11:07:14,1,0,Melbourne,10,Adelaide,94,23,1157172000,22,14,152,Football Park,14,Adelaide,1.0,2006-09-02 14:40:00,0,2006-09-02 14:10:00,2006,Round 22,9771,11
+10:00,100,Full Time,2022-01-25 11:07:14,2,0,St Kilda,12,St Kilda,108,7,1157188200,22,16,57,Gabba,15,Brisbane Lions,15.0,2006-09-02 19:10:00,0,2006-09-02 19:10:00,2006,Round 22,9772,15
+10:00,100,Full Time,2022-01-25 11:07:14,4,0,North Melbourne,11,Collingwood,71,20,1157256600,22,10,139,M.C.G.,19,Collingwood,4.0,2006-09-03 14:10:00,0,2006-09-03 14:10:00,2006,Round 22,9775,12
+10:00,100,Full Time,2022-01-25 11:07:14,6,0,Port Adelaide,18,Fremantle,72,23,1157182800,22,9,151,Subiaco,13,Fremantle,6.0,2006-09-02 17:40:00,0,2006-09-02 15:40:00,2006,Round 22,9773,13
+10:00,100,Full Time,2022-01-25 11:07:14,10,0,Geelong,12,Hawthorn,72,21,1157256600,22,10,133,Docklands,7,Hawthorn,10.0,2006-09-03 14:10:00,0,2006-09-03 14:10:00,2006,Round 22,9776,7
+10:00,100,Full Time,2022-01-25 11:07:14,14,0,West Coast,17,West Coast,173,12,1157170200,22,26,85,M.C.G.,13,Richmond,17.0,2006-09-02 14:10:00,0,2006-09-02 14:10:00,2006,Round 22,9770,17
+10:00,100,Full Time,2022-01-25 11:07:14,16,0,Carlton,8,Sydney,44,21,1157253000,22,6,136,S.C.G.,10,Sydney,16.0,2006-09-03 13:10:00,0,2006-09-03 13:10:00,2006,Round 22,9774,3
+10:00,100,Full Time,2022-01-25 11:07:14,18,0,Essendon,17,Western Bulldogs,125,22,1157103600,22,18,147,Docklands,15,Western Bulldogs,18.0,2006-09-01 19:40:00,0,2006-09-01 19:40:00,2006,Round 22,9769,5
+10:00,100,Full Time,2022-01-25 11:07:14,1,0,Fremantle,4,Adelaide,46,10,1157776200,23,7,76,Football Park,16,Adelaide,1.0,2006-09-09 14:30:00,3,2006-09-09 14:00:00,2006,Finals Week 1,9778,6
+10:00,100,Full Time,2022-01-25 11:07:14,4,0,Western Bulldogs,13,Western Bulldogs,121,11,1157862600,23,18,80,M.C.G.,14,Collingwood,18.0,2006-09-10 14:30:00,2,2006-09-10 14:30:00,2006,Finals Week 1,9780,18
+10:00,100,Full Time,2022-01-25 11:07:14,15,0,Melbourne,12,Melbourne,90,10,1157707800,23,13,72,M.C.G.,12,St Kilda,11.0,2006-09-08 19:30:00,2,2006-09-08 19:30:00,2006,Finals Week 1,9777,11
+10:00,100,Full Time,2022-01-25 11:07:14,17,0,Sydney,7,Sydney,85,12,1157787000,23,13,84,Subiaco,12,West Coast,16.0,2006-09-09 17:30:00,3,2006-09-09 15:30:00,2006,Finals Week 1,9779,16
+10:00,100,Full Time,2022-01-25 11:07:14,6,0,Melbourne,8,Fremantle,74,14,1158309000,24,11,102,Subiaco,18,Fremantle,6.0,2006-09-15 18:30:00,4,2006-09-15 16:30:00,2006,Semi-Finals,9781,11
+10:00,100,Full Time,2022-01-25 11:07:14,17,0,Western Bulldogs,9,West Coast,39,16,1158391800,24,5,113,Subiaco,17,West Coast,17.0,2006-09-16 17:30:00,4,2006-09-16 15:30:00,2006,Semi-Finals,9782,18
+10:00,100,Full Time,2022-01-25 11:07:14,1,0,West Coast,19,West Coast,85,11,1158987600,25,11,75,Football Park,9,Adelaide,17.0,2006-09-23 15:00:00,5,2006-09-23 14:30:00,2006,Preliminary Finals,9784,17
+10:00,100,Full Time,2022-01-25 11:07:14,16,0,Fremantle,8,Sydney,92,19,1158919200,25,14,127,Stadium Australia,13,Sydney,16.0,2006-09-22 20:00:00,5,2006-09-22 20:00:00,2006,Preliminary Finals,9783,6
+10:00,100,Full Time,2022-01-25 11:07:14,16,1,West Coast,13,West Coast,85,12,1159590600,26,12,84,M.C.G.,12,Sydney,17.0,2006-09-30 14:30:00,6,2006-09-30 14:30:00,2006,Grand Final,9785,17
