unixtime,ascore,winner,hgoals,abehinds,ateam,is_grand_final,updated,hteamid,complete,timestr,tz,id,ateamid,year,localtime,roundname,is_final,date,venue,hbehinds,hteam,winnerteamid,round,agoals,hscore
1363945200,117,Essendon,11,9,Essendon,0,2018-06-26 12:17:16,1,100,Full Time,+11:00,1826,5,2013,2013-03-22 20:10:00,Round 1,0,2013-03-22 20:40:00,Football Park,16,Adelaide,5.0,1,18,82
1364460000,106,Richmond,14,22,Richmond,0,2018-06-26 12:17:17,3,100,Full Time,+11:00,1829,14,2013,2013-03-28 19:40:00,Round 1,0,2013-03-28 19:40:00,M.C.G.,17,Carlton,14.0,1,14,101
1364028000,80,Fremantle,16,14,West Coast,0,2018-06-26 12:17:17,6,100,Full Time,+11:00,1828,17,2013,2013-03-23 16:40:00,Round 1,0,2013-03-23 19:40:00,Subiaco,12,Fremantle,6.0,1,11,108
1364633100,77,Gold Coast,13,17,St Kilda,0,2018-06-26 12:17:17,8,100,Full Time,+11:00,1832,15,2013,2013-03-30 18:45:00,Round 1,0,2013-03-30 19:45:00,Carrara,12,Gold Coast,8.0,1,10,90
1364622000,106,Sydney,11,10,Sydney,0,2018-06-26 12:17:17,9,100,Full Time,+11:00,1831,16,2013,2013-03-30 16:40:00,Round 1,0,2013-03-30 16:40:00,Stadium Australia,10,Greater Western Sydney,16.0,1,16,76
1364790000,93,Geelong,12,15,Geelong,0,2018-06-26 12:17:17,10,100,Full Time,+11:00,1835,7,2013,2013-04-01 15:20:00,Round 1,0,2013-04-01 15:20:00,M.C.G.,14,Hawthorn,7.0,1,13,86
1364695800,133,Port Adelaide,8,19,Port Adelaide,0,2018-06-26 12:17:17,11,100,Full Time,+11:00,1833,13,2013,2013-03-31 13:10:00,Round 1,0,2013-03-31 13:10:00,M.C.G.,6,Melbourne,13.0,1,19,54
1364708400,103,Collingwood,13,13,Collingwood,0,2018-06-26 12:17:17,12,100,Full Time,+11:00,1834,4,2013,2013-03-31 16:40:00,Round 1,0,2013-03-31 16:40:00,Docklands,9,North Melbourne,4.0,1,15,87
1364611200,59,Western Bulldogs,19,17,Brisbane Lions,0,2018-06-26 12:17:17,18,100,Full Time,+11:00,1830,2,2013,2013-03-30 13:40:00,Round 1,0,2013-03-30 13:40:00,Docklands,13,Western Bulldogs,18.0,1,7,127
1365226800,96,Adelaide,10,12,Adelaide,0,2018-06-26 12:17:17,2,100,Full Time,+11:00,1839,1,2013,2013-04-06 15:40:00,Round 2,0,2013-04-06 16:40:00,Gabba,17,Brisbane Lions,1.0,2,14,77
1365312000,100,Collingwood,17,10,Carlton,0,2018-06-26 12:17:17,4,100,Full Time,+10:00,1843,3,2013,2013-04-07 15:20:00,Round 2,0,2013-04-07 15:20:00,M.C.G.,15,Collingwood,4.0,2,15,117
1365237600,36,Essendon,28,6,Melbourne,0,2018-06-26 12:17:17,5,100,Full Time,+11:00,1841,11,2013,2013-04-06 19:40:00,Round 2,0,2013-04-06 19:40:00,M.C.G.,16,Essendon,5.0,2,5,184
1365304200,108,Geelong,16,6,North Melbourne,0,2018-06-26 12:17:17,7,100,Full Time,+10:00,1842,12,2013,2013-04-07 13:10:00,Round 2,0,2013-04-07 13:10:00,Docklands,16,Geelong,7.0,2,17,112
1365237600,78,Port Adelaide,19,12,Greater Western Sydney,0,2018-06-26 12:17:17,13,100,Full Time,+11:00,1840,9,2013,2013-04-06 19:10:00,Round 2,0,2013-04-06 19:40:00,Football Park,20,Port Adelaide,13.0,2,11,134
1365151800,99,Richmond,12,15,Richmond,0,2018-06-26 12:17:17,15,100,Full Time,+11:00,1836,14,2013,2013-04-05 19:50:00,Round 2,0,2013-04-05 19:50:00,M.C.G.,10,St Kilda,14.0,2,14,82
1365216300,73,Sydney,17,7,Gold Coast,0,2018-06-26 12:17:17,16,100,Full Time,+11:00,1837,8,2013,2013-04-06 13:45:00,Round 2,0,2013-04-06 13:45:00,S.C.G.,12,Sydney,16.0,2,11,114
1365316800,148,Hawthorn,15,10,Hawthorn,0,2018-06-26 12:17:17,17,100,Full Time,+10:00,1844,10,2013,2013-04-07 14:40:00,Round 2,0,2013-04-07 16:40:00,Subiaco,8,West Coast,10.0,2,23,98
1365217800,106,Fremantle,11,10,Fremantle,0,2018-06-26 12:17:17,18,100,Full Time,+11:00,1838,6,2013,2013-04-06 14:10:00,Round 2,0,2013-04-06 14:10:00,Docklands,12,Western Bulldogs,6.0,2,16,78
1365916500,145,Hawthorn,13,13,Hawthorn,0,2018-06-26 12:17:17,4,100,Full Time,+10:00,1884,10,2013,2013-04-14 15:15:00,Round 3,0,2013-04-14 15:15:00,M.C.G.,12,Collingwood,10.0,3,22,90
1365763200,72,Essendon,9,12,Essendon,0,2018-06-26 12:17:17,6,100,Full Time,+10:00,1845,5,2013,2013-04-12 18:40:00,Round 3,0,2013-04-12 20:40:00,Subiaco,14,Fremantle,5.0,3,10,68
1365846000,103,Geelong,18,13,Carlton,0,2018-06-26 12:17:17,7,100,Full Time,+10:00,1881,3,2013,2013-04-13 19:40:00,Round 3,0,2013-04-13 19:40:00,Docklands,11,Geelong,7.0,3,15,119
1365846000,94,Brisbane Lions,13,16,Brisbane Lions,0,2018-06-26 12:17:17,8,100,Full Time,+10:00,1882,2,2013,2013-04-13 19:40:00,Round 3,0,2013-04-13 19:40:00,Carrara,14,Gold Coast,2.0,3,13,92
1365835200,140,St Kilda,10,14,St Kilda,0,2018-06-26 12:17:17,9,100,Full Time,+10:00,1880,15,2013,2013-04-13 16:40:00,Round 3,0,2013-04-13 16:40:00,UNSW Canberra Oval,8,Greater Western Sydney,15.0,3,21,68
1365826200,177,West Coast,13,15,West Coast,0,2018-06-26 12:17:17,11,100,Full Time,+10:00,1879,17,2013,2013-04-13 14:10:00,Round 3,0,2013-04-13 14:10:00,M.C.G.,5,Melbourne,17.0,3,27,83
1365824700,131,Sydney,13,11,Sydney,0,2018-06-26 12:17:17,12,100,Full Time,+10:00,1865,16,2013,2013-04-13 13:45:00,Round 3,0,2013-04-13 13:45:00,Bellerive Oval,14,North Melbourne,16.0,3,20,92
1365921600,109,Port Adelaide,17,13,Adelaide,0,2018-06-26 12:17:17,13,100,Full Time,+10:00,1885,1,2013,2013-04-14 16:10:00,Round 3,0,2013-04-14 16:40:00,Football Park,16,Port Adelaide,13.0,3,16,118
1365909000,68,Richmond,20,8,Western Bulldogs,0,2018-06-26 12:17:17,14,100,Full Time,+10:00,1883,18,2013,2013-04-14 13:10:00,Round 3,0,2013-04-14 13:10:00,Docklands,15,Richmond,14.0,3,10,135
1366521300,28,Adelaide,12,4,Western Bulldogs,0,2018-06-26 12:17:18,1,100,Full Time,+10:00,1902,18,2013,2013-04-21 14:45:00,Round 4,0,2013-04-21 15:15:00,Football Park,8,Adelaide,1.0,4,4,80
1366450800,104,Port Adelaide,9,8,Port Adelaide,0,2018-06-26 12:17:18,8,100,Full Time,+10:00,1900,13,2013,2013-04-20 19:40:00,Round 4,0,2013-04-20 19:40:00,Carrara,12,Gold Coast,13.0,4,16,66
1366429500,76,Hawthorn,18,10,Fremantle,0,2018-06-26 12:17:18,10,100,Full Time,+10:00,1896,6,2013,2013-04-20 13:45:00,Round 4,0,2013-04-20 13:45:00,University of Tasmania Stadium,10,Hawthorn,10.0,4,11,118
1366513800,103,Melbourne,22,13,Greater Western Sydney,0,2018-06-26 12:17:18,11,100,Full Time,+10:00,1901,9,2013,2013-04-21 13:10:00,Round 4,0,2013-04-21 13:10:00,M.C.G.,12,Melbourne,11.0,4,15,144
1366526400,62,North Melbourne,18,8,Brisbane Lions,0,2018-06-26 12:17:18,12,100,Full Time,+10:00,1903,2,2013,2013-04-21 16:40:00,Round 4,0,2013-04-21 16:40:00,Docklands,17,North Melbourne,12.0,4,9,125
1366431000,113,Collingwood,11,17,Collingwood,0,2018-06-26 12:17:18,14,100,Full Time,+10:00,1897,4,2013,2013-04-20 14:10:00,Round 4,0,2013-04-20 14:10:00,M.C.G.,13,Richmond,4.0,4,16,79
1366440000,128,Essendon,13,14,Essendon,0,2018-06-26 12:17:18,15,100,Full Time,+10:00,1898,5,2013,2013-04-20 16:40:00,Round 4,0,2013-04-20 16:40:00,Docklands,13,St Kilda,5.0,4,19,91
1366365000,124,Geelong,16,10,Geelong,0,2018-06-26 12:17:18,16,100,Full Time,+10:00,1895,7,2013,2013-04-19 19:50:00,Round 4,0,2013-04-19 19:50:00,S.C.G.,7,Sydney,7.0,4,19,103
1366450800,89,Carlton,7,17,Carlton,0,2018-06-26 12:17:18,17,100,Full Time,+10:00,1899,3,2013,2013-04-20 17:40:00,Round 4,0,2013-04-20 19:40:00,Subiaco,23,West Coast,3.0,4,12,65
1367126100,94,Brisbane Lions,17,10,Melbourne,0,2018-06-26 12:17:18,2,100,Full Time,+10:00,1921,11,2013,2013-04-28 15:15:00,Round 5,0,2013-04-28 15:15:00,Gabba,20,Brisbane Lions,2.0,5,14,122
1367044800,83,Carlton,17,11,Adelaide,0,2018-06-26 12:17:18,3,100,Full Time,+10:00,1918,1,2013,2013-04-27 16:40:00,Round 5,0,2013-04-27 16:40:00,M.C.G.,13,Carlton,3.0,5,12,115
1366864800,75,Essendon,18,15,Collingwood,0,2018-06-26 12:17:18,5,100,Full Time,+10:00,1904,4,2013,2013-04-25 14:40:00,Round 5,0,2013-04-25 14:40:00,M.C.G.,13,Essendon,5.0,5,10,121
1366973100,80,Fremantle,12,8,Richmond,0,2018-06-26 12:17:18,6,100,Full Time,+10:00,1916,14,2013,2013-04-26 18:45:00,Round 5,0,2013-04-26 20:45:00,Subiaco,9,Fremantle,6.0,5,12,81
1367034300,148,Gold Coast,16,22,Gold Coast,0,2018-06-26 12:17:18,9,100,Full Time,+10:00,1917,8,2013,2013-04-27 13:45:00,Round 5,0,2013-04-27 13:45:00,UNSW Canberra Oval,8,Greater Western Sydney,8.0,5,21,104
1367131200,96,Hawthorn,14,18,North Melbourne,0,2018-06-26 12:17:18,10,100,Full Time,+10:00,1922,12,2013,2013-04-28 16:40:00,Round 5,0,2013-04-28 16:40:00,M.C.G.,15,Hawthorn,10.0,5,13,99
1367055900,79,Port Adelaide,12,19,West Coast,0,2018-06-26 12:17:18,13,100,Full Time,+10:00,1920,17,2013,2013-04-27 19:15:00,Round 5,0,2013-04-27 19:45:00,Football Park,12,Port Adelaide,13.0,5,10,84
1366876200,79,Sydney,9,13,Sydney,0,2018-06-26 12:17:18,15,100,Full Time,+10:00,1905,16,2013,2013-04-25 19:50:00,Round 5,0,2013-04-25 17:50:00,Wellington,9,St Kilda,16.0,5,11,63
1367055600,107,Geelong,13,17,Geelong,0,2018-06-26 12:17:18,18,100,Full Time,+10:00,1919,7,2013,2013-04-27 19:40:00,Round 5,0,2013-04-27 19:40:00,Docklands,8,Western Bulldogs,7.0,5,15,86
1367649600,89,Hawthorn,11,11,Hawthorn,0,2018-06-26 12:17:18,1,100,Full Time,+10:00,1929,10,2013,2013-05-04 16:10:00,Round 6,0,2013-05-04 16:40:00,Football Park,12,Adelaide,10.0,6,13,78
1367731200,60,Carlton,18,12,Melbourne,0,2018-06-26 12:17:18,3,100,Full Time,+10:00,1933,11,2013,2013-05-05 15:20:00,Round 6,0,2013-05-05 15:20:00,M.C.G.,13,Carlton,3.0,6,8,121
1367574600,77,Collingwood,15,11,St Kilda,0,2018-06-26 12:17:18,4,100,Full Time,+10:00,1923,15,2013,2013-05-03 19:50:00,Round 6,0,2013-05-03 19:50:00,Docklands,13,Collingwood,4.0,6,11,103
1367639100,81,Essendon,17,9,Greater Western Sydney,0,2018-06-26 12:17:18,5,100,Full Time,+10:00,1924,9,2013,2013-05-04 13:45:00,Round 6,0,2013-05-04 13:45:00,Docklands,18,Essendon,5.0,6,12,120
1367660400,99,Fremantle,7,9,Fremantle,0,2018-06-26 12:17:18,8,100,Full Time,+10:00,1930,6,2013,2013-05-04 19:40:00,Round 6,0,2013-05-04 19:40:00,Carrara,12,Gold Coast,6.0,6,15,54
1367640600,83,North Melbourne,14,11,Port Adelaide,0,2018-06-26 12:17:18,12,100,Full Time,+10:00,1925,13,2013,2013-05-04 14:10:00,Round 6,0,2013-05-04 14:10:00,Bellerive Oval,9,North Melbourne,12.0,6,12,93
1367660400,131,Geelong,13,11,Geelong,0,2018-06-26 12:17:18,14,100,Full Time,+10:00,1931,7,2013,2013-05-04 19:40:00,Round 6,0,2013-05-04 19:40:00,M.C.G.,9,Richmond,7.0,6,20,87
1367723400,55,Sydney,17,7,Brisbane Lions,0,2018-06-26 12:17:18,16,100,Full Time,+10:00,1932,2,2013,2013-05-05 13:10:00,Round 6,0,2013-05-05 13:10:00,S.C.G.,13,Sydney,16.0,6,8,115
1367736000,67,West Coast,21,7,Western Bulldogs,0,2018-06-26 12:17:18,17,100,Full Time,+10:00,1934,18,2013,2013-05-05 14:40:00,Round 6,0,2013-05-05 16:40:00,Subiaco,11,West Coast,17.0,6,10,137
1368245400,108,West Coast,12,6,West Coast,0,2018-06-26 12:17:18,2,100,Full Time,+10:00,1937,17,2013,2013-05-11 14:10:00,Round 7,0,2013-05-11 14:10:00,Gabba,10,Brisbane Lions,17.0,7,17,82
1368265200,73,Fremantle,15,13,Collingwood,0,2018-06-26 12:17:18,6,100,Full Time,+10:00,1939,4,2013,2013-05-11 17:40:00,Round 7,0,2013-05-11 19:40:00,Subiaco,10,Fremantle,6.0,7,10,100
1368179400,85,Geelong,17,19,Essendon,0,2018-06-26 12:17:18,7,100,Full Time,+10:00,1935,5,2013,2013-05-10 19:50:00,Round 7,0,2013-05-10 19:50:00,Docklands,11,Geelong,7.0,7,11,113
1368328200,187,Adelaide,7,13,Adelaide,0,2018-06-26 12:17:18,9,100,Full Time,+10:00,1941,1,2013,2013-05-12 13:10:00,Round 7,0,2013-05-12 13:10:00,Sydney Showground,10,Greater Western Sydney,1.0,7,29,52
1368265200,82,Hawthorn,18,10,Sydney,0,2018-06-26 12:17:18,10,100,Full Time,+10:00,1940,16,2013,2013-05-11 19:40:00,Round 7,0,2013-05-11 19:40:00,M.C.G.,11,Hawthorn,10.0,7,12,119
1368340800,114,Gold Coast,7,18,Gold Coast,0,2018-06-26 12:17:18,11,100,Full Time,+10:00,1942,8,2013,2013-05-12 16:40:00,Round 7,0,2013-05-12 16:40:00,M.C.G.,12,Melbourne,8.0,7,16,54
1368243900,114,Richmond,10,6,Richmond,0,2018-06-26 12:17:18,13,100,Full Time,+10:00,1936,14,2013,2013-05-11 13:15:00,Round 7,0,2013-05-11 13:45:00,Football Park,13,Port Adelaide,14.0,7,18,73
1368438000,68,St Kilda,11,14,Carlton,0,2018-06-26 12:17:18,15,100,Full Time,+10:00,1943,3,2013,2013-05-13 19:40:00,Round 7,0,2013-05-13 19:40:00,Docklands,11,St Kilda,15.0,7,9,77
1368254400,151,North Melbourne,15,19,North Melbourne,0,2018-06-26 12:17:18,18,100,Full Time,+10:00,1938,12,2013,2013-05-11 16:40:00,Round 7,0,2013-05-11 16:40:00,Docklands,7,Western Bulldogs,12.0,7,22,97
1368945600,47,Adelaide,12,11,St Kilda,0,2018-06-26 12:17:19,1,100,Full Time,+10:00,1963,15,2013,2013-05-19 16:10:00,Round 8,0,2013-05-19 16:40:00,Football Park,15,Adelaide,1.0,8,6,87
1368933000,91,Carlton,16,7,Port Adelaide,0,2018-06-26 12:17:19,3,100,Full Time,+10:00,1961,13,2013,2013-05-19 13:10:00,Round 8,0,2013-05-19 13:10:00,Docklands,13,Carlton,3.0,8,14,109
1368870000,96,Collingwood,15,12,Geelong,0,2018-06-26 12:17:19,4,100,Full Time,+10:00,1960,7,2013,2013-05-18 19:40:00,Round 8,0,2013-05-18 19:40:00,M.C.G.,12,Collingwood,4.0,8,14,102
1368848700,96,Brisbane Lions,12,12,Brisbane Lions,0,2018-06-26 12:17:18,5,100,Full Time,+10:00,1945,2,2013,2013-05-18 13:45:00,Round 8,0,2013-05-18 13:45:00,Docklands,14,Essendon,2.0,8,14,86
1368859200,61,Gold Coast,13,13,Western Bulldogs,0,2018-06-26 12:17:19,8,100,Full Time,+10:00,1958,18,2013,2013-05-18 16:40:00,Round 8,0,2013-05-18 16:40:00,Carrara,15,Gold Coast,8.0,8,8,93
1368850200,57,Hawthorn,21,3,Greater Western Sydney,0,2018-06-26 12:17:19,10,100,Full Time,+10:00,1957,9,2013,2013-05-18 14:10:00,Round 8,0,2013-05-18 14:10:00,University of Tasmania Stadium,14,Hawthorn,10.0,8,9,140
1368940800,72,Richmond,15,6,Melbourne,0,2018-06-26 12:17:19,14,100,Full Time,+10:00,1962,11,2013,2013-05-19 15:20:00,Round 8,0,2013-05-19 15:20:00,M.C.G.,16,Richmond,14.0,8,11,106
1368870000,70,,11,16,Fremantle,0,2018-06-26 12:17:19,16,100,Full Time,+10:00,1959,6,2013,2013-05-18 19:40:00,Round 8,0,2013-05-18 19:40:00,S.C.G.,4,Sydney,,8,9,70
1368787200,88,West Coast,12,10,North Melbourne,0,2018-06-26 12:17:18,17,100,Full Time,+10:00,1944,12,2013,2013-05-17 18:40:00,Round 8,0,2013-05-17 20:40:00,Subiaco,18,West Coast,17.0,8,13,90
1369474800,98,Carlton,12,20,Carlton,0,2018-06-26 12:17:19,2,100,Full Time,+10:00,1970,3,2013,2013-05-25 19:40:00,Round 9,0,2013-05-25 19:40:00,Gabba,13,Brisbane Lions,3.0,9,13,85
1369389000,102,Sydney,8,12,Sydney,0,2018-06-26 12:17:19,4,100,Full Time,+10:00,1964,16,2013,2013-05-24 19:50:00,Round 9,0,2013-05-24 19:50:00,M.C.G.,7,Collingwood,16.0,9,15,55
1369550400,40,Fremantle,19,4,Melbourne,0,2018-06-26 12:17:19,6,100,Full Time,+10:00,1974,11,2013,2013-05-26 14:40:00,Round 9,0,2013-05-26 16:40:00,Subiaco,16,Fremantle,6.0,9,6,130
1369455000,155,West Coast,8,17,West Coast,0,2018-06-26 12:17:19,9,100,Full Time,+10:00,1968,17,2013,2013-05-25 14:10:00,Round 9,0,2013-05-25 14:10:00,Sydney Showground,7,Greater Western Sydney,17.0,9,23,55
1369537800,92,Hawthorn,18,8,Gold Coast,0,2018-06-26 12:17:19,10,100,Full Time,+10:00,1972,8,2013,2013-05-26 13:10:00,Round 9,0,2013-05-26 13:10:00,M.C.G.,10,Hawthorn,10.0,9,14,118
1369545600,125,Adelaide,19,17,Adelaide,0,2018-06-26 12:17:19,12,100,Full Time,+10:00,1973,1,2013,2013-05-26 15:20:00,Round 9,0,2013-05-26 15:20:00,Docklands,10,North Melbourne,1.0,9,18,124
1369453500,116,Geelong,9,8,Geelong,0,2018-06-26 12:17:19,13,100,Full Time,+10:00,1965,7,2013,2013-05-25 13:15:00,Round 9,0,2013-05-25 13:45:00,Football Park,14,Port Adelaide,7.0,9,18,68
1369475100,91,Essendon,9,13,Essendon,0,2018-06-26 12:17:19,14,100,Full Time,+10:00,1971,5,2013,2013-05-25 19:45:00,Round 9,0,2013-05-25 19:45:00,M.C.G.,8,Richmond,5.0,9,13,62
1369464000,110,Western Bulldogs,15,8,Western Bulldogs,0,2018-06-26 12:17:19,15,100,Full Time,+10:00,1969,18,2013,2013-05-25 16:40:00,Round 9,0,2013-05-25 16:40:00,Docklands,11,St Kilda,18.0,9,17,101
